copy_no,dilution,date_qPCR,qPCR_no,target,use,extract,notes,sample
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0322_10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0422_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0522_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0522_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0522_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0522_TR2_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0522_TR2_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0522_TR2_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0522_TR3_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0522_TR3_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0522_TR3_1
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_1_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_2_0322_10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_2_0422_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_2_0522_1
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_2_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_3_0322_10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_3_0422_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_3_0522_1
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn_3_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0322 1:10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0422
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0522
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0522
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0522
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0522TR2
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0522TR2
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0522TR2
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0522TR3
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0522TR3
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0522TR3
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn1.0622 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn2.0322 1:10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn2.0422
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn2.0522
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn2.0622 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn3.0322 1:10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn3.0422
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadDn3.0522
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadDn3.0622 1:10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_1_0322_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_1_0422_1
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_1_0522_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_1_0622_10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_2_0322_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_2_0422_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_2_0522_1
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_2_0622_10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_3_0322_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_3_0422_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_3_0522_1
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11_3_0622_10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.1.0322
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.1.0422
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.1.0522 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.1.0622 1:10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.2.0322
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.2.0422
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.2.0522
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.2.0622 1:10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.3.0322
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.3.0422
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.3.0522
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp11.3.0622 1:10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_1_0322_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_1_0422_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_1_0522_1
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_1_0622_10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_2_0322_1_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_2_0422_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_2_0522_1
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_2_0622_10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_3_0322_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_3_0422_1
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_3_0522_1
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5_3_0622_10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.1.0322
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.1.0422
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.1.0522
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.1.0622 1:10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.2.0322
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.2.0422
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.2.0522
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.2.0622 1:10
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.3.0322
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.3.0422
NA,1,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.3.0522
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PadUp5.3.0622 1:10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0322_100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0422_TR2_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0422_TR2_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0422_TR2_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0422_TR3_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0422_TR3_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0422_TR3_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0522_10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_1_0622_100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_2_0322_100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_2_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_2_0522_10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_2_0622_100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_3_0322_100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_3_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_3_0522_10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn_3_0622_100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0322 1:100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0422TR2 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0422TR2 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0422TR2 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0422TR3 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0422TR3 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0422TR3 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0522 1:10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn1.0622 1:100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn2.0322 1:100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn2.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn2.0522 1:10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn2.0622 1:100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn3.0322 1:100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn3.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn3.0522 1:10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtDn3.0622 1:100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_1_0322_100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_1_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_1_0522_10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_1_0622_100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_2_0322_100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_2_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_2_0522_10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_2_0622_100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_3_0322_100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_3_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_3_0522_10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp_3_0622_100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp1.0322 1:100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp1.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp1.0522 1:10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp1.0622 1:100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp2.0322 1:100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp2.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp2.0522 1:10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp2.0622 1:100
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp3.0322 1:100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp3.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp3.0522 1:10
NA,100,NA,CUT-IN-098,cutt,1,NA,NA,PrtUp3.0622 1:100
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_1_0322_TR1_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_1_0322_TR1_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_1_0322_TR1_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_1_0322_TR2_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_1_0322_TR2_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_1_0322_TR2_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_1_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_1_0522_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_1_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_2_0322_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_2_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_2_0522_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_2_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_3_0322_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_3_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_3_0522_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn_3_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn.1_0322_TR3_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn.1_0322_TR3_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn.1_0322_TR3_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn.1.0322TR3 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn.1.0322TR3 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn.1.0322TR3 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn1.0322TR1 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn1.0322TR1 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn1.0322TR1 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn1.0322TR2 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn1.0322TR2 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn1.0322TR2 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn1.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn1.0522 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn1.0622 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn2.0322 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn2.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn2.0522 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn2.0622 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn3.0322 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn3.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn3.0522 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmDn3.0622 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0322_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0522_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0622_TR2_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0622_TR2_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0622_TR2_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0622_TR3_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0622_TR3_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_1_0622_TR3_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_2_0322_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_2_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_2_0522_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_2_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_3_0322_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_3_0422_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_3_0522_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp_3_0622_10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0322 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0522 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0622 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0622 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0622 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0622TR2 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0622TR2 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0622TR2 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0622TR3 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0622TR3 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp1.0622TR3 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp2.0322 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp2.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp2.0522 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp2.0622 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp3.0322 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp3.0422 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp3.0522 1:10
NA,10,NA,CUT-IN-098,cutt,1,NA,NA,SqmUp3.0622 1:10
1.00E+05,NA,NA,CUT-IN-098,cutt,1,NA,NA,St1
10000,NA,NA,CUT-IN-098,cutt,1,NA,NA,St2
1000,NA,NA,CUT-IN-098,cutt,1,NA,NA,St3
100,NA,NA,CUT-IN-098,cutt,1,NA,NA,St4
10,NA,NA,CUT-IN-098,cutt,1,NA,NA,St5
5,NA,NA,CUT-IN-098,cutt,1,NA,NA,St6
3,NA,NA,CUT-IN-098,cutt,1,NA,NA,St7
1,NA,NA,CUT-IN-098,cutt,1,NA,NA,St8
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_1_0722_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_1_0722_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_1_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_1_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_1_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_1_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_2_0722_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_2_0722_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_2_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_2_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_2_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_2_1222_1
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_3_0722_10
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_3_0722_10
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_3_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_3_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_3_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadDn_3_1222_1
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR2_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR2_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR2_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR2_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR2_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR2_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR3_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR3_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR3_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR3_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR3_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0722TR3_100
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_1_1222_1
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_2_0722_10
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_2_0722_10
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_2_0822_10
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_2_0822_10
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_2_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_2_1222_1
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_3_0722_10
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_3_0722_10
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_3_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_3_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_3_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp11_3_1222_1
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_1_0722_10
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_1_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_1_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_1_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_2_0722_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_2_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_2_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_2_1222_1
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_3_0722_10
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_3_0822_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_3_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PadUp5_3_1222_1
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_1_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_1_0822_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_1_0822_100
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_1_1222_10
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_1_1222_10
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_2_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_2_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_2_0822_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_2_0822_100
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_2_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_2_1222_1
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_3_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_3_0722_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_3_0822_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_3_0822_100
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_3_1222_1
NA,1,NA,CUT-IN-099,cutt,1,NA,NA,PrtDn_3_1222_1
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PrtUp_1_0722_10
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PrtUp_1_0722_10
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtUp_1_0822_100
NA,100,NA,CUT-IN-099,cutt,1,NA,NA,PrtUp_1_0822_100
NA,10,NA,CUT-IN-099,cutt,1,NA,NA,PrtUp_1_1222_10
