Serial Number,W30401034,,,,,,,,,
Sample ID,60,,,,,,,,,
Start Time,2021-07-12 21:43:29 UTC,,,,,,,,,
Duration,19:38:59,,,,,,,,,
Total Volume (l),6.03,,,,,,,,,
Distance (m),32,,,,,,,,,
Peak Pressure (psi),11.3,,,,,,,,,
Avg Flow (l/min),1.2,,,,,,,,,
Avg Rate (mL/m),657.1,,,,,,,,,
Avg Speed (m/s),0,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
7/13/21 17:19,70581,13.49,1.91,1.3,927.91,0.02,47.691561,-122.36239,71.6,250
7/13/21 17:19,70583,13.53,2.12,1.3,952.38,0.02,47.691561,-122.362391,71.6,250
7/13/21 17:19,70585,13.57,2.41,1.3,929.9,0.02,47.691561,-122.362392,71.7,250
7/13/21 17:19,70587,13.62,2.03,1.3,866.67,0.02,47.691562,-122.362393,71.8,250
7/13/21 17:19,70589,13.66,2.17,1.3,989.35,0.02,47.691562,-122.362394,71.9,250
7/13/21 17:20,70591,13.7,2.24,1.3,999,0.02,47.691562,-122.362395,72,250
7/13/21 17:20,70593,13.75,2.49,1.3,999,0.02,47.691563,-122.362396,72.2,250
7/13/21 17:20,70595,13.79,1.89,1.3,999,0.02,47.691562,-122.362397,72.5,250
7/13/21 17:20,70597,13.83,2.31,1.3,999,0.02,47.691562,-122.362397,72.9,250
7/13/21 17:20,70599,13.88,2.13,1.3,999,0.02,47.691561,-122.362397,73.3,250
7/13/21 17:20,70601,13.92,2.04,1.3,999,0.02,47.691561,-122.362397,73.6,250
7/13/21 17:20,70603,13.97,2.11,1.3,999,0.02,47.691561,-122.362397,74.1,250
7/13/21 17:20,70605,14.01,2.17,1.3,999,0.02,47.69156,-122.362396,74.6,250
7/13/21 17:20,70607,14.05,2.18,1.3,999,0.02,47.69156,-122.362394,75.1,250
7/13/21 17:20,70609,14.09,2.1,1.3,999,0.02,47.69156,-122.362391,75.7,250
7/13/21 17:20,70611,14.14,2.06,1.3,999,0.02,47.691559,-122.362389,76.1,250
7/13/21 17:20,70613,14.18,1.91,1.3,999,0.02,47.691559,-122.362388,76.5,250
7/13/21 17:20,70615,14.23,2.05,1.3,999,0.02,47.691559,-122.362386,76.8,250
7/13/21 17:20,70617,14.27,2.46,1.3,999,0.02,47.691558,-122.362384,77.2,250
7/13/21 17:20,70619,14.31,2.28,1.3,999,0.02,47.691558,-122.362383,77.6,250
7/13/21 17:20,70621,14.36,1.87,1.3,984.85,0.02,47.691558,-122.362381,77.9,250
7/13/21 17:20,70623,14.4,1.96,1.3,942.03,0.02,47.691558,-122.36238,78.2,250
7/13/21 17:20,70625,14.44,2.16,1.3,950.29,0.02,47.691558,-122.362378,78.5,250
7/13/21 17:20,70627,14.49,2.25,1.3,902.78,0.02,47.691559,-122.362377,78.9,250
7/13/21 17:20,70629,14.53,1.9,1.3,944.08,0.02,47.691559,-122.362375,79.4,250
7/13/21 17:20,70631,14.57,1.72,1.3,929.9,0.02,47.691559,-122.362374,79.7,250
7/13/21 17:20,70633,14.62,2.35,1.3,873.66,0.03,47.69156,-122.362373,79.8,250
7/13/21 17:20,70635,14.66,2.52,1.3,817.61,0.03,47.691561,-122.362373,79.7,250
7/13/21 17:20,70637,14.7,2.2,1.3,739.48,0.03,47.691562,-122.362373,79.5,250
7/13/21 17:20,70639,14.75,1.78,1.3,692.23,0.03,47.691562,-122.362372,79.2,250
7/13/21 17:20,70641,14.79,2.35,1.3,634.46,0.04,47.691562,-122.362372,78.9,250
7/13/21 17:20,70643,14.83,2.4,1.3,542.34,0.04,47.691562,-122.362368,78.7,250
7/13/21 17:20,70645,14.88,2.18,1.3,547.83,0.04,47.691561,-122.362365,78.5,250
7/13/21 17:20,70647,14.92,2.2,1.3,548.52,0.04,47.691562,-122.362364,78.1,250
7/13/21 17:20,70649,14.96,2.36,1.3,502.12,0.04,47.691562,-122.362364,77.8,250
7/13/21 17:21,70651,15.01,2.46,1.3,505.64,0.04,47.691563,-122.362364,77.3,250
7/13/21 17:21,70653,15.05,1.77,1.3,518.34,0.04,47.691563,-122.362364,77,250
7/13/21 17:21,70655,15.09,2.44,1.3,465.95,0.05,47.691564,-122.362363,76.8,250
7/13/21 17:21,70657,15.14,2.58,1.3,483.09,0.04,47.691564,-122.362362,76.5,250
7/13/21 17:21,70659,15.18,1.86,1.31,511.32,0.04,47.691564,-122.362361,76.2,250
7/13/21 17:21,70661,15.22,2.36,1.3,535.64,0.04,47.691563,-122.36236,76,250
7/13/21 17:21,70663,15.27,2.31,1.3,578.55,0.04,47.691564,-122.362361,75.7,250
7/13/21 17:21,70665,15.31,1.95,1.3,580.1,0.04,47.691563,-122.362365,75.2,250
7/13/21 17:21,70667,15.35,2.01,1.29,536.16,0.04,47.691563,-122.362369,74.8,250
7/13/21 17:21,70669,15.4,2.07,1.3,612.05,0.04,47.691564,-122.36237,74.4,250
7/13/21 17:21,70671,15.44,2.22,1.3,607.76,0.04,47.691564,-122.362373,74.1,250
7/13/21 17:21,70673,15.48,2.26,1.3,600.18,0.03,47.691564,-122.362375,73.8,250
7/13/21 17:21,70675,15.53,2.27,1.3,674.97,0.03,47.691565,-122.362378,73.5,250
7/13/21 17:21,70677,15.57,2.48,1.3,700.05,0.03,47.691565,-122.36238,73,250
7/13/21 17:21,70679,15.61,1.99,1.3,648.7,0.03,47.691564,-122.362379,72.6,250
7/13/21 17:21,70681,15.66,1.84,1.3,639.13,0.03,47.691565,-122.362385,72,250
7/13/21 17:21,70683,15.7,2.35,1.3,674.97,0.03,47.691566,-122.362388,71.7,250
7/13/21 17:21,70685,15.74,2.15,1.3,636.32,0.03,47.691567,-122.362392,71.3,250
7/13/21 17:21,70687,15.79,1.78,1.3,624.4,0.04,47.691568,-122.362396,70.9,250
7/13/21 17:21,70689,15.83,2.02,1.3,601.02,0.04,47.691569,-122.3624,70.5,250
7/13/21 17:21,70691,15.87,2.26,1.3,564.97,0.04,47.691569,-122.362402,70.2,250
7/13/21 17:21,70693,15.92,2.37,1.3,536.97,0.04,47.69157,-122.362406,69.7,250
7/13/21 17:21,70695,15.96,1.87,1.3,575.48,0.04,47.69157,-122.362408,69.6,250
7/13/21 17:21,70697,16,1.7,1.3,528.46,0.05,47.691571,-122.362411,69.5,250
7/13/21 17:21,70699,16.05,2.29,1.3,458.55,0.05,47.691571,-122.362411,69.5,250
7/13/21 17:21,70701,16.09,2.09,1.3,417.07,0.06,47.691571,-122.36241,69.6,250
7/13/21 17:21,70703,16.13,1.82,1.3,375.51,0.06,47.69157,-122.362407,69.6,250
7/13/21 17:21,70705,16.18,2.17,1.3,379.12,0.06,47.691569,-122.362402,69.9,250
7/13/21 17:21,70707,16.22,2.34,1.3,388.64,0.05,47.691568,-122.362398,70.2,250
7/13/21 17:21,70709,16.26,2.03,1.3,384.5,0.05,47.691566,-122.362394,70.6,250
7/13/21 17:22,70711,16.31,1.87,1.3,403.85,0.05,47.691566,-122.362389,71,250
7/13/21 17:22,70713,16.35,1.51,1.31,434.06,0.05,47.691564,-122.362383,71.7,250
7/13/21 17:22,70715,16.39,2.01,1.29,419.51,0.05,47.691562,-122.362379,72.4,250
7/13/21 17:22,70717,16.44,2.43,1.27,426.32,0.05,47.691559,-122.362377,73.8,250
7/13/21 17:22,70719,16.48,2.21,1.31,500.76,0.04,47.691556,-122.362375,75.1,250
7/13/21 17:22,70721,16.52,1.94,1.29,551.28,0.03,47.691553,-122.36237,76.2,250
7/13/21 17:22,70723,16.56,1.96,1.26,606.94,0.04,47.69155,-122.362378,78,250
7/13/21 17:22,70725,16.61,2.85,1.3,588.77,0.04,47.691547,-122.362374,78.5,250
7/13/21 17:22,70727,16.65,1.93,1.3,528.46,0.04,47.691547,-122.362371,78.5,250
7/13/21 17:22,70729,16.69,1.56,1.3,509.2,0.04,47.691548,-122.362369,78.3,250
7/13/21 17:22,70731,16.74,1.8,1.24,490.31,0.04,47.691548,-122.362367,78.2,250
7/13/21 17:22,70733,16.78,1.38,1.31,421.9,0.05,47.691547,-122.362367,77.8,250
7/13/21 17:22,70735,16.82,1.01,1.33,408.98,0.05,47.691546,-122.362363,77.7,250
7/13/21 17:22,70737,16.87,1.82,1.31,416.67,0.05,47.691545,-122.362359,77.7,250
7/13/21 17:22,70739,16.91,1.48,1.31,441.08,0.05,47.691545,-122.362357,77.7,250
