Serial Number,W30401034
Sample ID,00129
Start Time,2022-01-13 19:57:04 UTC
Duration,0:05:30
Total Volume (l),5.99
Distance (m),9
Peak Pressure (psi),11.8
Avg Flow (l/min),1.1
Avg Rate (mL/m),682.9
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2022-01-13 19:57:04,0,0.00,-0.21,0.00,0.00,0.05,48.690850,-122.409216,202.3,4.4
2022-01-13 19:57:06,2,0.00,-0.17,0.15,63.37,0.04,48.690848,-122.409218,201.3,4.4
2022-01-13 19:57:08,4,0.00,-0.13,0.04,15.36,0.04,48.690844,-122.409219,200.2,4.4
2022-01-13 19:57:10,6,0.00,-0.03,0.01,3.64,0.05,48.690841,-122.409221,199.3,5.0
2022-01-13 19:57:12,8,0.00,0.07,0.03,11.05,0.05,48.690837,-122.409223,198.5,5.0
2022-01-13 19:57:14,10,0.00,0.69,0.02,7.29,0.05,48.690833,-122.409226,197.7,5.0
2022-01-13 19:57:16,12,0.00,2.48,0.00,0.00,0.05,48.690826,-122.409227,196.9,5.0
2022-01-13 19:57:18,14,0.00,2.90,0.00,0.00,0.05,48.690821,-122.409230,196.9,5.0
2022-01-13 19:57:20,16,0.01,5.39,0.00,0.00,0.05,48.690815,-122.409226,197.2,4.4
2022-01-13 19:57:22,18,0.04,8.44,0.67,249.81,0.04,48.690810,-122.409223,197.4,4.4
2022-01-13 19:57:24,20,0.10,8.46,1.51,571.32,0.04,48.690806,-122.409225,197.5,4.4
2022-01-13 19:57:26,22,0.14,1.38,1.53,615.94,0.04,48.690804,-122.409224,198.1,4.4
2022-01-13 19:57:28,24,0.17,5.76,1.27,622.55,0.03,48.690802,-122.409222,198.5,4.4
2022-01-13 19:57:30,26,0.22,3.44,1.35,764.01,0.03,48.690801,-122.409222,198.7,3.7
2022-01-13 19:57:32,28,0.26,4.19,1.28,774.35,0.03,48.690799,-122.409222,198.9,3.7
2022-01-13 19:57:34,30,0.31,4.15,1.30,823.83,0.03,48.690798,-122.409222,199.0,3.7
2022-01-13 19:57:36,32,0.35,3.94,1.29,879.35,0.02,48.690798,-122.409222,199.1,3.7
2022-01-13 19:57:38,34,0.39,5.14,1.29,981.74,0.02,48.690797,-122.409223,199.1,3.7
2022-01-13 19:57:40,36,0.44,4.84,1.30,999.00,0.02,48.690796,-122.409224,198.9,3.7
2022-01-13 19:57:42,38,0.48,5.24,1.30,999.00,0.02,48.690795,-122.409226,198.5,3.7
2022-01-13 19:57:44,40,0.52,4.24,1.30,999.00,0.02,48.690792,-122.409227,197.9,3.7
2022-01-13 19:57:46,42,0.57,4.44,1.30,999.00,0.02,48.690790,-122.409226,197.6,3.7
2022-01-13 19:57:48,44,0.61,4.20,1.30,999.00,0.02,48.690789,-122.409224,197.5,3.7
2022-01-13 19:57:50,46,0.65,4.59,1.30,954.48,0.02,48.690788,-122.409223,197.0,3.4
2022-01-13 19:57:52,48,0.70,5.29,1.30,864.94,0.03,48.690789,-122.409222,197.2,3.4
2022-01-13 19:57:54,50,0.74,4.14,1.30,851.34,0.03,48.690789,-122.409220,197.2,3.4
2022-01-13 19:57:56,52,0.78,5.29,1.30,813.01,0.03,48.690788,-122.409216,197.4,3.4
2022-01-13 19:57:58,54,0.83,5.17,1.30,811.49,0.03,48.690787,-122.409209,197.8,3.4
2022-01-13 19:58:00,56,0.87,4.26,1.30,803.96,0.03,48.690786,-122.409205,198.1,4.2
2022-01-13 19:58:02,58,0.91,5.13,1.30,799.51,0.03,48.690783,-122.409199,198.4,4.2
2022-01-13 19:58:04,60,0.96,5.10,1.30,817.61,0.03,48.690779,-122.409191,198.9,4.2
2022-01-13 19:58:06,62,1.00,5.03,1.30,798.04,0.03,48.690774,-122.409183,199.2,4.2
2022-01-13 19:58:08,64,1.04,4.44,1.30,800.99,0.03,48.690771,-122.409177,199.4,4.2
2022-01-13 19:58:10,66,1.09,4.38,1.30,846.35,0.03,48.690769,-122.409176,199.1,4.4
2022-01-13 19:58:12,68,1.13,5.34,1.30,880.76,0.02,48.690766,-122.409175,198.7,4.4
2022-01-13 19:58:14,70,1.17,5.43,1.30,864.94,0.03,48.690764,-122.409174,198.4,4.4
2022-01-13 19:58:16,72,1.22,4.53,1.30,768.32,0.03,48.690761,-122.409176,197.7,4.4
2022-01-13 19:58:18,74,1.26,4.82,1.30,649.68,0.03,48.690761,-122.409180,197.1,4.4
2022-01-13 19:58:20,76,1.30,5.55,1.30,655.57,0.03,48.690762,-122.409183,196.5,4.4
2022-01-13 19:58:22,78,1.35,5.12,1.30,678.14,0.03,48.690764,-122.409191,195.7,4.4
2022-01-13 19:58:24,80,1.39,5.21,1.30,591.99,0.04,48.690766,-122.409202,194.6,4.4
2022-01-13 19:58:26,82,1.43,4.88,1.30,571.68,0.04,48.690767,-122.409212,193.7,4.4
2022-01-13 19:58:28,84,1.48,4.84,1.30,567.19,0.04,48.690768,-122.409223,192.8,4.4
2022-01-13 19:58:30,86,1.52,5.07,1.30,569.43,0.04,48.690769,-122.409232,192.3,4.0
2022-01-13 19:58:32,88,1.56,5.11,1.30,596.06,0.04,48.690770,-122.409240,192.0,4.0
2022-01-13 19:58:34,90,1.61,4.73,1.30,565.71,0.04,48.690771,-122.409247,191.6,4.0
2022-01-13 19:58:36,92,1.65,5.01,1.29,610.80,0.04,48.690772,-122.409256,191.3,4.0
2022-01-13 19:58:38,94,1.69,5.18,1.30,709.22,0.03,48.690772,-122.409263,190.9,4.0
2022-01-13 19:58:40,96,1.74,5.10,1.30,717.44,0.03,48.690771,-122.409270,190.3,5.8
2022-01-13 19:58:42,98,1.78,5.39,1.30,722.22,0.03,48.690769,-122.409276,190.1,5.8
2022-01-13 19:58:44,100,1.82,5.70,1.30,843.06,0.03,48.690769,-122.409287,189.3,5.8
