Serial Number,W30401034,,,,,,,,,
5/11/21 2:15,12617,10.09,2.53,1.3,728.29,0.03,47.691539,-122.362298,93.9,3.2
5/11/21 2:15,12619,10.13,2.42,1.3,836.55,0.03,47.69154,-122.362302,93.7,3.2
5/11/21 2:15,12621,10.18,2.18,1.3,848.01,0.02,47.69154,-122.362305,93.3,3.2
5/11/21 2:15,12623,10.22,2.38,1.3,910.36,0.02,47.691541,-122.362307,92.8,3.2
5/11/21 2:15,12625,10.26,2.14,1.3,931.9,0.02,47.691542,-122.362309,92.2,3.2
5/11/21 2:15,12627,10.3,2.25,1.3,999,0.02,47.691542,-122.362311,91.4,3.2
5/11/21 2:15,12629,10.35,1.88,1.3,999,0.02,47.691543,-122.362312,90.8,3.2
5/11/21 2:15,12631,10.39,2.03,1.3,999,0.02,47.691543,-122.362313,90.2,3.2
5/11/21 2:15,12633,10.44,2.04,1.3,999,0.02,47.691542,-122.362313,89.2,3.2
5/11/21 2:15,12635,10.48,2.22,1.3,999,0.02,47.69154,-122.362315,88.7,3.2
5/11/21 2:15,12637,10.52,2.2,1.3,999,0.02,47.691539,-122.362315,88.5,3.2
5/11/21 2:15,12639,10.57,2.65,1.3,999,0.02,47.691539,-122.362315,88.4,3.2
5/11/21 2:15,12641,10.61,2.14,1.29,773.38,0.03,47.691538,-122.362317,87.2,3.2
5/11/21 2:15,12643,10.65,2.03,1.3,769.69,0.03,47.691539,-122.362319,85.8,3.2
5/11/21 2:15,12645,10.7,2.24,1.3,710.38,0.03,47.691537,-122.36232,85.6,3.2
5/11/21 2:15,12647,10.74,2.03,1.3,696.68,0.03,47.691537,-122.362321,85.5,3.2
5/11/21 2:16,12649,10.78,2.5,1.31,673.87,0.03,47.691536,-122.362321,85.2,3.2
5/11/21 2:16,12651,10.83,2.09,1.3,628.02,0.04,47.691535,-122.362321,84.9,3.2
5/11/21 2:16,12653,10.87,2.25,1.3,576.24,0.04,47.691534,-122.362323,84.6,3.2
5/11/21 2:16,12655,10.91,2.09,1.3,554.84,0.04,47.691533,-122.362324,84.5,3.2
5/11/21 2:16,12657,10.96,2.21,1.3,565.71,0.04,47.691534,-122.362325,84.3,3.2
5/11/21 2:16,12659,11,1.76,1.3,585.59,0.04,47.691534,-122.362325,84,3.2
5/11/21 2:16,12661,11.04,2.14,1.3,693.33,0.03,47.691535,-122.362325,83.8,3.2
5/11/21 2:16,12663,11.09,1.9,1.3,705.75,0.03,47.691536,-122.362325,83.4,3.2
5/11/21 2:16,12665,11.13,2.24,1.3,790.75,0.03,47.691537,-122.362325,83.3,3.2
5/11/21 2:16,12667,11.17,2.41,1.3,800.99,0.03,47.691538,-122.362326,83.1,3.2
5/11/21 2:16,12669,11.22,1.89,1.3,822.26,0.03,47.691539,-122.362326,82.9,3.2
5/11/21 2:16,12671,11.26,2.03,1.3,897.17,0.02,47.69154,-122.362326,83,3.1
5/11/21 2:16,12673,11.3,2.04,1.3,999,0.02,47.691541,-122.362325,83.3,3.1
5/11/21 2:16,12675,11.35,2.45,1.3,999,0.02,47.691541,-122.362324,83.5,3.1
5/11/21 2:16,12677,11.39,2.25,1.3,999,0.02,47.691542,-122.362324,83.7,3.1
5/11/21 2:16,12679,11.43,2.17,1.3,999,0.02,47.691543,-122.362324,83.7,3.1
5/11/21 2:16,12681,11.48,2.01,1.3,999,0.02,47.691544,-122.362324,83.5,3.1
5/11/21 2:16,12683,11.52,2.16,1.3,999,0.02,47.691545,-122.362325,83.5,3.1
5/11/21 2:16,12685,11.56,1.78,1.3,999,0.02,47.691546,-122.362326,83.4,3.1
5/11/21 2:16,12687,11.61,1.84,1.3,999,0.02,47.691548,-122.362326,83.1,3.1
5/11/21 2:16,12689,11.65,2.24,1.3,999,0.02,47.691548,-122.362325,82.5,3.1
5/11/21 2:16,12691,11.69,1.98,1.29,999,0.02,47.691549,-122.362324,82.1,2.6
5/11/21 2:16,12693,11.74,2.1,1.3,999,0.02,47.691549,-122.362323,81.8,2.6
5/11/21 2:16,12695,11.78,2.3,1.3,999,0.02,47.691549,-122.362322,81.7,2.6
5/11/21 2:16,12697,11.83,2.23,1.3,999,0.02,47.69155,-122.362322,81.4,2.6
5/11/21 2:16,12699,11.87,2.16,1.3,999,0.02,47.69155,-122.362321,81.6,2.6
5/11/21 2:16,12701,11.91,2.14,1.3,999,0.02,47.69155,-122.36232,81.4,2.6
5/11/21 2:16,12703,11.96,2.14,1.3,999,0.02,47.69155,-122.36232,81.2,2.6
5/11/21 2:16,12705,12,2.52,1.3,996.17,0.02,47.691551,-122.36232,80.9,2.6
5/11/21 2:16,12707,12.04,7.14,1.21,748.3,0.03,47.691551,-122.362319,80.6,2.6
5/11/21 2:17,12709,12.08,0.63,1.39,872.57,0.03,47.69155,-122.36232,80.1,2.6
5/11/21 2:17,12711,12.13,2.51,1.27,757.3,0.03,47.691549,-122.362321,79.7,2.6
5/11/21 2:17,12713,12.17,1.97,1.32,765.22,0.03,47.691549,-122.362322,79.3,2.6
5/11/21 2:17,12715,12.21,2.43,1.3,757.58,0.03,47.691548,-122.362322,78.6,2.6
5/11/21 2:17,12717,12.26,2.2,1.3,704.61,0.03,47.691549,-122.362322,78,2.6
5/11/21 2:17,12719,12.3,3.16,1.25,628.46,0.03,47.691549,-122.362324,78,2.6
5/11/21 2:17,12721,12.34,1.62,1.32,662.65,0.03,47.69155,-122.362329,78.6,2.6
5/11/21 2:17,12723,12.39,2.37,1.29,653.5,0.03,47.69155,-122.362331,79.1,2.6
5/11/21 2:17,12725,12.43,2.36,1.3,596.06,0.04,47.691551,-122.362337,80,2.6
5/11/21 2:17,12727,12.47,2.45,1.3,698.92,0.03,47.691551,-122.362339,79.7,2.6
5/11/21 2:17,12729,12.52,2.31,1.3,536.97,0.04,47.691551,-122.362341,79.3,2.6
5/11/21 2:17,12731,12.56,2.27,1.3,539.64,0.04,47.691552,-122.36234,79,2.6
5/11/21 2:17,12733,12.6,1.97,1.3,567.19,0.04,47.691552,-122.362341,78.9,2.6
5/11/21 2:17,12735,12.65,2.22,1.29,589.04,0.04,47.691552,-122.362341,78.6,2.6
5/11/21 2:17,12737,12.69,2.63,1.3,628.93,0.03,47.691553,-122.362342,78.1,2.6
5/11/21 2:17,12739,12.73,2.46,1.3,710.38,0.03,47.691554,-122.362342,77.4,2.6
5/11/21 2:17,12741,12.78,2.04,1.3,703.46,0.03,47.691555,-122.362341,76.5,2.6
5/11/21 2:17,12743,12.82,2.49,1.3,722.22,0.03,47.691555,-122.362341,75.8,2.6
5/11/21 2:17,12745,12.86,2.55,1.31,807.15,0.03,47.691555,-122.362341,75.2,2.6
5/11/21 2:17,12747,12.91,2.13,1.31,883.94,0.02,47.691554,-122.36234,74.6,2.6
5/11/21 2:17,12749,12.95,2.51,1.3,999,0.01,47.691554,-122.36234,74.2,2.6
5/11/21 2:17,12751,12.99,1.63,1.3,999,0.01,47.691554,-122.36234,73.9,2.6
5/11/21 2:17,12753,13.04,2.08,1.3,999,0.01,47.691554,-122.36234,73.6,2.6
5/11/21 2:17,12755,13.08,2.14,1.3,999,0.02,47.691556,-122.362338,73.3,2.6
5/11/21 2:17,12757,13.12,2.1,1.3,999,0.02,47.691556,-122.362338,73,2.6
5/11/21 2:17,12759,13.17,1.98,1.31,999,0.02,47.691556,-122.362337,73,2.6
5/11/21 2:17,12761,13.21,2.24,1.3,999,0.02,47.691556,-122.362335,73,2.6
5/11/21 2:17,12763,13.25,1.97,1.3,999,0.02,47.691555,-122.362334,73.1,2.6
5/11/21 2:17,12765,13.3,2.15,1.3,999,0.02,47.691555,-122.36233,73,2.6
5/11/21 2:17,12767,13.34,1.82,1.3,999,0.02,47.691555,-122.362326,72.8,2.6
5/11/21 2:18,12769,13.38,2.48,1.3,999,0.02,47.691553,-122.362323,73,2.6
5/11/21 2:18,12771,13.43,2.34,1.3,999,0.02,47.691552,-122.362319,73.1,2.6
5/11/21 2:18,12773,13.47,2.17,1.3,999,0.02,47.691551,-122.362316,73.3,2.6
5/11/21 2:18,12775,13.51,2.66,1.3,999,0.02,47.691549,-122.362313,73.6,2.6
5/11/21 2:18,12777,13.56,2.48,1.3,999,0.02,47.691549,-122.36231,73.9,2.6
5/11/21 2:18,12779,13.6,1.87,1.3,999,0.02,47.691549,-122.362307,74.2,2.6
5/11/21 2:18,12781,13.64,2.43,1.3,999,0.02,47.691548,-122.362305,74.6,2.6
5/11/21 2:18,12783,13.69,1.76,1.3,999,0.02,47.691548,-122.362303,75,2.6
5/11/21 2:18,12785,13.73,1.96,1.31,919.3,0.02,47.691548,-122.362303,75,2.6
5/11/21 2:18,12787,13.78,2.07,1.3,923.95,0.02,47.691549,-122.362303,75.5,2.6
5/11/21 2:18,12789,13.82,1.93,1.3,916.14,0.02,47.691549,-122.362303,75.8,2.6
5/11/21 2:18,12791,13.86,2.13,1.3,875.42,0.02,47.691548,-122.362302,76,2.6
5/11/21 2:18,12793,13.91,2.2,1.3,838.17,0.03,47.691546,-122.362301,76.1,2.6
5/11/21 2:18,12795,13.95,2.13,1.3,777.98,0.03,47.691545,-122.362299,76.2,2.6
5/11/21 2:18,12797,13.99,2.43,1.3,772.43,0.03,47.691545,-122.362299,76.3,2.6
5/11/21 2:18,12799,14.03,2.01,1.3,702.32,0.03,47.691546,-122.3623,76.5,2.6
5/11/21 2:18,12801,14.08,2.14,1.3,679.21,0.03,47.691548,-122.362301,76.8,2.6
5/11/21 2:18,12803,14.12,2.28,1.3,663.6,0.03,47.691549,-122.362302,77.3,2.6
5/11/21 2:18,12805,14.16,2.03,1.3,786.45,0.03,47.69155,-122.362303,77.6,2.6
5/11/21 2:18,12807,14.21,2.11,1.31,741.37,0.03,47.691551,-122.362303,78.2,2.6
5/11/21 2:18,12809,14.25,2.06,1.3,764.26,0.03,47.691552,-122.362302,78.4,2.6
5/11/21 2:18,12811,14.29,2.32,1.3,779.38,0.03,47.691553,-122.362302,78.5,2.6
5/11/21 2:18,12813,14.34,1.98,1.31,793.94,0.03,47.691554,-122.362302,78.6,2.6
5/11/21 2:18,12815,14.38,2.25,1.3,856.39,0.03,47.691555,-122.362304,78.7,2.6
5/11/21 2:18,12817,14.43,2.01,1.3,841.42,0.03,47.691555,-122.362305,78.7,2.6
5/11/21 2:18,12819,14.47,2.58,1.3,925.93,0.02,47.691556,-122.362307,78.6,2.6
5/11/21 2:18,12821,14.51,2.21,1.3,929.9,0.02,47.691557,-122.362308,78.5,2.6
5/11/21 2:18,12823,14.55,2.53,1.3,884.35,0.02,47.691557,-122.36231,78.3,2.6
5/11/21 2:18,12825,14.6,2.04,1.3,927.91,0.02,47.691558,-122.362313,78.3,2.6
5/11/21 2:18,12827,14.64,2.57,1.3,989.35,0.02,47.69156,-122.362315,78.4,2.6
5/11/21 2:19,12829,14.69,2.14,1.3,889.8,0.02,47.691562,-122.362316,78.6,2.6
5/11/21 2:19,12831,14.73,2.29,1.3,912.28,0.02,47.691563,-122.362317,78.9,2.6
5/11/21 2:19,12833,14.77,2.1,1.3,902.78,0.02,47.691564,-122.362317,79,2.6
5/11/21 2:19,12835,14.82,2.27,1.3,886.16,0.02,47.691565,-122.362317,79.1,2.6
5/11/21 2:19,12837,14.86,1.86,1.3,920.03,0.02,47.691565,-122.362318,79.2,2.6
5/11/21 2:19,12839,14.9,2.22,1.3,880.76,0.02,47.691566,-122.362319,79.7,2.6
5/11/21 2:19,12841,14.95,1.99,1.3,904.66,0.02,47.691566,-122.362319,80.1,4.3
5/11/21 2:19,12843,14.99,2.04,1.3,971.6,0.02,47.691565,-122.36232,80.5,4.3
5/11/21 2:19,12845,15.03,1.85,1.3,999,0.02,47.691564,-122.36232,80.7,4.3
5/11/21 2:19,12847,15.08,2.06,1.3,999,0.02,47.691563,-122.36232,81,4.3
5/11/21 2:19,12849,15.12,1.94,1.3,999,0.02,47.691562,-122.36232,81.2,4.3
5/11/21 2:19,12851,15.16,1.93,1.3,999,0.02,47.69156,-122.362322,81.6,4.3
5/11/21 2:19,12853,15.2,2.01,1.3,999,0.02,47.691557,-122.362323,81.9,4.3
5/11/21 2:19,12855,15.25,2.32,1.3,999,0.02,47.691555,-122.362324,82.4,4.3
5/11/21 2:19,12857,15.29,1.81,1.3,999,0.02,47.691553,-122.362324,82.5,4.3
5/11/21 2:19,12859,15.34,2.08,1.3,999,0.02,47.691551,-122.362325,82.6,4.3
5/11/21 2:19,12861,15.38,2.34,1.3,999,0.02,47.691549,-122.362325,82.7,4.3
5/11/21 2:19,12863,15.42,2.33,1.3,999,0.02,47.691548,-122.362324,82.7,4.3
5/11/21 2:19,12865,15.46,2.48,1.3,999,0.02,47.691547,-122.362324,82.8,4.3
5/11/21 2:19,12867,15.51,2.25,1.31,999,0.02,47.691546,-122.362324,82.9,4.3
5/11/21 2:19,12869,15.55,2.08,1.3,999,0.02,47.691544,-122.362325,83.2,4.3
5/11/21 2:19,12871,15.6,2.26,1.3,999,0.02,47.691543,-122.362326,83.4,2.6
5/11/21 2:19,12873,15.64,2.33,1.31,999,0.02,47.691542,-122.362325,83.7,2.6
5/11/21 2:19,12875,15.68,2.19,1.3,999,0.02,47.69154,-122.362326,83.9,2.6
5/11/21 2:19,12877,15.72,3.19,1.26,999,0.02,47.69154,-122.362326,83.9,2.6
5/11/21 2:19,12879,15.77,1.64,1.32,999,0.02,47.691539,-122.362326,83.9,2.6
5/11/21 2:19,12881,15.81,2.59,1.29,809.79,0.03,47.691538,-122.362327,83.7,2.6
5/11/21 2:19,12883,15.85,1.95,1.3,787.88,0.03,47.691536,-122.362328,83.8,2.6
5/11/21 2:19,12885,15.9,2.16,1.3,769.69,0.03,47.691535,-122.362328,83.9,2.6
5/11/21 2:19,12887,15.94,2.09,1.3,523.35,0.04,47.691537,-122.362327,84,2.6
5/11/21 2:20,12889,15.98,1.1,1.33,514.31,0.04,47.691537,-122.362329,84.1,2.6
5/11/21 2:20,12891,16.03,2.99,1.3,506.23,0.04,47.691537,-122.362329,84.1,3.3
5/11/21 2:20,12893,16.07,1.93,1.29,542.93,0.04,47.691537,-122.362329,84.3,3.3
5/11/21 2:20,12895,16.11,1.96,1.31,516.15,0.04,47.691538,-122.362329,84.3,3.3
5/11/21 2:20,12897,16.16,2.16,1.3,379.78,0.06,47.69154,-122.362332,84.2,3.3
5/11/21 2:20,12899,16.2,1.77,1.3,365.37,0.06,47.691541,-122.362332,84.9,3.3
5/11/21 2:20,12901,16.24,2.03,1.3,364.45,0.06,47.691542,-122.362332,85.4,3.5
5/11/21 2:20,12903,16.29,2.47,1.3,334.62,0.06,47.691543,-122.362332,85.4,3.5
5/11/21 2:20,12905,16.33,2.34,1.3,310.63,0.07,47.691545,-122.362333,85.7,3.5
5/11/21 2:20,12907,16.37,2.18,1.3,323.62,0.07,47.691545,-122.362331,85.8,3.5
5/11/21 2:20,12909,16.42,2.12,1.3,298.44,0.07,47.691544,-122.36233,86.5,3.5
5/11/21 2:20,12911,16.46,2.25,1.3,208.73,0.1,47.69154,-122.362326,86.9,4.6
5/11/21 2:20,12913,16.5,2.31,1.3,190.56,0.11,47.691546,-122.36233,86.2,4.6
5/11/21 2:20,12915,16.55,1.98,1.3,156.72,0.14,47.69155,-122.362331,85.5,4.6
5/11/21 2:20,12917,16.59,1.92,1.31,168.21,0.13,47.691548,-122.362329,86.7,4.6
5/11/21 2:20,12919,16.63,2.16,1.3,172.16,0.13,47.691549,-122.362326,88.2,4.6
5/11/21 2:20,12921,16.68,2.53,1.3,178.18,0.12,47.691549,-122.362325,89.6,4.6
5/11/21 2:20,12923,16.72,1.78,1.31,190.02,0.11,47.691549,-122.362324,89.3,4.6
5/11/21 2:20,12925,16.76,2.29,1.3,197.06,0.11,47.691549,-122.362324,89.4,4.6
5/11/21 2:20,12927,16.81,2.04,1.3,218.86,0.1,47.691548,-122.362324,90.2,4.6
5/11/21 2:20,12929,16.85,2.46,1.3,236.02,0.09,47.691547,-122.362322,90.1,4.6
5/11/21 2:20,12931,16.89,1.8,1.3,351.16,0.06,47.691547,-122.362321,89.8,4.6
5/11/21 2:20,12933,16.94,2.5,1.3,415.07,0.05,47.691547,-122.362321,89.5,4.6
5/11/21 2:20,12935,16.98,2.4,1.3,819.16,0.03,47.691547,-122.36232,89.3,4.6
5/11/21 2:20,12937,17.02,2.31,1.3,999,0.02,47.691548,-122.362319,88.9,4.6
5/11/21 2:20,12939,17.07,2.56,1.3,999,0.02,47.691547,-122.362319,88.6,4.6
5/11/21 2:20,12941,17.11,2.03,1.3,999,0.02,47.691547,-122.362318,88.2,4.6
5/11/21 2:20,12943,17.15,2.37,1.3,999,0.02,47.691548,-122.362318,87.9,4.6
5/11/21 2:20,12945,17.2,1.71,1.3,999,0.02,47.691547,-122.362319,87.8,4.6
5/11/21 2:20,12947,17.24,1.97,1.3,999,0.02,47.691548,-122.362318,87.9,4.6
5/11/21 2:21,12949,17.28,2.29,1.29,999,0.02,47.691548,-122.362317,87.6,4.6
5/11/21 2:21,12951,17.33,2.13,1.3,999,0.02,47.691546,-122.362316,86.5,4.6
5/11/21 2:21,12953,17.37,2.41,1.3,999,0.02,47.691545,-122.362315,85.4,4.6
5/11/21 2:21,12955,17.41,1.94,1.29,999,0.02,47.691543,-122.362314,84.6,4.6
5/11/21 2:21,12957,17.46,2.42,1.3,999,0.02,47.691541,-122.362313,83.7,4.6
5/11/21 2:21,12959,17.5,2.07,1.3,999,0.02,47.691538,-122.362313,83.4,4.6
5/11/21 2:21,12961,17.54,1.99,1.3,999,0.02,47.691536,-122.362313,83.1,4.6
5/11/21 2:21,12963,17.59,2.22,1.3,999,0.02,47.691535,-122.362313,82.9,4.6
5/11/21 2:21,12965,17.63,2.3,1.3,999,0.02,47.691533,-122.362314,82.7,4.6
5/11/21 2:21,12967,17.67,2.43,1.3,999,0.02,47.691532,-122.362315,82.7,4.6
5/11/21 2:21,12969,17.72,2.23,1.3,999,0.02,47.691531,-122.362315,82.6,4.6
5/11/21 2:21,12971,17.76,1.98,1.3,999,0.01,47.691531,-122.362316,82.6,4.6
5/11/21 2:21,12973,17.8,1.91,1.3,999,0.01,47.69153,-122.362317,82.4,4.6
5/11/21 2:21,12975,17.85,1.94,1.3,999,0.02,47.691529,-122.362318,82.4,4.6
5/11/21 2:21,12977,17.89,2.1,1.3,999,0.02,47.691529,-122.36232,82.3,4.6
5/11/21 2:21,12979,17.93,2.2,1.3,999,0.02,47.691529,-122.362321,82.4,4.6
5/11/21 2:21,12981,17.98,2.18,1.3,999,0.02,47.69153,-122.362322,82.4,4.6
5/11/21 2:21,12983,18.02,2.51,1.3,999,0.02,47.691531,-122.362322,82.5,4.6
5/11/21 2:21,12985,18.06,2.15,1.3,999,0.02,47.691532,-122.362323,82.6,4.6
5/11/21 2:21,12987,18.11,2.03,1.3,999,0.02,47.691532,-122.362322,82.6,4.6
5/11/21 2:21,12989,18.15,1.96,1.3,999,0.02,47.691532,-122.362322,82.6,4.6
5/11/21 2:21,12991,18.19,2.28,1.3,999,0.02,47.691532,-122.36232,82.6,4.6
5/11/21 2:21,12993,18.24,1.87,1.3,999,0.02,47.691532,-122.362319,82.4,4.6
5/11/21 2:21,12995,18.28,2.47,1.3,999,0.02,47.691531,-122.362317,82.3,4.6
5/11/21 2:21,12997,18.32,1.9,1.3,999,0.02,47.691529,-122.362316,82.1,4.6
5/11/21 2:21,12999,18.37,1.86,1.3,999,0.02,47.691528,-122.362316,82.2,4.6
5/11/21 2:21,13001,18.41,2.22,1.29,999,0.02,47.691528,-122.362315,82,4.6
5/11/21 2:21,13003,18.45,2.25,1.3,999,0.01,47.691527,-122.362315,82.1,4.6
5/11/21 2:21,13005,18.5,1.86,1.3,999,0.02,47.691526,-122.362314,82.4,4.6
5/11/21 2:21,13007,18.54,1.92,1.3,999,0.02,47.691526,-122.362315,82.3,4.6
5/11/21 2:22,13009,18.59,2.28,1.3,999,0.02,47.691526,-122.362316,82.4,4.6
5/11/21 2:22,13011,18.63,2.45,1.3,999,0.02,47.691527,-122.362316,82.5,4.6
5/11/21 2:22,13013,18.67,2.22,1.3,999,0.01,47.691526,-122.362316,82.7,4.6
5/11/21 2:22,13015,18.72,2.23,1.3,999,0.02,47.691526,-122.362316,83,4.6
5/11/21 2:22,13017,18.76,1.96,1.3,999,0.02,47.691526,-122.362314,83.2,4.6
5/11/21 2:22,13019,18.8,1.86,1.3,999,0.01,47.691526,-122.362313,83.7,4.6
5/11/21 2:22,13021,18.85,2.19,1.3,999,0.02,47.691527,-122.362313,84.1,4.6
5/11/21 2:22,13023,18.89,2.01,1.3,999,0.02,47.691527,-122.362313,84.2,4.6
5/11/21 2:22,13025,18.93,2.16,1.3,999,0.02,47.691527,-122.362313,84.4,4.6
5/11/21 2:22,13027,18.98,2.26,1.3,999,0.02,47.691527,-122.362312,84.5,4.6
5/11/21 2:22,13029,19.02,2.12,1.3,999,0.02,47.691528,-122.362313,84,4.6
5/11/21 2:22,13031,19.06,2.11,1.3,999,0.02,47.691528,-122.362313,83.8,3.7
5/11/21 2:22,13033,19.11,1.91,1.3,999,0.02,47.691529,-122.362312,83.7,3.7
5/11/21 2:22,13035,19.15,2.07,1.3,996.17,0.02,47.691529,-122.362311,83.9,3.7
5/11/21 2:22,13037,19.19,2.18,1.3,978.18,0.02,47.691529,-122.36231,84.1,3.7
5/11/21 2:22,13039,19.24,2.35,1.3,933.91,0.02,47.691529,-122.362309,83.7,3.7
5/11/21 2:22,13041,19.28,2.18,1.3,999,0.02,47.691533,-122.362306,83,3.7
5/11/21 2:22,13043,19.32,2.33,1.3,999,0.02,47.691535,-122.362304,82.7,3.7
5/11/21 2:22,13045,19.37,2.06,1.3,999,0.02,47.691537,-122.362304,82.5,3.7
5/11/21 2:22,13047,19.41,2.54,1.3,999,0.02,47.691538,-122.362303,82.5,3.7
5/11/21 2:22,13049,19.45,1.82,1.3,999,0.02,47.691538,-122.362302,82.4,3.7
5/11/21 2:22,13051,19.5,2.49,1.3,999,0.02,47.691539,-122.3623,82.4,3.7
5/11/21 2:22,13053,19.54,1.83,1.3,999,0.02,47.691539,-122.362299,82.2,3.7
5/11/21 2:22,13055,19.58,1.98,1.3,999,0.01,47.69154,-122.362298,82,3.7
5/11/21 2:22,13057,19.63,2.27,1.3,999,0.01,47.691541,-122.362298,81.9,3.7
5/11/21 2:22,13059,19.67,2.16,1.3,999,0.01,47.691541,-122.362297,81.7,3.7
5/11/21 2:22,13061,19.71,1.93,1.3,999,0.01,47.691541,-122.362296,81.5,3.7
5/11/21 2:22,13063,19.76,1.72,1.3,999,0.01,47.691541,-122.362297,81.5,3.7
5/11/21 2:22,13065,19.8,2.1,1.3,999,0.01,47.691541,-122.362297,81.5,3.7
5/11/21 2:22,13067,19.84,2.11,1.3,999,0.01,47.691542,-122.362297,81.5,3.7
5/11/21 2:23,13069,19.89,2.18,1.3,999,0.01,47.691543,-122.362298,81.7,3.7
5/11/21 2:23,13071,19.93,2.11,1.3,999,0.01,47.691544,-122.362298,81.9,3.7
5/11/21 2:23,13073,19.98,2.27,1.3,999,0.01,47.691545,-122.362299,82,3.7
5/11/21 2:23,13075,20.02,2.3,1.3,999,0.01,47.691545,-122.362299,82.1,3.7
5/11/21 2:23,13077,20.06,2.27,1.3,999,0.01,47.691545,-122.3623,82.3,3.7
5/11/21 2:23,13079,20.11,2,1.3,999,0.02,47.691545,-122.362301,82.3,3.7
5/11/21 2:23,13081,20.15,2.5,1.3,999,0.01,47.691545,-122.362302,82.3,3.7
5/11/21 2:23,13083,20.19,1.87,1.3,999,0.01,47.691545,-122.362302,82.2,3.7
5/11/21 2:23,13085,20.23,2.04,1.3,999,0.01,47.691544,-122.362303,82.1,3.7
5/11/21 2:23,13087,20.28,1.99,1.3,999,0.01,47.691546,-122.362305,82.1,3.7
5/11/21 2:23,13089,20.32,2.21,1.3,999,0.01,47.691546,-122.362306,82.2,3.7
5/11/21 2:23,13091,20.37,2.06,1.3,999,0.02,47.691547,-122.362307,82.4,3.1
5/11/21 2:23,13093,20.41,2.08,1.3,999,0.02,47.691547,-122.362306,82.6,3.1
5/11/21 2:23,13095,20.45,2.13,1.3,793.65,0.03,47.691549,-122.362306,82.8,3.1
5/11/21 2:23,13097,20.5,2.34,1.3,672.88,0.03,47.691549,-122.362309,83,3.1
5/11/21 2:23,13099,20.54,2.25,1.3,695.56,0.03,47.691549,-122.36231,83,3.1
5/11/21 2:23,13101,20.58,2.37,1.31,662.62,0.03,47.69155,-122.36231,83.2,3
5/11/21 2:23,13103,20.63,2.17,1.3,657.56,0.03,47.69155,-122.362309,83.3,3
5/11/21 2:23,13105,20.67,2.14,1.3,651.63,0.03,47.69155,-122.362309,83.3,3
5/11/21 2:23,13107,20.71,1.91,1.3,649.68,0.03,47.69155,-122.362309,83.5,3
5/11/21 2:23,13109,20.76,2.39,1.3,607.76,0.04,47.69155,-122.36231,83.7,3
5/11/21 2:23,13111,20.8,2.48,1.31,611.58,0.04,47.69155,-122.36231,83.8,3.1
5/11/21 2:23,13113,20.84,2.24,1.3,592.8,0.04,47.69155,-122.362309,84.1,3.1
5/11/21 2:23,13115,20.89,2.19,1.3,607.76,0.04,47.691552,-122.36231,83.6,3.1
5/11/21 2:23,13117,20.93,2.31,1.3,629.84,0.03,47.691553,-122.362309,83.5,3.1
5/11/21 2:23,13119,20.97,2,1.3,557.7,0.04,47.691554,-122.362308,83.5,3.1
5/11/21 2:23,13121,21.02,2.22,1.3,549.92,0.04,47.691554,-122.362308,83.7,3.1
5/11/21 2:23,13123,21.06,1.97,1.3,510.4,0.04,47.691554,-122.362308,84,3.1
5/11/21 2:23,13125,21.1,2.27,1.3,487.99,0.04,47.691556,-122.362309,84.1,3.1
5/11/21 2:23,13127,21.15,2.31,1.3,481.48,0.05,47.691555,-122.36231,84.6,3.1
5/11/21 2:24,13129,21.19,1.88,1.3,483.63,0.04,47.691558,-122.362312,84.5,3.1
5/11/21 2:24,13131,21.23,2.1,1.3,506.82,0.04,47.691559,-122.362316,84.2,3.1
5/11/21 2:24,13133,21.28,2.28,1.3,542.34,0.04,47.691558,-122.362317,84.2,3.1
5/11/21 2:24,13135,21.32,2.46,1.3,640.08,0.03,47.691558,-122.362318,84.1,3.1
5/11/21 2:24,13137,21.36,1.81,1.3,727.07,0.03,47.691558,-122.36232,84.5,3.1
5/11/21 2:24,13139,21.41,2.11,1.3,817.61,0.03,47.691558,-122.362322,84.8,3.1
5/11/21 2:24,13141,21.45,1.94,1.3,891.63,0.02,47.691558,-122.362326,85,3.1
5/11/21 2:24,13143,21.49,2.28,1.3,912.28,0.02,47.691557,-122.362329,84.8,3.1
5/11/21 2:24,13145,21.54,2.07,1.3,918.08,0.02,47.691557,-122.362333,84.8,3.1
5/11/21 2:24,13147,21.58,2.46,1.3,960.83,0.02,47.691557,-122.362338,84.8,3.1
5/11/21 2:24,13149,21.62,1.9,1.3,999,0.02,47.691558,-122.362342,84.8,3.1
5/11/21 2:24,13151,21.67,2.25,1.3,999,0.02,47.691558,-122.362346,84.9,3.1
5/11/21 2:24,13153,21.71,2.28,1.3,929.9,0.02,47.691559,-122.36235,85.2,3.1
5/11/21 2:24,13155,21.75,1.98,1.3,946.14,0.02,47.691559,-122.362354,85.5,3.1
5/11/21 2:24,13157,21.8,2.11,1.3,962.96,0.02,47.691559,-122.362357,85.4,3.1
5/11/21 2:24,13159,21.84,2.05,1.3,944.08,0.02,47.69156,-122.362359,85.3,3.1
5/11/21 2:24,13161,21.88,2.22,1.3,942.03,0.02,47.691561,-122.362361,85.2,3.1
5/11/21 2:24,13163,21.93,2.58,1.3,978.18,0.02,47.691561,-122.362363,85.1,3.1
5/11/21 2:24,13165,21.97,2.06,1.3,999,0.02,47.691562,-122.362364,84.8,3.1
