Serial Number,W30401034
Sample ID,00096
Start Time,2021-10-15 05:03:13 UTC
Duration,0:13:44
Total Volume (l),17.75
Distance (m),27
Peak Pressure (psi),5.8
Avg Flow (l/min),1.3
Avg Rate (mL/m),743.3
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-10-15 05:03:13,0,0.00,-0.21,0.00,999.00,0.00,0.000000,0.000000,0.0,2500.0
2021-10-15 05:03:19,6,0.00,-0.21,0.00,999.00,0.00,0.000000,0.000000,0.0,2500.0
2021-10-15 05:03:21,8,0.00,-0.19,0.00,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:23,10,0.00,0.23,0.14,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:25,12,0.00,0.39,0.08,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:27,14,0.01,1.26,0.04,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:29,16,0.01,2.97,0.21,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:31,18,0.05,4.05,0.93,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:33,20,0.11,1.02,1.47,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:35,22,0.15,2.68,1.28,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:37,24,0.20,0.71,1.35,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:39,26,0.24,3.09,1.29,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:41,28,0.28,1.17,1.31,999.00,0.00,0.000000,0.000000,0.0,250.0
2021-10-15 05:03:32,19,0.33,1.51,1.31,238.62,0.09,47.691626,-122.362375,65.3,250.0
2021-10-15 05:03:34,21,0.37,2.28,1.30,103.50,0.24,47.691597,-122.362347,68.7,250.0
2021-10-15 05:03:36,23,0.42,0.63,1.30,98.48,0.19,47.691587,-122.362342,69.4,250.0
2021-10-15 05:03:38,25,0.46,2.72,1.30,144.81,0.15,47.691597,-122.362352,67.7,250.0
2021-10-15 05:03:40,27,0.50,1.72,1.30,159.31,0.13,47.691586,-122.362350,69.8,250.0
2021-10-15 05:03:42,29,0.55,0.73,1.31,182.22,0.11,47.691575,-122.362350,71.7,250.0
2021-10-15 05:03:44,31,0.59,2.39,1.30,213.16,0.10,47.691575,-122.362357,72.1,250.0
2021-10-15 05:03:46,33,0.63,0.87,1.30,220.79,0.10,47.691574,-122.362358,72.4,250.0
2021-10-15 05:03:48,35,0.68,2.59,1.30,242.54,0.09,47.691575,-122.362360,72.4,250.0
2021-10-15 05:03:50,37,0.72,1.81,1.29,254.59,0.08,47.691549,-122.362347,77.2,250.0
2021-10-15 05:03:52,39,0.76,2.64,1.30,273.40,0.08,47.691539,-122.362338,79.1,250.0
2021-10-15 05:03:54,41,0.81,1.80,1.31,507.75,0.04,47.691536,-122.362336,79.7,250.0
2021-10-15 05:03:56,43,0.84,5.83,1.20,495.66,0.04,47.691534,-122.362334,80.1,250.0
2021-10-15 05:03:58,45,0.89,2.41,1.36,554.88,0.04,47.691549,-122.362345,77.5,250.0
2021-10-15 05:04:00,47,0.94,3.15,1.32,492.72,0.04,47.691550,-122.362341,77.9,250.0
2021-10-15 05:04:02,49,0.98,1.36,1.30,483.63,0.04,47.691546,-122.362338,78.4,250.0
2021-10-15 05:04:04,51,1.02,0.90,1.32,489.43,0.04,47.691545,-122.362339,78.1,250.0
2021-10-15 05:04:06,53,1.07,0.61,1.30,518.34,0.04,47.691544,-122.362342,77.6,250.0
2021-10-15 05:04:08,55,1.11,0.63,1.30,546.45,0.04,47.691544,-122.362345,76.8,250.0
2021-10-15 05:04:10,57,1.15,2.11,1.30,518.96,0.04,47.691542,-122.362350,76.3,250.0
2021-10-15 05:04:12,59,1.20,2.36,1.30,557.70,0.04,47.691541,-122.362354,76.2,250.0
2021-10-15 05:04:14,61,1.24,0.55,1.30,594.42,0.04,47.691539,-122.362355,76.2,250.0
2021-10-15 05:04:16,63,1.28,0.52,1.30,660.57,0.03,47.691538,-122.362355,76.0,250.0
2021-10-15 05:04:18,65,1.33,1.20,1.31,678.05,0.03,47.691538,-122.362356,76.0,250.0
2021-10-15 05:04:20,67,1.37,0.54,1.29,680.38,0.03,47.691538,-122.362354,76.1,250.0
2021-10-15 05:04:22,69,1.41,0.62,1.29,679.30,0.03,47.691537,-122.362354,76.4,250.0
2021-10-15 05:04:24,71,1.46,2.45,1.30,678.14,0.03,47.691537,-122.362353,76.6,250.0
2021-10-15 05:04:26,73,1.50,2.44,1.30,681.34,0.03,47.691538,-122.362352,76.8,250.0
2021-10-15 05:04:28,75,1.54,1.73,1.31,650.77,0.03,47.691538,-122.362351,77.1,250.0
2021-10-15 05:04:30,77,1.59,0.82,1.29,678.23,0.03,47.691538,-122.362350,77.4,250.0
2021-10-15 05:04:32,79,1.63,2.74,1.30,644.84,0.03,47.691538,-122.362349,77.7,250.0
2021-10-15 05:04:34,81,1.67,2.42,1.30,642.93,0.03,47.691539,-122.362347,78.2,250.0
2021-10-15 05:04:36,83,1.72,2.05,1.30,645.80,0.03,47.691540,-122.362345,78.5,250.0
2021-10-15 05:04:38,85,1.76,0.77,1.30,644.84,0.03,47.691540,-122.362344,78.7,250.0
2021-10-15 05:04:40,87,1.80,0.71,1.30,717.44,0.03,47.691541,-122.362342,78.8,250.0
2021-10-15 05:04:42,89,1.85,0.94,1.30,757.58,0.03,47.691541,-122.362341,78.9,250.0
2021-10-15 05:04:44,91,1.89,0.70,1.30,793.65,0.03,47.691542,-122.362339,79.1,250.0
2021-10-15 05:04:46,93,1.93,2.07,1.31,791.06,0.03,47.691543,-122.362337,79.3,250.0
2021-10-15 05:04:48,95,1.98,0.99,1.30,834.94,0.03,47.691543,-122.362336,79.6,250.0
2021-10-15 05:04:50,97,2.02,1.16,1.30,871.90,0.02,47.691542,-122.362333,79.7,250.0
2021-10-15 05:04:52,99,2.06,0.91,1.30,921.99,0.02,47.691542,-122.362329,79.9,250.0
2021-10-15 05:04:54,101,2.11,1.30,1.30,921.99,0.02,47.691543,-122.362328,80.0,250.0
2021-10-15 05:04:56,103,2.15,0.81,1.30,982.62,0.02,47.691545,-122.362324,79.8,250.0
2021-10-15 05:04:58,105,2.19,1.65,1.31,996.96,0.02,47.691544,-122.362323,79.7,250.0
2021-10-15 05:05:00,107,2.24,1.38,1.31,999.00,0.02,47.691543,-122.362324,79.4,250.0
2021-10-15 05:05:02,109,2.28,1.00,1.30,999.00,0.02,47.691542,-122.362326,79.0,250.0
