Serial Number,W30401034
Sample ID,00114
Start Time,2021-12-10 19:12:07 UTC
Duration,0:08:38
Total Volume (l),3.89
Distance (m),29
Peak Pressure (psi),8.6
Avg Flow (l/min),0.4
Avg Rate (mL/m),121.6
Avg Speed (m/s),0.1


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-12-10 19:12:07,0,0.00,-0.19,0.00,0.00,0.03,48.689576,-122.409068,166.5,3.6
2021-12-10 19:12:09,2,0.00,-0.16,0.00,0.00,0.03,48.689574,-122.409065,167.7,3.6
2021-12-10 19:12:11,4,0.00,-0.14,0.11,65.13,0.03,48.689566,-122.409063,169.4,3.6
2021-12-10 19:12:13,6,0.00,-0.08,0.03,14.06,0.04,48.689554,-122.409059,169.2,3.6
2021-12-10 19:12:15,8,0.00,0.03,0.01,4.80,0.04,48.689544,-122.409058,168.8,3.6
2021-12-10 19:12:17,10,0.00,0.17,0.00,0.00,0.04,48.689537,-122.409059,168.6,3.6
2021-12-10 19:12:19,12,0.00,0.61,0.00,0.00,0.04,48.689533,-122.409064,167.9,3.6
2021-12-10 19:12:21,14,0.00,2.00,0.00,0.00,0.05,48.689531,-122.409071,167.0,3.6
2021-12-10 19:12:23,16,0.00,3.30,0.00,0.00,0.05,48.689529,-122.409079,166.3,4.1
2021-12-10 19:12:25,18,0.00,4.13,0.00,0.00,0.05,48.689528,-122.409091,165.3,4.1
2021-12-10 19:12:27,20,0.01,4.35,0.30,92.17,0.06,48.689526,-122.409099,164.5,4.1
2021-12-10 19:12:29,22,0.05,5.01,0.79,210.33,0.07,48.689524,-122.409108,163.7,4.1
2021-12-10 19:12:31,24,0.09,5.45,1.20,286.12,0.08,48.689524,-122.409118,162.6,4.1
2021-12-10 19:12:33,26,0.14,5.27,1.39,305.63,0.08,48.689524,-122.409129,161.6,5.2
2021-12-10 19:12:35,28,0.19,4.55,1.41,299.55,0.09,48.689523,-122.409142,160.3,5.2
2021-12-10 19:12:37,30,0.23,4.09,1.34,248.29,0.09,48.689521,-122.409154,158.9,5.2
2021-12-10 19:12:39,32,0.28,4.40,1.31,236.42,0.09,48.689521,-122.409166,158.6,5.2
2021-12-10 19:12:41,34,0.32,4.48,1.30,231.73,0.10,48.689521,-122.409180,158.2,5.2
2021-12-10 19:12:43,36,0.36,4.40,1.32,227.04,0.10,48.689521,-122.409191,158.3,5.2
2021-12-10 19:12:45,38,0.41,4.32,1.29,230.32,0.09,48.689522,-122.409199,158.9,5.2
2021-12-10 19:12:47,40,0.45,4.52,1.30,226.64,0.10,48.689524,-122.409202,160.0,5.2
2021-12-10 19:12:49,42,0.49,4.50,1.30,223.25,0.09,48.689524,-122.409205,161.5,5.2
2021-12-10 19:12:51,44,0.54,4.49,1.30,237.70,0.08,48.689521,-122.409214,162.6,5.2
2021-12-10 19:12:53,46,0.58,4.79,1.28,258.27,0.08,48.689519,-122.409225,163.0,3.9
2021-12-10 19:12:55,48,0.62,4.66,1.30,273.40,0.07,48.689519,-122.409233,162.6,3.9
2021-12-10 19:12:57,50,0.67,4.59,1.30,341.21,0.06,48.689514,-122.409237,163.6,3.9
2021-12-10 19:12:59,52,0.71,4.62,1.30,317.00,0.07,48.689508,-122.409238,165.1,3.9
2021-12-10 19:13:01,54,0.75,4.89,1.29,326.00,0.06,48.689504,-122.409241,166.2,3.9
2021-12-10 19:13:03,56,0.80,4.96,1.29,332.30,0.06,48.689502,-122.409243,166.7,3.6
2021-12-10 19:13:05,58,0.84,4.79,1.31,346.56,0.07,48.689499,-122.409248,167.1,3.6
2021-12-10 19:13:07,60,0.88,4.84,1.30,330.03,0.06,48.689501,-122.409244,168.8,3.6
2021-12-10 19:13:09,62,0.93,4.98,1.29,357.74,0.06,48.689502,-122.409241,169.8,3.6
2021-12-10 19:13:11,64,0.97,5.03,1.29,332.05,0.06,48.689505,-122.409238,170.1,3.6
2021-12-10 19:13:13,66,1.01,5.17,1.30,331.80,0.07,48.689508,-122.409233,170.2,3.7
2021-12-10 19:13:15,68,1.06,5.19,1.30,301.76,0.08,48.689511,-122.409232,169.6,3.7
2021-12-10 19:13:17,70,1.10,5.23,1.29,271.12,0.08,48.689516,-122.409228,168.0,3.7
2021-12-10 19:13:19,72,1.14,5.37,1.29,268.08,0.09,48.689516,-122.409233,167.5,3.7
2021-12-10 19:13:21,74,1.19,5.30,1.30,226.17,0.10,48.689508,-122.409247,167.2,3.7
2021-12-10 19:13:23,76,1.23,5.36,1.29,214.25,0.10,48.689495,-122.409270,168.5,4.6
2021-12-10 19:13:25,78,1.27,5.23,1.26,202.51,0.10,48.689486,-122.409289,170.0,4.6
2021-12-10 19:13:27,80,1.31,4.90,1.23,181.90,0.13,48.689486,-122.409304,172.7,4.6
2021-12-10 19:13:29,82,1.35,4.54,1.16,156.42,0.12,48.689479,-122.409313,172.8,4.6
2021-12-10 19:13:31,84,1.39,5.22,1.12,155.95,0.12,48.689474,-122.409320,173.0,4.6
2021-12-10 19:13:33,86,1.42,5.54,1.12,161.20,0.11,48.689467,-122.409322,172.8,4.6
2021-12-10 19:13:35,88,1.46,5.83,1.15,171.51,0.11,48.689463,-122.409322,172.2,4.6
2021-12-10 19:13:37,90,1.50,6.01,1.18,175.28,0.12,48.689457,-122.409323,171.1,4.6
2021-12-10 19:13:39,92,1.54,6.18,1.20,180.34,0.11,48.689455,-122.409327,170.2,4.6
2021-12-10 19:13:41,94,1.58,6.26,1.20,191.57,0.10,48.689454,-122.409332,169.9,4.6
2021-12-10 19:13:43,96,1.62,6.54,1.21,193.17,0.10,48.689448,-122.409338,168.8,3.5
2021-12-10 19:13:45,98,1.66,6.23,1.19,193.59,0.10,48.689454,-122.409342,169.2,3.5
2021-12-10 19:13:47,100,1.70,6.32,1.17,230.50,0.07,48.689463,-122.409343,169.4,3.5
2021-12-10 19:13:49,102,1.74,6.28,1.14,243.59,0.08,48.689480,-122.409341,170.7,3.5
2021-12-10 19:13:51,104,1.77,6.28,1.10,208.81,0.09,48.689492,-122.409337,170.5,3.5
2021-12-10 19:13:53,106,1.81,6.03,1.04,193.24,0.09,48.689512,-122.409324,169.5,3.6
2021-12-10 19:13:55,108,1.84,6.24,1.00,180.96,0.09,48.689536,-122.409310,168.1,3.6
2021-12-10 19:13:57,110,1.87,6.14,0.98,191.37,0.08,48.689556,-122.409298,167.2,3.6
2021-12-10 19:13:59,112,1.91,6.25,0.94,176.82,0.09,48.689575,-122.409279,165.8,3.6
2021-12-10 19:14:01,114,1.94,5.89,0.91,166.39,0.09,48.689587,-122.409263,163.7,3.6
2021-12-10 19:14:03,116,1.96,5.83,0.83,158.82,0.09,48.689594,-122.409250,162.2,4.6
2021-12-10 19:14:05,118,1.99,5.85,0.79,149.03,0.09,48.689599,-122.409238,161.3,4.6
2021-12-10 19:14:07,120,2.01,5.67,0.75,139.35,0.09,48.689601,-122.409228,160.4,4.6
2021-12-10 19:14:09,122,2.04,5.72,0.71,124.69,0.09,48.689597,-122.409223,159.4,4.6
2021-12-10 19:14:11,124,2.06,5.89,0.69,122.86,0.09,48.689587,-122.409221,159.0,4.6
2021-12-10 19:14:13,126,2.08,5.98,0.68,119.17,0.10,48.689577,-122.409221,158.5,4.6
2021-12-10 19:14:15,128,2.10,5.92,0.66,117.27,0.09,48.689567,-122.409222,157.2,4.6
2021-12-10 19:14:17,130,2.12,5.97,0.65,117.24,0.09,48.689558,-122.409224,155.5,4.6
2021-12-10 19:14:19,132,2.15,6.24,0.64,125.64,0.08,48.689556,-122.409225,154.7,4.6
2021-12-10 19:14:21,134,2.17,6.32,0.64,142.41,0.07,48.689559,-122.409226,154.3,4.6
2021-12-10 19:14:23,136,2.19,6.41,0.64,153.37,0.07,48.689562,-122.409227,154.2,3.8
2021-12-10 19:14:25,138,2.21,6.56,0.64,157.67,0.07,48.689568,-122.409227,154.1,3.8
2021-12-10 19:14:27,140,2.23,6.82,0.64,150.98,0.07,48.689571,-122.409230,153.9,3.8
2021-12-10 19:14:29,142,2.25,6.91,0.65,183.93,0.05,48.689575,-122.409234,153.8,3.8
2021-12-10 19:14:31,144,2.27,6.85,0.65,218.19,0.05,48.689577,-122.409238,154.0,3.8
2021-12-10 19:14:33,146,2.30,6.89,0.65,239.41,0.06,48.689576,-122.409241,154.3,3.2
2021-12-10 19:14:35,148,2.32,6.95,0.64,153.48,0.07,48.689576,-122.409241,154.8,3.2
2021-12-10 19:14:37,150,2.34,7.12,0.64,154.14,0.07,48.689572,-122.409242,155.5,3.2
2021-12-10 19:14:39,152,2.36,7.08,0.62,147.51,0.07,48.689568,-122.409244,155.9,3.2
2021-12-10 19:14:41,154,2.38,7.14,0.62,137.32,0.07,48.689566,-122.409247,155.7,3.2
