Serial Number,W30401034
Sample ID,00121
Start Time,2021-12-10 21:52:01 UTC
Duration,0:05:12
Total Volume (l),6.04
Distance (m),16
Peak Pressure (psi),12.5
Avg Flow (l/min),1.2
Avg Rate (mL/m),400.5
Avg Speed (m/s),0.1


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-12-10 21:52:01,0,0.00,-0.26,0.00,0.00,0.04,48.710649,-122.474873,91.5,4.5
2021-12-10 21:52:03,2,0.00,-0.28,0.00,0.00,0.04,48.710649,-122.474876,91.3,4.5
2021-12-10 21:52:05,4,0.00,-0.14,0.00,0.00,0.04,48.710649,-122.474876,90.8,4.5
2021-12-10 21:52:07,6,0.01,-0.13,0.32,139.80,0.04,48.710649,-122.474877,90.4,4.5
2021-12-10 21:52:09,8,0.02,-0.06,0.15,60.53,0.04,48.710649,-122.474881,89.9,4.5
2021-12-10 21:52:11,10,0.02,0.10,0.06,24.57,0.04,48.710650,-122.474880,89.6,4.5
2021-12-10 21:52:13,12,0.02,0.15,0.02,8.29,0.03,48.710649,-122.474878,89.3,4.5
2021-12-10 21:52:15,14,0.02,1.15,0.01,5.32,0.03,48.710649,-122.474875,89.1,4.5
2021-12-10 21:52:17,16,0.02,3.01,0.02,10.15,0.03,48.710648,-122.474873,88.8,4.5
2021-12-10 21:52:19,18,0.02,3.24,0.00,0.00,0.03,48.710649,-122.474868,88.5,4.5
2021-12-10 21:52:21,20,0.02,4.94,0.19,103.15,0.03,48.710650,-122.474862,88.3,4.5
2021-12-10 21:52:23,22,0.06,6.80,0.81,450.00,0.03,48.710651,-122.474859,88.2,2.7
2021-12-10 21:52:25,24,0.11,6.98,1.39,719.46,0.03,48.710651,-122.474856,88.1,2.7
2021-12-10 21:52:27,26,0.16,4.98,1.48,811.40,0.03,48.710649,-122.474857,88.3,2.7
2021-12-10 21:52:29,28,0.21,3.88,1.41,671.43,0.04,48.710648,-122.474856,88.6,2.7
2021-12-10 21:52:31,30,0.25,4.82,1.30,619.05,0.03,48.710646,-122.474856,88.6,2.7
2021-12-10 21:52:33,32,0.30,4.03,1.32,646.11,0.03,48.710643,-122.474858,88.6,3.5
2021-12-10 21:52:35,34,0.34,5.07,1.32,680.06,0.03,48.710641,-122.474859,88.6,3.5
2021-12-10 21:52:37,36,0.38,4.34,1.30,682.41,0.03,48.710639,-122.474860,88.7,3.5
2021-12-10 21:52:39,38,0.43,4.96,1.30,659.56,0.03,48.710636,-122.474862,88.5,3.5
2021-12-10 21:52:41,40,0.47,4.41,1.31,654.67,0.03,48.710632,-122.474864,88.3,3.5
2021-12-10 21:52:43,42,0.51,4.58,1.31,695.33,0.03,48.710630,-122.474862,88.2,3.5
2021-12-10 21:52:45,44,0.56,4.72,1.31,721.76,0.03,48.710629,-122.474859,87.9,3.5
2021-12-10 21:52:47,46,0.60,4.98,1.29,733.79,0.03,48.710626,-122.474858,87.7,3.5
2021-12-10 21:52:49,48,0.64,4.49,1.30,948.21,0.02,48.710625,-122.474857,87.4,3.5
2021-12-10 21:52:51,50,0.69,4.89,1.30,816.07,0.03,48.710623,-122.474858,87.2,3.5
2021-12-10 21:52:53,52,0.73,4.96,1.30,710.38,0.03,48.710623,-122.474854,87.1,3.5
2021-12-10 21:52:55,54,0.77,5.07,1.29,615.16,0.04,48.710621,-122.474850,86.8,3.5
2021-12-10 21:52:57,56,0.82,4.56,1.30,579.32,0.04,48.710620,-122.474846,86.8,3.5
2021-12-10 21:52:59,58,0.86,4.69,1.30,577.78,0.04,48.710619,-122.474844,86.5,3.5
2021-12-10 21:53:01,60,0.90,4.96,1.30,536.30,0.04,48.710608,-122.474850,87.4,3.5
2021-12-10 21:53:03,62,0.95,4.89,1.30,523.35,0.04,48.710608,-122.474835,86.5,3.5
2021-12-10 21:53:05,64,0.99,5.07,1.30,475.67,0.05,48.710606,-122.474830,84.0,3.5
2021-12-10 21:53:07,66,1.03,5.47,1.30,407.65,0.05,48.710604,-122.474823,82.7,3.5
2021-12-10 21:53:09,68,1.08,5.34,1.30,373.56,0.06,48.710605,-122.474824,81.4,3.5
2021-12-10 21:53:11,70,1.12,4.54,1.30,374.21,0.06,48.710597,-122.474835,81.0,3.5
2021-12-10 21:53:13,72,1.16,4.75,1.30,386.90,0.05,48.710595,-122.474837,80.4,3.5
2021-12-10 21:53:15,74,1.21,5.92,1.26,405.41,0.05,48.710591,-122.474835,80.6,3.5
2021-12-10 21:53:17,76,1.25,4.83,1.32,395.68,0.06,48.710592,-122.474833,80.9,3.5
2021-12-10 21:53:19,78,1.29,5.43,1.29,384.96,0.06,48.710591,-122.474831,81.0,3.5
2021-12-10 21:53:21,80,1.34,4.90,1.30,390.04,0.06,48.710588,-122.474830,80.2,3.5
2021-12-10 21:53:23,82,1.38,4.92,1.30,388.29,0.05,48.710586,-122.474829,80.4,3.5
2021-12-10 21:53:25,84,1.42,4.86,1.30,399.39,0.05,48.710587,-122.474836,79.6,3.5
2021-12-10 21:53:27,86,1.47,5.18,1.30,441.28,0.05,48.710581,-122.474839,79.3,3.5
2021-12-10 21:53:29,88,1.51,4.84,1.30,447.20,0.05,48.710574,-122.474844,79.1,3.5
