Serial Number,W30401034
Sample ID,00053
Start Time,2021-07-12 18:07:04 UTC
Duration,0:05:08
Total Volume (l),6.05
Distance (m),11
Peak Pressure (psi),6.6
Avg Flow (l/min),1.2
Avg Rate (mL/m),574.9
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-07-12 18:07:04,0,0.00,-0.15,0.00,0.00,0.03,48.665363,-122.369003,151.2,3.7
2021-07-12 18:07:06,2,0.00,-0.15,0.00,0.00,0.03,48.665361,-122.369009,150.6,3.7
2021-07-12 18:07:08,4,0.00,-0.12,0.00,0.00,0.03,48.665360,-122.369012,149.8,3.7
2021-07-12 18:07:10,6,0.01,-0.06,0.22,138.89,0.03,48.665360,-122.369013,149.3,3.0
2021-07-12 18:07:12,8,0.01,0.01,0.09,58.25,0.03,48.665359,-122.369015,149.2,3.0
2021-07-12 18:07:14,10,0.01,0.13,0.03,19.16,0.03,48.665358,-122.369016,149.3,3.0
2021-07-12 18:07:16,12,0.01,0.23,0.01,6.46,0.03,48.665355,-122.369018,148.5,3.0
2021-07-12 18:07:18,14,0.01,1.52,0.00,0.00,0.03,48.665351,-122.369018,146.9,3.0
2021-07-12 18:07:20,16,0.01,3.12,0.01,6.60,0.03,48.665349,-122.369017,145.5,3.0
2021-07-12 18:07:22,18,0.01,3.85,0.00,0.00,0.03,48.665348,-122.369017,144.6,3.0
2021-07-12 18:07:24,20,0.03,5.01,0.38,228.64,0.03,48.665349,-122.369016,143.8,3.0
2021-07-12 18:07:26,22,0.07,6.14,1.04,597.70,0.03,48.665350,-122.369013,142.8,3.0
2021-07-12 18:07:28,24,0.13,4.53,1.50,853.24,0.03,48.665352,-122.369010,142.3,3.0
2021-07-12 18:07:30,26,0.18,2.35,1.48,879.38,0.03,48.665353,-122.369007,141.9,3.3
2021-07-12 18:07:32,28,0.22,3.89,1.34,706.75,0.03,48.665354,-122.369007,141.7,3.3
2021-07-12 18:07:34,30,0.26,3.92,1.33,735.21,0.03,48.665355,-122.369006,141.1,3.3
2021-07-12 18:07:36,32,0.31,3.65,1.31,694.22,0.03,48.665358,-122.369005,140.9,3.3
2021-07-12 18:07:38,34,0.35,4.11,1.32,655.74,0.03,48.665360,-122.369004,140.8,3.3
2021-07-12 18:07:40,36,0.39,4.31,1.29,623.19,0.03,48.665360,-122.369004,141.1,3.5
2021-07-12 18:07:42,38,0.44,2.19,1.30,677.08,0.03,48.665362,-122.369004,141.6,3.5
2021-07-12 18:07:44,40,0.48,3.55,1.30,650.65,0.03,48.665365,-122.369004,142.0,3.5
2021-07-12 18:07:46,42,0.52,4.04,1.30,679.21,0.03,48.665366,-122.369003,142.6,3.5
2021-07-12 18:07:48,44,0.57,2.65,1.30,712.72,0.03,48.665364,-122.369000,142.2,3.5
2021-07-12 18:07:50,46,0.61,4.25,1.30,663.60,0.03,48.665366,-122.368999,142.4,3.4
2021-07-12 18:07:52,48,0.65,2.39,1.30,734.46,0.03,48.665365,-122.368998,141.7,3.4
2021-07-12 18:07:54,50,0.70,3.80,1.30,715.07,0.03,48.665364,-122.368995,141.4,3.4
2021-07-12 18:07:56,52,0.74,4.14,1.31,690.93,0.03,48.665362,-122.368992,140.8,3.4
2021-07-12 18:07:58,54,0.78,4.01,1.30,727.07,0.03,48.665362,-122.368987,140.3,3.4
2021-07-12 18:08:00,56,0.83,3.91,1.31,737.61,0.03,48.665361,-122.368980,139.6,3.4
2021-07-12 18:08:02,58,0.87,3.91,1.30,696.68,0.03,48.665360,-122.368972,139.1,3.4
2021-07-12 18:08:04,60,0.92,3.47,1.30,688.92,0.03,48.665360,-122.368963,138.6,3.4
2021-07-12 18:08:06,62,0.96,3.50,1.30,659.56,0.03,48.665356,-122.368954,137.6,3.4
2021-07-12 18:08:08,64,1.00,3.55,1.30,662.59,0.03,48.665353,-122.368947,137.1,3.4
2021-07-12 18:08:10,66,1.05,3.37,1.30,679.21,0.03,48.665351,-122.368942,137.0,3.4
2021-07-12 18:08:12,68,1.09,3.21,1.30,691.12,0.03,48.665351,-122.368938,137.0,3.4
2021-07-12 18:08:14,70,1.13,3.08,1.30,693.33,0.03,48.665348,-122.368935,136.5,3.4
2021-07-12 18:08:16,72,1.18,3.04,1.30,729.52,0.03,48.665347,-122.368931,136.4,3.4
2021-07-12 18:08:18,74,1.22,3.90,1.30,719.82,0.03,48.665346,-122.368928,136.4,3.4
2021-07-12 18:08:20,76,1.26,3.19,1.30,710.38,0.03,48.665343,-122.368929,136.3,3.9
2021-07-12 18:08:22,78,1.31,3.86,1.30,688.92,0.03,48.665340,-122.368926,136.1,3.9
2021-07-12 18:08:24,80,1.35,3.58,1.30,687.83,0.03,48.665339,-122.368925,136.3,3.9
2021-07-12 18:08:26,82,1.39,3.45,1.30,708.06,0.03,48.665337,-122.368923,136.2,3.9
2021-07-12 18:08:28,84,1.44,3.14,1.30,691.12,0.03,48.665336,-122.368921,136.2,3.9
2021-07-12 18:08:30,86,1.48,3.65,1.30,665.64,0.03,48.665330,-122.368917,135.7,3.2
2021-07-12 18:08:32,88,1.52,3.58,1.30,700.05,0.03,48.665326,-122.368914,135.5,3.2
2021-07-12 18:08:34,90,1.57,3.76,1.30,550.61,0.06,48.665323,-122.368913,134.9,3.2
2021-07-12 18:08:36,92,1.61,3.64,1.30,373.24,0.06,48.665320,-122.368914,135.0,3.2
2021-07-12 18:08:38,94,1.65,3.46,1.30,343.92,0.07,48.665317,-122.368915,135.8,3.2
2021-07-12 18:08:40,96,1.69,3.59,1.30,273.57,0.08,48.665315,-122.368927,135.9,6.8
2021-07-12 18:08:42,98,1.74,3.55,1.30,275.48,0.08,48.665317,-122.368941,136.1,6.8
2021-07-12 18:08:44,100,1.78,3.45,1.30,271.85,0.08,48.665319,-122.368952,137.0,6.8
2021-07-12 18:08:46,102,1.82,3.24,1.30,273.22,0.08,48.665322,-122.368960,137.8,6.8
2021-07-12 18:08:48,104,1.87,3.21,1.30,277.96,0.08,48.665326,-122.368967,138.3,6.8
2021-07-12 18:08:50,106,1.91,3.75,1.30,275.83,0.08,48.665329,-122.368973,139.1,4.5
2021-07-12 18:08:52,108,1.96,3.97,1.30,271.34,0.08,48.665333,-122.368978,139.6,4.5
2021-07-12 18:08:54,110,2.00,3.68,1.30,301.55,0.06,48.665337,-122.368982,140.0,4.5
2021-07-12 18:08:56,112,2.04,3.67,1.30,395.02,0.05,48.665339,-122.368986,140.2,4.5
2021-07-12 18:08:58,114,2.09,3.88,1.30,384.50,0.05,48.665342,-122.368989,140.1,4.5
2021-07-12 18:09:00,116,2.13,3.70,1.30,558.42,0.04,48.665343,-122.368991,140.1,4.7
2021-07-12 18:09:02,118,2.17,3.97,1.30,603.53,0.04,48.665344,-122.368992,140.1,4.7
