Serial Number,W30401034
Sample ID,00015
Start Time,2021-04-08 21:41:37 UTC
Duration,0:04:56
Total Volume (l),0.08
Distance (m),6
Peak Pressure (psi),5.8
Avg Flow (l/min),0.0
Avg Rate (mL/m),18.4
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-04-08 21:41:37,0,0.00,-0.19,0.02,24.42,0.01,48.715026,-122.479209,48.6,3.7
2021-04-08 21:41:39,2,0.00,-0.26,0.00,0.00,0.01,48.715025,-122.479206,48.4,3.7
2021-04-08 21:41:41,4,0.00,0.36,0.03,38.31,0.01,48.715028,-122.479215,47.2,3.7
2021-04-08 21:41:43,6,0.01,2.43,0.12,156.25,0.01,48.715028,-122.479211,46.9,3.7
2021-04-08 21:41:45,8,0.01,2.95,0.06,74.35,0.01,48.715031,-122.479209,46.3,3.7
2021-04-08 21:41:47,10,0.01,4.31,0.05,66.14,0.01,48.715033,-122.479208,46.2,3.7
2021-04-08 21:41:49,12,0.03,4.66,0.37,465.41,0.01,48.715034,-122.479208,46.5,3.7
2021-04-08 21:41:51,14,0.05,5.11,0.54,654.55,0.01,48.715037,-122.479210,47.0,3.7
2021-04-08 21:41:53,16,0.06,5.76,0.44,507.50,0.01,48.715039,-122.479210,47.2,3.7
2021-04-08 21:41:55,18,0.07,4.47,0.32,345.20,0.02,48.715040,-122.479212,47.5,3.7
2021-04-08 21:41:57,20,0.08,3.94,0.23,235.17,0.02,48.715042,-122.479214,47.8,3.7
2021-04-08 21:41:59,22,0.08,3.78,0.10,104.82,0.02,48.715046,-122.479215,48.3,3.7
2021-04-08 21:42:01,24,0.08,3.72,0.04,43.57,0.02,48.715049,-122.479218,48.2,3.7
2021-04-08 21:42:03,26,0.08,3.61,0.02,21.93,0.02,48.715049,-122.479220,47.5,3.7
2021-04-08 21:42:05,28,0.08,3.43,0.00,0.00,0.02,48.715049,-122.479221,46.8,3.7
2021-04-08 21:42:07,30,0.08,3.46,0.00,0.00,0.01,48.715049,-122.479221,46.4,3.7
2021-04-08 21:42:09,32,0.08,3.40,0.00,0.00,0.01,48.715050,-122.479219,45.7,3.7
2021-04-08 21:42:11,34,0.08,3.47,0.00,0.00,0.01,48.715049,-122.479217,45.4,3.7
2021-04-08 21:42:13,36,0.08,3.48,0.00,0.00,0.01,48.715048,-122.479214,45.3,3.7
2021-04-08 21:42:15,38,0.08,3.45,0.00,0.00,0.01,48.715046,-122.479211,45.1,3.7
2021-04-08 21:42:17,40,0.08,3.41,0.00,0.00,0.01,48.715044,-122.479208,45.1,3.7
2021-04-08 21:42:19,42,0.08,3.34,0.00,0.00,0.01,48.715043,-122.479207,44.6,3.7
2021-04-08 21:42:21,44,0.08,-0.03,0.00,0.00,0.02,48.715043,-122.479207,44.2,3.7
2021-04-08 21:42:23,46,0.08,-0.01,0.00,0.00,0.02,48.715041,-122.479207,43.8,3.7
2021-04-08 21:42:25,48,0.08,0.00,0.00,0.00,0.02,48.715041,-122.479211,43.1,3.7
2021-04-08 21:42:27,50,0.08,0.01,0.00,0.00,0.02,48.715040,-122.479215,42.8,3.7
2021-04-08 21:42:29,52,0.08,0.00,0.00,0.00,0.02,48.715040,-122.479219,42.7,3.7
2021-04-08 21:42:31,54,0.08,-0.01,0.00,0.00,0.02,48.715039,-122.479224,42.4,3.7
2021-04-08 21:42:33,56,0.08,0.02,0.00,0.00,0.02,48.715039,-122.479228,42.1,3.7
2021-04-08 21:42:35,58,0.08,0.06,0.00,0.00,0.02,48.715038,-122.479231,41.9,3.7
2021-04-08 21:42:37,60,0.08,0.02,0.00,0.00,0.02,48.715037,-122.479237,41.2,3.7
2021-04-08 21:42:39,62,0.08,-0.00,0.00,0.00,0.02,48.715035,-122.479246,40.2,3.7
2021-04-08 21:42:41,64,0.08,0.02,0.00,0.00,0.02,48.715034,-122.479254,39.7,3.7
2021-04-08 21:42:43,66,0.08,0.01,0.00,0.00,0.02,48.715035,-122.479257,40.0,3.7
2021-04-08 21:42:45,68,0.08,0.02,0.00,0.00,0.02,48.715035,-122.479258,40.4,3.7
2021-04-08 21:42:47,70,0.08,0.05,0.00,0.00,0.02,48.715034,-122.479256,40.6,3.7
2021-04-08 21:42:49,72,0.08,0.05,0.00,0.00,0.02,48.715032,-122.479255,40.6,3.7
2021-04-08 21:42:51,74,0.08,0.02,0.00,0.00,0.02,48.715032,-122.479255,40.5,3.7
2021-04-08 21:42:53,76,0.08,0.01,0.00,0.00,0.02,48.715030,-122.479253,40.4,3.7
2021-04-08 21:42:55,78,0.08,0.04,0.00,0.00,0.02,48.715029,-122.479250,40.5,3.7
2021-04-08 21:42:57,80,0.08,0.02,0.00,0.00,0.02,48.715027,-122.479246,40.9,3.7
2021-04-08 21:42:59,82,0.08,0.02,0.00,0.00,0.02,48.715027,-122.479238,41.4,3.7
2021-04-08 21:43:01,84,0.08,0.01,0.00,0.00,0.02,48.715028,-122.479233,42.0,3.7
2021-04-08 21:43:03,86,0.08,0.02,0.00,0.00,0.03,48.715029,-122.479225,42.2,3.7
2021-04-08 21:43:05,88,0.08,0.01,0.00,0.00,0.03,48.715029,-122.479223,42.4,3.7
2021-04-08 21:43:07,90,0.08,0.03,0.00,0.00,0.03,48.715030,-122.479225,42.3,3.7
2021-04-08 21:43:09,92,0.08,0.00,0.00,0.00,0.03,48.715031,-122.479225,42.5,3.7
2021-04-08 21:43:11,94,0.08,0.02,0.00,0.00,0.03,48.715033,-122.479230,42.8,3.7
2021-04-08 21:43:13,96,0.08,-0.01,0.00,0.00,0.03,48.715039,-122.479253,43.2,3.7
2021-04-08 21:43:15,98,0.08,0.01,0.00,0.00,0.03,48.715048,-122.479277,42.9,3.7
2021-04-08 21:43:17,100,0.08,0.02,0.00,0.00,0.03,48.715050,-122.479280,43.1,3.7
2021-04-08 21:43:19,102,0.08,-0.02,0.00,0.00,0.03,48.715051,-122.479280,43.5,3.7
2021-04-08 21:43:21,104,0.08,0.03,0.00,0.00,0.03,48.715052,-122.479280,43.9,3.7
2021-04-08 21:43:23,106,0.08,0.07,0.00,0.00,0.02,48.715050,-122.479282,43.7,3.7
2021-04-08 21:43:25,108,0.08,-0.02,0.00,0.00,0.02,48.715049,-122.479285,43.7,3.7
2021-04-08 21:43:27,110,0.08,0.07,0.00,0.00,0.02,48.715047,-122.479296,44.4,3.7
2021-04-08 21:43:29,112,0.08,0.03,0.00,0.00,0.02,48.715047,-122.479296,44.5,3.7
2021-04-08 21:43:31,114,0.08,0.02,0.00,0.00,0.03,48.715047,-122.479300,44.6,3.7
2021-04-08 21:43:33,116,0.08,0.02,0.00,0.00,0.03,48.715043,-122.479306,44.2,3.7
2021-04-08 21:43:35,118,0.08,-0.02,0.00,0.00,0.03,48.715036,-122.479304,44.0,3.7
2021-04-08 21:43:37,120,0.08,0.00,0.00,0.00,0.03,48.715033,-122.479291,43.6,3.7
2021-04-08 21:43:39,122,0.08,0.05,0.00,0.00,0.03,48.715030,-122.479276,42.8,3.7
2021-04-08 21:43:41,124,0.08,0.04,0.00,0.00,0.03,48.715025,-122.479271,43.5,3.7
2021-04-08 21:43:43,126,0.08,0.01,0.00,0.00,0.04,48.715027,-122.479269,43.4,3.7
