Serial Number,W30401034
Sample ID,00058
Start Time,2021-07-12 20:48:01 UTC
Duration,0:05:06
Total Volume (l),6.04
Distance (m),11
Peak Pressure (psi),7.9
Avg Flow (l/min),1.2
Avg Rate (mL/m),547.8
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-07-12 20:48:01,0,0.00,-0.06,0.00,0.00,0.02,48.710542,-122.474906,63.7,3.1
2021-07-12 20:48:03,2,0.00,-0.06,0.00,0.00,0.02,48.710544,-122.474906,63.6,3.1
2021-07-12 20:48:05,4,0.00,-0.01,0.04,33.17,0.02,48.710545,-122.474904,63.5,3.1
2021-07-12 20:48:07,6,0.00,0.02,0.01,7.84,0.02,48.710546,-122.474903,63.5,3.1
2021-07-12 20:48:09,8,0.00,0.14,0.00,0.00,0.02,48.710548,-122.474902,63.2,2.8
2021-07-12 20:48:11,10,0.00,0.25,0.00,0.00,0.02,48.710548,-122.474901,63.2,2.8
2021-07-12 20:48:13,12,0.00,0.72,0.00,0.00,0.02,48.710549,-122.474900,63.1,2.8
2021-07-12 20:48:15,14,0.00,2.95,0.00,0.00,0.02,48.710549,-122.474899,62.9,2.8
2021-07-12 20:48:17,16,0.00,2.75,0.00,0.00,0.03,48.710549,-122.474899,62.9,2.8
2021-07-12 20:48:19,18,0.00,6.24,0.06,37.74,0.03,48.710548,-122.474900,62.8,2.8
2021-07-12 20:48:21,20,0.05,7.90,0.91,489.25,0.03,48.710547,-122.474901,62.9,2.8
2021-07-12 20:48:23,22,0.11,3.50,1.61,810.67,0.03,48.710546,-122.474902,63.0,2.8
2021-07-12 20:48:25,24,0.16,3.20,1.38,631.00,0.04,48.710546,-122.474905,63.3,2.8
2021-07-12 20:48:27,26,0.20,3.13,1.34,577.09,0.04,48.710546,-122.474906,63.6,2.8
2021-07-12 20:48:29,28,0.24,3.37,1.32,602.74,0.04,48.710546,-122.474908,63.7,2.9
2021-07-12 20:48:31,30,0.29,4.19,1.30,564.24,0.04,48.710546,-122.474909,63.8,2.9
2021-07-12 20:48:33,32,0.33,3.26,1.30,538.97,0.04,48.710546,-122.474910,63.8,2.9
2021-07-12 20:48:35,34,0.37,3.28,1.30,552.02,0.04,48.710548,-122.474911,63.5,2.9
2021-07-12 20:48:37,36,0.42,4.07,1.30,518.96,0.04,48.710549,-122.474911,63.0,2.9
2021-07-12 20:48:39,38,0.46,3.52,1.30,512.21,0.04,48.710549,-122.474910,62.4,2.9
2021-07-12 20:48:41,40,0.50,3.38,1.30,513.43,0.04,48.710551,-122.474909,61.8,2.9
2021-07-12 20:48:43,42,0.55,3.51,1.30,496.37,0.04,48.710551,-122.474907,61.0,2.9
2021-07-12 20:48:45,44,0.59,4.07,1.30,417.07,0.05,48.710553,-122.474906,60.4,2.9
2021-07-12 20:48:47,46,0.63,3.77,1.30,431.18,0.05,48.710551,-122.474908,59.8,2.9
2021-07-12 20:48:49,48,0.68,4.07,1.30,409.97,0.05,48.710551,-122.474914,58.9,2.9
2021-07-12 20:48:51,50,0.72,3.57,1.30,410.35,0.05,48.710548,-122.474917,58.5,2.9
2021-07-12 20:48:53,52,0.76,3.56,1.30,403.48,0.06,48.710549,-122.474920,57.7,2.9
2021-07-12 20:48:55,54,0.81,3.94,1.30,380.12,0.06,48.710550,-122.474923,57.6,2.9
2021-07-12 20:48:57,56,0.85,4.04,1.30,383.14,0.06,48.710550,-122.474926,57.9,2.9
2021-07-12 20:48:59,58,0.89,3.22,1.29,375.22,0.06,48.710548,-122.474934,58.5,2.9
2021-07-12 20:49:01,60,0.93,3.48,1.31,369.74,0.06,48.710545,-122.474941,58.8,2.9
2021-07-12 20:49:03,62,0.98,3.84,1.30,389.69,0.05,48.710545,-122.474946,59.1,2.9
2021-07-12 20:49:05,64,1.02,3.98,1.30,488.54,0.04,48.710546,-122.474949,59.4,2.9
2021-07-12 20:49:07,66,1.07,3.52,1.30,495.24,0.04,48.710548,-122.474948,59.3,2.9
2021-07-12 20:49:09,68,1.11,4.07,1.30,525.25,0.04,48.710549,-122.474950,59.8,2.9
2021-07-12 20:49:11,70,1.15,3.79,1.30,509.20,0.04,48.710549,-122.474949,59.4,2.9
2021-07-12 20:49:13,72,1.20,3.18,1.30,514.65,0.04,48.710550,-122.474948,59.0,2.9
2021-07-12 20:49:15,74,1.24,3.21,1.30,567.93,0.04,48.710552,-122.474945,58.1,2.9
2021-07-12 20:49:17,76,1.28,3.77,1.30,573.19,0.04,48.710553,-122.474939,56.5,2.9
2021-07-12 20:49:19,78,1.33,3.45,1.30,570.93,0.03,48.710556,-122.474933,55.3,2.9
2021-07-12 20:49:21,80,1.37,3.72,1.30,638.19,0.04,48.710558,-122.474928,54.0,2.9
2021-07-12 20:49:23,82,1.42,3.25,1.30,580.10,0.04,48.710561,-122.474924,53.0,2.9
2021-07-12 20:49:25,84,1.46,3.59,1.30,601.02,0.04,48.710567,-122.474922,52.6,2.9
2021-07-12 20:49:27,86,1.50,3.46,1.30,596.88,0.04,48.710572,-122.474921,52.1,2.9
2021-07-12 20:49:29,88,1.55,3.19,1.30,545.76,0.04,48.710577,-122.474919,51.6,2.9
2021-07-12 20:49:31,90,1.59,3.21,1.30,514.65,0.04,48.710578,-122.474920,51.1,2.9
2021-07-12 20:49:33,92,1.63,4.12,1.30,532.35,0.04,48.710580,-122.474923,50.9,2.9
2021-07-12 20:49:35,94,1.68,3.57,1.30,508.61,0.04,48.710580,-122.474923,50.7,2.9
2021-07-12 20:49:37,96,1.72,3.34,1.30,512.21,0.04,48.710581,-122.474923,50.6,2.9
2021-07-12 20:49:39,98,1.76,4.04,1.30,467.46,0.05,48.710583,-122.474923,50.6,2.9
2021-07-12 20:49:41,100,1.81,3.63,1.30,458.55,0.04,48.710584,-122.474924,50.9,2.9
2021-07-12 20:49:43,102,1.85,3.85,1.30,492.42,0.04,48.710586,-122.474924,51.2,2.9
2021-07-12 20:49:45,104,1.89,3.19,1.30,485.26,0.04,48.710587,-122.474923,51.3,2.9
2021-07-12 20:49:47,106,1.93,4.00,1.30,467.46,0.05,48.710588,-122.474923,51.7,2.9
2021-07-12 20:49:49,108,1.98,4.00,1.30,475.15,0.05,48.710592,-122.474924,52.2,2.9
2021-07-12 20:49:51,110,2.02,3.33,1.30,527.17,0.04,48.710594,-122.474926,52.6,2.9
2021-07-12 20:49:53,112,2.06,3.76,1.30,505.64,0.04,48.710598,-122.474926,53.0,2.9
2021-07-12 20:49:55,114,2.11,3.13,1.30,513.43,0.04,48.710603,-122.474927,53.3,2.9
2021-07-12 20:49:57,116,2.15,3.74,1.30,517.10,0.04,48.710610,-122.474927,53.5,2.9
2021-07-12 20:49:59,118,2.20,3.90,1.30,590.37,0.04,48.710616,-122.474933,54.8,2.9
2021-07-12 20:50:01,120,2.24,3.49,1.30,628.93,0.04,48.710621,-122.474937,55.8,2.9
