Serial Number,W30401034
Sample ID,00120
Start Time,2021-12-10 21:31:58 UTC
Duration,0:05:04
Total Volume (l),6.05
Distance (m),9
Peak Pressure (psi),8.3
Avg Flow (l/min),1.2
Avg Rate (mL/m),699.1
Avg Speed (m/s),0.0


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-12-10 21:31:58,0,0.00,-0.20,0.00,0.00,0.03,48.713945,-122.478346,42.2,2.3
2021-12-10 21:32:00,2,0.00,-0.15,0.00,0.00,0.02,48.713944,-122.478348,42.1,2.3
2021-12-10 21:32:02,4,0.00,-0.12,0.00,0.00,0.02,48.713943,-122.478348,42.1,2.3
2021-12-10 21:32:04,6,0.00,-0.02,0.00,0.00,0.02,48.713944,-122.478347,42.2,2.3
2021-12-10 21:32:06,8,0.00,0.08,0.00,0.00,0.02,48.713944,-122.478345,42.1,2.3
2021-12-10 21:32:08,10,0.00,0.53,0.00,0.00,0.02,48.713946,-122.478342,42.1,2.3
2021-12-10 21:32:10,12,0.00,1.58,0.00,0.00,0.02,48.713947,-122.478340,42.2,2.3
2021-12-10 21:32:12,14,0.00,2.98,0.00,0.00,0.02,48.713949,-122.478340,42.3,2.3
2021-12-10 21:32:14,16,0.00,3.38,0.00,0.00,0.02,48.713950,-122.478339,42.3,2.3
2021-12-10 21:32:16,18,0.01,7.19,0.20,182.65,0.02,48.713952,-122.478337,42.3,2.3
2021-12-10 21:32:18,20,0.05,8.33,1.04,960.30,0.02,48.713952,-122.478337,42.4,2.3
2021-12-10 21:32:20,22,0.12,5.75,1.61,999.00,0.02,48.713955,-122.478338,42.3,2.3
2021-12-10 21:32:22,24,0.16,3.96,1.38,999.00,0.02,48.713956,-122.478337,42.0,2.3
2021-12-10 21:32:24,26,0.20,3.92,1.34,999.00,0.02,48.713955,-122.478336,41.3,2.3
2021-12-10 21:32:26,28,0.24,5.03,1.30,999.00,0.02,48.713956,-122.478337,41.2,2.3
2021-12-10 21:32:28,30,0.29,4.59,1.30,973.78,0.02,48.713955,-122.478338,41.2,2.3
2021-12-10 21:32:30,32,0.33,4.45,1.30,952.38,0.02,48.713951,-122.478334,41.0,2.3
2021-12-10 21:32:32,34,0.37,4.58,1.30,899.03,0.02,48.713947,-122.478331,41.2,2.3
2021-12-10 21:32:34,36,0.42,4.41,1.30,904.66,0.02,48.713941,-122.478329,41.4,2.3
2021-12-10 21:32:36,38,0.46,4.50,1.30,927.91,0.02,48.713937,-122.478324,41.2,2.3
2021-12-10 21:32:38,40,0.50,4.44,1.30,846.35,0.03,48.713934,-122.478319,40.9,2.3
2021-12-10 21:32:40,42,0.55,4.69,1.30,839.79,0.03,48.713929,-122.478305,39.2,2.3
2021-12-10 21:32:42,44,0.59,4.66,1.30,820.71,0.03,48.713926,-122.478301,38.5,2.3
2021-12-10 21:32:44,46,0.63,4.81,1.30,830.14,0.03,48.713927,-122.478299,38.6,2.3
2021-12-10 21:32:46,48,0.68,4.51,1.30,760.23,0.03,48.713928,-122.478300,39.1,2.3
2021-12-10 21:32:48,50,0.72,4.87,1.30,796.57,0.03,48.713928,-122.478302,39.5,2.3
2021-12-10 21:32:50,52,0.76,4.54,1.30,803.96,0.03,48.713929,-122.478305,39.7,2.3
2021-12-10 21:32:52,54,0.81,4.77,1.30,785.02,0.03,48.713928,-122.478309,40.0,2.3
2021-12-10 21:32:54,56,0.85,4.83,1.30,702.32,0.03,48.713929,-122.478316,40.4,2.3
2021-12-10 21:32:56,58,0.89,4.60,1.30,634.46,0.03,48.713931,-122.478325,41.4,2.3
2021-12-10 21:32:58,60,0.94,4.50,1.30,702.32,0.03,48.713932,-122.478329,41.8,2.3
2021-12-10 21:33:00,62,0.98,4.91,1.30,704.61,0.03,48.713927,-122.478334,41.9,2.3
2021-12-10 21:33:02,64,1.02,4.97,1.30,751.01,0.03,48.713926,-122.478336,41.8,2.3
2021-12-10 21:33:04,66,1.07,4.87,1.30,742.01,0.03,48.713925,-122.478337,41.6,2.3
2021-12-10 21:33:06,68,1.11,4.96,1.31,778.37,0.03,48.713925,-122.478336,41.3,2.3
2021-12-10 21:33:08,70,1.15,4.64,1.30,764.26,0.03,48.713924,-122.478336,40.9,2.3
2021-12-10 21:33:10,72,1.20,4.92,1.30,703.46,0.03,48.713922,-122.478333,40.0,2.3
2021-12-10 21:33:12,74,1.24,4.62,1.30,762.91,0.03,48.713921,-122.478337,40.0,2.3
2021-12-10 21:33:14,76,1.28,4.58,1.30,738.22,0.03,48.713919,-122.478339,39.6,2.3
2021-12-10 21:33:16,78,1.33,4.69,1.30,790.75,0.03,48.713920,-122.478339,39.3,2.3
2021-12-10 21:33:18,80,1.37,4.55,1.30,792.20,0.03,48.713921,-122.478343,39.6,2.3
2021-12-10 21:33:20,82,1.41,4.74,1.30,772.43,0.03,48.713922,-122.478346,39.3,2.3
2021-12-10 21:33:22,84,1.46,4.85,1.30,830.14,0.03,48.713923,-122.478348,39.2,2.3
2021-12-10 21:33:24,86,1.50,4.78,1.30,799.51,0.03,48.713922,-122.478352,39.3,2.3
2021-12-10 21:33:26,88,1.54,4.95,1.30,825.40,0.03,48.713929,-122.478352,39.8,2.3
2021-12-10 21:33:28,90,1.59,5.02,1.30,853.02,0.03,48.713933,-122.478351,39.9,2.3
2021-12-10 21:33:30,92,1.63,5.01,1.30,875.42,0.02,48.713937,-122.478348,40.3,2.3
2021-12-10 21:33:32,94,1.68,4.74,1.30,975.98,0.02,48.713937,-122.478349,40.6,2.3
2021-12-10 21:33:34,96,1.72,4.75,1.30,999.00,0.02,48.713939,-122.478348,40.4,2.3
2021-12-10 21:33:36,98,1.76,4.70,1.30,999.00,0.02,48.713946,-122.478352,40.6,2.3
2021-12-10 21:33:38,100,1.80,4.75,1.30,999.00,0.02,48.713949,-122.478357,39.9,2.3
2021-12-10 21:33:40,102,1.85,4.81,1.30,939.99,0.02,48.713949,-122.478362,40.2,2.3
2021-12-10 21:33:42,104,1.89,4.74,1.30,839.79,0.03,48.713954,-122.478359,39.8,2.3
2021-12-10 21:33:44,106,1.93,5.08,1.30,817.61,0.03,48.713951,-122.478347,38.4,2.3
2021-12-10 21:33:46,108,1.98,5.09,1.30,769.69,0.03,48.713950,-122.478340,38.5,2.3
2021-12-10 21:33:48,110,2.02,4.83,1.30,743.28,0.03,48.713950,-122.478337,38.7,2.3
2021-12-10 21:33:50,112,2.06,4.85,1.30,683.49,0.03,48.713948,-122.478330,38.9,2.3
2021-12-10 21:33:52,114,2.11,4.80,1.30,595.24,0.04,48.713951,-122.478325,39.0,2.3
2021-12-10 21:33:54,116,2.15,4.73,1.30,594.42,0.04,48.713953,-122.478320,39.3,2.3
2021-12-10 21:33:56,118,2.19,5.11,1.30,574.71,0.04,48.713954,-122.478316,39.7,2.3
2021-12-10 21:33:58,120,2.24,5.03,1.30,586.38,0.04,48.713954,-122.478313,39.8,2.3
2021-12-10 21:34:00,122,2.28,4.95,1.29,574.87,0.04,48.713954,-122.478311,39.8,2.3
2021-12-10 21:34:02,124,2.33,5.19,1.30,540.32,0.04,48.713953,-122.478311,39.7,2.3
2021-12-10 21:34:04,126,2.37,4.83,1.31,531.87,0.04,48.713951,-122.478313,39.7,2.3
2021-12-10 21:34:06,128,2.41,5.01,1.30,495.24,0.04,48.713952,-122.478307,40.4,2.3
2021-12-10 21:34:08,130,2.46,4.91,1.30,485.26,0.04,48.713952,-122.478306,40.9,2.3
2021-12-10 21:34:10,132,2.50,5.21,1.30,505.64,0.04,48.713952,-122.478308,41.0,2.3
2021-12-10 21:34:12,134,2.54,4.87,1.30,520.21,0.04,48.713951,-122.478308,41.3,2.3
2021-12-10 21:34:14,136,2.59,5.20,1.30,488.54,0.04,48.713951,-122.478301,42.7,2.3
2021-12-10 21:34:16,138,2.63,5.04,1.30,452.33,0.05,48.713950,-122.478302,42.6,2.3
2021-12-10 21:34:18,140,2.67,5.18,1.30,462.96,0.05,48.713945,-122.478310,43.4,2.3
2021-12-10 21:34:20,142,2.72,5.04,1.30,439.49,0.05,48.713945,-122.478314,43.7,2.3
2021-12-10 21:34:22,144,2.76,5.01,1.30,434.64,0.05,48.713943,-122.478330,44.3,2.3
2021-12-10 21:34:24,146,2.80,5.12,1.30,445.36,0.05,48.713941,-122.478336,44.9,2.3
2021-12-10 21:34:26,148,2.85,5.27,1.29,442.39,0.05,48.713940,-122.478343,45.5,2.3
2021-12-10 21:34:28,150,2.89,5.22,1.30,393.22,0.06,48.713948,-122.478344,44.8,2.3
2021-12-10 21:34:30,152,2.93,5.09,1.30,393.22,0.06,48.713951,-122.478358,44.2,2.3
2021-12-10 21:34:32,154,2.97,5.15,1.30,396.83,0.05,48.713955,-122.478360,44.0,2.3
2021-12-10 21:34:34,156,3.02,5.28,1.30,419.90,0.05,48.713957,-122.478363,43.8,2.3
2021-12-10 21:34:36,158,3.06,5.12,1.30,449.52,0.05,48.713962,-122.478366,42.9,2.3
2021-12-10 21:34:38,160,3.11,5.21,1.30,456.62,0.05,48.713965,-122.478369,42.0,2.3
2021-12-10 21:34:40,162,3.15,5.22,1.30,468.98,0.05,48.713969,-122.478366,41.1,2.3
2021-12-10 21:34:42,164,3.19,5.23,1.30,543.71,0.04,48.713972,-122.478365,40.2,2.3
2021-12-10 21:34:44,166,3.24,5.27,1.30,545.76,0.04,48.713973,-122.478363,39.9,2.3
2021-12-10 21:34:46,168,3.28,5.37,1.30,607.76,0.04,48.713974,-122.478362,39.3,2.3
2021-12-10 21:34:48,170,3.32,5.34,1.30,724.64,0.03,48.713973,-122.478358,38.5,2.3
2021-12-10 21:34:50,172,3.37,5.21,1.30,780.78,0.03,48.713974,-122.478355,38.1,2.3
2021-12-10 21:34:52,174,3.41,5.26,1.30,828.55,0.03,48.713974,-122.478351,38.0,2.3
2021-12-10 21:34:54,176,3.45,5.34,1.30,833.33,0.03,48.713976,-122.478344,37.5,2.3
2021-12-10 21:34:56,178,3.50,5.33,1.30,786.45,0.03,48.713975,-122.478342,37.0,2.3
2021-12-10 21:34:58,180,3.54,5.47,1.30,757.58,0.03,48.713975,-122.478337,36.9,2.3
2021-12-10 21:35:00,182,3.58,5.45,1.30,846.35,0.03,48.713975,-122.478332,36.4,2.3
2021-12-10 21:35:02,184,3.63,5.33,1.30,817.61,0.03,48.713976,-122.478331,35.7,2.3
2021-12-10 21:35:04,186,3.67,5.49,1.30,859.79,0.03,48.713975,-122.478329,35.6,2.3
2021-12-10 21:35:06,188,3.71,5.30,1.31,786.79,0.03,48.713977,-122.478334,36.5,2.3
2021-12-10 21:35:08,190,3.76,5.60,1.29,822.18,0.03,48.713977,-122.478333,36.3,2.3
2021-12-10 21:35:10,192,3.80,5.45,1.31,823.90,0.03,48.713978,-122.478333,36.0,2.3
2021-12-10 21:35:12,194,3.84,5.46,1.30,871.90,0.02,48.713978,-122.478334,35.8,2.3
2021-12-10 21:35:14,196,3.89,5.35,1.31,894.81,0.02,48.713978,-122.478336,35.8,2.3
2021-12-10 21:35:16,198,3.93,5.63,1.29,964.13,0.02,48.713976,-122.478335,34.5,2.3
