Serial Number,W30401034
Sample ID,00051
Start Time,2021-07-12 16:41:11 UTC
Duration,0:05:14
Total Volume (l),6.04
Distance (m),20
Peak Pressure (psi),6.2
Avg Flow (l/min),1.1
Avg Rate (mL/m),325.5
Avg Speed (m/s),0.1


Date (UTC),Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (+/- m)
2021-07-12 16:41:11,0,0.00,-0.21,0.00,0.00,0.05,48.183161,-122.128539,36.1,2.8
2021-07-12 16:41:13,2,0.00,-0.18,0.00,0.00,0.04,48.183161,-122.128538,35.8,2.8
2021-07-12 16:41:15,4,0.00,-0.16,0.11,40.61,0.05,48.183163,-122.128539,35.4,2.8
2021-07-12 16:41:17,6,0.00,-0.08,0.04,14.51,0.05,48.183164,-122.128540,34.9,2.8
2021-07-12 16:41:19,8,0.00,0.04,0.01,3.74,0.05,48.183164,-122.128540,34.7,3.9
2021-07-12 16:41:21,10,0.00,0.55,0.00,0.00,0.05,48.183164,-122.128538,34.5,3.9
2021-07-12 16:41:23,12,0.00,1.89,0.01,3.06,0.06,48.183162,-122.128535,34.4,3.9
2021-07-12 16:41:25,14,0.00,3.23,0.01,2.95,0.06,48.183161,-122.128529,34.4,3.9
2021-07-12 16:41:27,16,0.00,4.16,0.00,0.00,0.06,48.183159,-122.128523,34.4,3.9
2021-07-12 16:41:29,18,0.02,4.60,0.39,106.47,0.06,48.183155,-122.128518,35.0,3.9
2021-07-12 16:41:31,20,0.07,5.93,1.07,268.17,0.07,48.183152,-122.128513,35.7,3.9
2021-07-12 16:41:33,22,0.12,5.01,1.45,347.47,0.07,48.183151,-122.128506,36.3,3.9
2021-07-12 16:41:35,24,0.17,3.68,1.49,333.56,0.08,48.183150,-122.128503,36.6,3.9
2021-07-12 16:41:37,26,0.21,3.70,1.37,298.28,0.08,48.183151,-122.128503,36.7,3.9
2021-07-12 16:41:39,28,0.26,4.14,1.31,288.42,0.07,48.183151,-122.128501,36.8,3.9
2021-07-12 16:41:41,30,0.30,3.94,1.32,332.58,0.07,48.183153,-122.128501,36.6,3.9
2021-07-12 16:41:43,32,0.34,3.66,1.30,328.28,0.06,48.183154,-122.128500,36.5,3.9
2021-07-12 16:41:45,34,0.39,3.72,1.30,340.94,0.06,48.183154,-122.128499,36.5,3.9
2021-07-12 16:41:47,36,0.43,3.77,1.30,342.56,0.06,48.183155,-122.128499,36.4,3.9
2021-07-12 16:41:49,38,0.47,3.78,1.30,373.24,0.05,48.183154,-122.128498,36.4,3.9
2021-07-12 16:41:51,40,0.52,3.78,1.29,407.97,0.05,48.183155,-122.128499,36.2,3.9
2021-07-12 16:41:53,42,0.56,3.71,1.27,425.89,0.05,48.183156,-122.128499,36.0,3.9
2021-07-12 16:41:55,44,0.60,4.04,1.25,486.19,0.04,48.183157,-122.128501,35.7,3.9
2021-07-12 16:41:57,46,0.64,4.75,1.26,477.27,0.05,48.183157,-122.128503,35.5,3.9
2021-07-12 16:41:59,48,0.69,3.71,1.33,435.07,0.06,48.183157,-122.128505,35.3,3.9
2021-07-12 16:42:01,50,0.73,4.12,1.29,329.75,0.07,48.183158,-122.128508,34.9,3.9
2021-07-12 16:42:03,52,0.77,4.17,1.29,285.52,0.08,48.183161,-122.128510,34.6,3.9
2021-07-12 16:42:05,54,0.82,3.85,1.32,270.60,0.08,48.183163,-122.128512,34.2,3.9
2021-07-12 16:42:07,56,0.86,4.06,1.30,267.32,0.08,48.183165,-122.128513,33.9,3.9
2021-07-12 16:42:09,58,0.90,4.09,1.30,255.50,0.08,48.183165,-122.128514,33.8,3.2
2021-07-12 16:42:11,60,0.95,3.98,1.31,257.17,0.09,48.183166,-122.128515,33.7,3.2
2021-07-12 16:42:13,62,0.99,4.08,1.30,232.47,0.09,48.183166,-122.128516,33.6,3.2
2021-07-12 16:42:15,64,1.04,4.18,1.29,225.49,0.10,48.183167,-122.128517,33.5,3.2
2021-07-12 16:42:17,66,1.08,3.99,1.31,209.13,0.11,48.183166,-122.128516,33.6,3.2
2021-07-12 16:42:19,68,1.12,4.23,1.29,205.25,0.10,48.183165,-122.128513,33.8,3.2
2021-07-12 16:42:21,70,1.17,4.02,1.31,236.68,0.09,48.183165,-122.128511,34.0,3.2
2021-07-12 16:42:23,72,1.21,3.96,1.30,263.58,0.08,48.183165,-122.128511,34.1,3.2
2021-07-12 16:42:25,74,1.25,4.10,1.30,276.71,0.08,48.183166,-122.128513,34.0,3.2
2021-07-12 16:42:27,76,1.30,4.09,1.30,256.11,0.08,48.183168,-122.128514,34.0,3.2
2021-07-12 16:42:29,78,1.34,4.07,1.30,285.46,0.08,48.183168,-122.128514,34.2,3.2
2021-07-12 16:42:31,80,1.38,4.16,1.30,295.39,0.07,48.183166,-122.128513,34.4,3.2
2021-07-12 16:42:33,82,1.42,4.12,1.30,323.14,0.07,48.183163,-122.128512,34.7,3.2
2021-07-12 16:42:35,84,1.47,4.23,1.30,301.14,0.07,48.183162,-122.128512,34.8,3.2
2021-07-12 16:42:37,86,1.51,4.21,1.30,292.00,0.07,48.183161,-122.128511,34.9,3.2
2021-07-12 16:42:39,88,1.56,4.15,1.30,309.52,0.06,48.183159,-122.128506,35.1,3.2
2021-07-12 16:42:41,90,1.60,3.95,1.30,339.60,0.06,48.183159,-122.128502,35.1,3.2
2021-07-12 16:42:43,92,1.64,4.23,1.29,340.19,0.06,48.183159,-122.128498,35.0,3.2
2021-07-12 16:42:45,94,1.69,4.19,1.29,347.33,0.06,48.183157,-122.128494,35.2,3.2
2021-07-12 16:42:47,96,1.73,3.87,1.32,357.14,0.06,48.183156,-122.128491,35.4,3.2
2021-07-12 16:42:49,98,1.77,4.29,1.29,329.75,0.06,48.183155,-122.128490,35.4,3.2
2021-07-12 16:42:51,100,1.82,4.07,1.31,347.39,0.06,48.183155,-122.128490,35.2,3.2
2021-07-12 16:42:53,102,1.86,4.06,1.30,347.50,0.06,48.183154,-122.128492,35.2,3.2
2021-07-12 16:42:55,104,1.90,4.51,1.28,367.82,0.06,48.183152,-122.128491,35.2,3.2
2021-07-12 16:42:57,106,1.95,4.04,1.31,413.12,0.05,48.183149,-122.128492,35.4,3.2
2021-07-12 16:42:59,108,1.99,4.14,1.30,384.50,0.06,48.183148,-122.128494,35.4,3.2
2021-07-12 16:43:01,110,2.03,4.29,1.30,360.21,0.07,48.183147,-122.128497,35.4,3.2
2021-07-12 16:43:03,112,2.08,4.21,1.30,268.65,0.08,48.183145,-122.128499,35.2,3.2
2021-07-12 16:43:05,114,2.12,4.18,1.30,255.65,0.08,48.183145,-122.128502,34.8,3.2
2021-07-12 16:43:07,116,2.16,3.95,1.30,245.24,0.09,48.183145,-122.128503,34.6,3.2
2021-07-12 16:43:09,118,2.21,4.29,1.30,223.02,0.10,48.183144,-122.128502,34.6,5.5
2021-07-12 16:43:11,120,2.25,4.05,1.30,211.69,0.10,48.183143,-122.128503,34.4,5.5
2021-07-12 16:43:13,122,2.29,4.30,1.29,206.53,0.10,48.183140,-122.128495,34.6,5.5
2021-07-12 16:43:15,124,2.34,3.94,1.31,209.73,0.11,48.183140,-122.128493,34.4,5.5
2021-07-12 16:43:17,126,2.38,4.14,1.29,205.74,0.11,48.183141,-122.128493,34.3,5.5
2021-07-12 16:43:19,128,2.43,4.20,1.31,206.27,0.11,48.183139,-122.128489,34.6,3.2
2021-07-12 16:43:21,130,2.47,3.94,1.30,197.96,0.10,48.183136,-122.128487,34.9,3.2
2021-07-12 16:43:23,132,2.51,4.15,1.30,215.59,0.10,48.183136,-122.128487,35.0,3.2
2021-07-12 16:43:25,134,2.55,4.55,1.29,215.76,0.11,48.183134,-122.128487,35.3,3.2
2021-07-12 16:43:27,136,2.60,4.01,1.32,216.11,0.11,48.183133,-122.128488,35.3,3.2
2021-07-12 16:43:29,138,2.64,4.43,1.29,211.20,0.10,48.183132,-122.128488,35.5,3.2
2021-07-12 16:43:31,140,2.68,4.37,1.30,212.73,0.10,48.183133,-122.128490,35.5,3.2
2021-07-12 16:43:33,142,2.73,4.11,1.31,210.64,0.11,48.183131,-122.128491,35.7,3.2
2021-07-12 16:43:35,144,2.77,4.21,1.30,192.85,0.11,48.183130,-122.128495,35.7,3.2
2021-07-12 16:43:37,146,2.82,4.33,1.31,209.63,0.11,48.183130,-122.128500,35.7,3.2
2021-07-12 16:43:39,148,2.86,4.42,1.29,198.43,0.10,48.183129,-122.128500,36.0,3.2
2021-07-12 16:43:41,150,2.90,4.31,1.30,207.14,0.10,48.183128,-122.128500,36.4,3.2
2021-07-12 16:43:43,152,2.94,4.35,1.29,226.55,0.10,48.183127,-122.128498,36.7,3.2
2021-07-12 16:43:45,154,2.99,4.43,1.31,237.71,0.09,48.183126,-122.128496,37.1,3.2
2021-07-12 16:43:47,156,3.03,4.30,1.30,234.74,0.09,48.183125,-122.128492,37.3,3.2
2021-07-12 16:43:49,158,3.07,4.91,1.27,234.66,0.09,48.183125,-122.128488,37.4,3.2
2021-07-12 16:43:51,160,3.12,4.20,1.34,273.02,0.08,48.183126,-122.128483,37.3,3.2
2021-07-12 16:43:53,162,3.16,4.09,1.31,270.89,0.08,48.183126,-122.128479,37.3,3.2
2021-07-12 16:43:55,164,3.21,4.39,1.30,291.61,0.08,48.183126,-122.128474,37.6,3.2
2021-07-12 16:43:57,166,3.25,4.34,1.30,287.93,0.07,48.183125,-122.128471,38.1,3.2
2021-07-12 16:43:59,168,3.29,4.48,1.28,282.19,0.08,48.183123,-122.128466,38.9,3.2
2021-07-12 16:44:01,170,3.34,4.22,1.31,302.61,0.07,48.183122,-122.128461,39.5,3.2
2021-07-12 16:44:03,172,3.38,4.14,1.30,313.33,0.07,48.183122,-122.128459,40.0,3.2
2021-07-12 16:44:05,174,3.42,4.22,1.30,298.44,0.07,48.183120,-122.128456,40.7,3.2
2021-07-12 16:44:07,176,3.47,4.24,1.30,342.56,0.08,48.183120,-122.128454,41.3,3.2
2021-07-12 16:44:09,178,3.51,4.26,1.30,301.14,0.07,48.183118,-122.128454,41.8,3.2
2021-07-12 16:44:11,180,3.55,4.38,1.30,291.81,0.08,48.183117,-122.128457,42.2,3.2
2021-07-12 16:44:13,182,3.60,4.16,1.30,284.34,0.07,48.183116,-122.128458,42.7,3.2
2021-07-12 16:44:15,184,3.64,4.47,1.30,300.30,0.07,48.183116,-122.128458,42.8,3.2
2021-07-12 16:44:17,186,3.68,4.84,1.31,308.38,0.07,48.183118,-122.128459,42.9,3.2
2021-07-12 16:44:19,188,3.73,3.91,1.32,351.72,0.06,48.183118,-122.128458,43.0,3.9
2021-07-12 16:44:21,190,3.77,4.13,1.29,367.21,0.06,48.183118,-122.128458,43.3,3.9
2021-07-12 16:44:23,192,3.81,4.42,1.27,315.21,0.07,48.183117,-122.128459,43.6,3.9
2021-07-12 16:44:25,194,3.86,4.52,1.30,314.47,0.07,48.183116,-122.128458,43.9,3.9
2021-07-12 16:44:27,196,3.90,4.15,1.31,305.79,0.05,48.183116,-122.128457,44.0,3.9
2021-07-12 16:44:29,198,3.94,4.84,1.27,389.45,0.05,48.183116,-122.128454,44.2,3.9
2021-07-12 16:44:31,200,3.99,4.20,1.32,420.65,0.05,48.183118,-122.128455,44.0,3.9
2021-07-12 16:44:33,202,4.03,4.36,1.29,431.73,0.05,48.183120,-122.128457,43.7,3.9
2021-07-12 16:44:35,204,4.07,4.25,1.30,429.89,0.05,48.183120,-122.128458,43.5,3.9
2021-07-12 16:44:37,206,4.12,4.37,1.31,428.10,0.05,48.183121,-122.128461,43.3,3.9
2021-07-12 16:44:39,208,4.16,4.19,1.30,443.53,0.05,48.183122,-122.128463,43.0,3.9
2021-07-12 16:44:41,210,4.20,4.35,1.30,429.04,0.05,48.183124,-122.128464,42.7,3.9
2021-07-12 16:44:43,212,4.25,4.57,1.32,491.07,0.04,48.183125,-122.128466,42.6,3.9
2021-07-12 16:44:45,214,4.29,4.73,1.34,573.38,0.04,48.183126,-122.128467,42.6,3.9
2021-07-12 16:44:47,216,4.34,4.59,1.33,621.79,0.04,48.183126,-122.128467,42.8,3.9
2021-07-12 16:44:49,218,4.38,4.18,1.32,621.47,0.04,48.183124,-122.128465,43.2,3.9
2021-07-12 16:44:51,220,4.42,4.27,1.30,610.33,0.04,48.183123,-122.128462,43.7,3.9
2021-07-12 16:44:53,222,4.47,4.19,1.28,595.07,0.04,48.183122,-122.128460,43.9,3.9
2021-07-12 16:44:55,224,4.51,3.67,1.29,594.74,0.04,48.183121,-122.128459,44.2,3.9
2021-07-12 16:44:57,226,4.55,5.59,1.18,523.75,0.04,48.183119,-122.128459,44.3,3.9
2021-07-12 16:44:59,228,4.59,4.95,1.34,550.08,0.04,48.183118,-122.128458,44.5,3.2
2021-07-12 16:45:01,230,4.64,4.29,1.32,508.67,0.04,48.183117,-122.128458,44.4,3.2
2021-07-12 16:45:03,232,4.68,4.85,1.29,489.19,0.04,48.183116,-122.128459,44.1,3.2
2021-07-12 16:45:05,234,4.72,4.49,1.31,492.85,0.04,48.183115,-122.128459,43.9,3.2
2021-07-12 16:45:07,236,4.77,4.65,1.29,500.00,0.05,48.183115,-122.128461,43.7,3.2
2021-07-12 16:45:09,238,4.81,4.62,1.30,443.99,0.05,48.183113,-122.128461,43.5,3.2
2021-07-12 16:45:11,240,4.85,4.54,1.31,437.10,0.05,48.183112,-122.128461,43.4,3.2
2021-07-12 16:45:13,242,4.90,4.52,1.31,447.40,0.05,48.183113,-122.128463,43.1,3.2
