Sequencing.run,Sample_name,Sample_ID,Locus,Index.Set,Index.number,Month.year,Creek,Station,Bio.rep,Tech.rep,Dilution.factor,Type,rc
9,NGN0868,MiFish.1021.2Brn.Up.3,MiFish,B,170,1021,2Brn,Up,3,1,1,sample,0
9,NGN0869,MiFish.1021.3Chk.Dn.3,MiFish,B,169,1021,3Chk,Dn,3,1,1,sample,0
9,NGN0870,MiFish.1021.3Chk.Up.1,MiFish,B,168,1021,3Chk,Up,1,1,1,sample,0
9,NGN0871,MiFish.1021.4Pad.Dn.2,MiFish,B,167,1021,4Pad,Dn,2,1,1,sample,0
9,NGN0872,MiFish.1021.4Pad.Up11.1,MiFish,B,166,1021,4Pad,Up11,1,1,1,sample,0
9,NGN0873,MiFish.1021.4Pad.Up11.2,MiFish,B,165,1021,4Pad,Up11,2,1,1,sample,0
9,NGN0874,MiFish.1021.4Pad.Up5.1,MiFish,B,164,1021,4Pad,Up5,1,1,1,sample,0
9,NGN0875,MiFish.1021.4Pad.Up5.2,MiFish,B,163,1021,4Pad,Up5,2,1,1,sample,0
9,NGN0876,MiFish.1021.5Sqm.Dn.1,MiFish,B,162,1021,5Sqm,Dn,1,1,1,sample,0
9,NGN0877,MiFish.1021.5Sqm.Dn.3,MiFish,B,161,1021,5Sqm,Dn,3,1,1,sample,0
9,NGN0878,MiFish.1021.5Sqm.Up.1,MiFish,B,160,1021,5Sqm,Up,1,1,1,sample,0
9,NGN0879,MiFish.1021.3Chk.Dn.3.TR2,MiFish,B,159,1021,3Chk,Dn,3,2,1,tech_rep,0
9,NGN0880,MiFish.1021.3Chk.Dn.3.TR3,MiFish,B,158,1021,3Chk,Dn,3,3,1,tech_rep,0
9,NGN0881,MiFish.1121.1Prt.Dn.2,MiFish,B,157,1121,1Prt,Dn,2,1,10,sample,0
9,NGN0882,MiFish.1121.1Prt.Dn.3,MiFish,B,156,1121,1Prt,Dn,3,1,10,sample,0
9,NGN0883,MiFish.1121.1Prt.Up.1,MiFish,B,155,1121,1Prt,Up,1,1,10,sample,0
9,NGN0884,MiFish.1121.1Prt.Up.2,MiFish,B,154,1121,1Prt,Up,2,1,10,sample,0
9,NGN0885,MiFish.1121.1Prt.Up.3,MiFish,B,153,1121,1Prt,Up,3,1,10,sample,0
9,NGN0886,MiFish.1121.2Brn.Dn.3,MiFish,B,152,1121,2Brn,Dn,3,1,1,sample,0
9,NGN0887,MiFish.1121.2Brn.Up.2,MiFish,B,151,1121,2Brn,Up,2,1,1,sample,0
9,NGN0888,MiFish.1121.3Chk.Up.2,MiFish,B,150,1121,3Chk,Up,2,1,1,sample,0
9,NGN0889,MiFish.1121.4Pad.Dn.1,MiFish,B,149,1121,4Pad,Dn,1,1,10,sample,0
9,NGN0890,MiFish.1121.4Pad.Dn.2,MiFish,B,148,1121,4Pad,Dn,2,1,1,sample,0
9,NGN0891,MiFish.1121.4Pad.Dn.3,MiFish,B,147,1121,4Pad,Dn,3,1,1,sample,0
9,NGN0892,MiFish.1121.4Pad.Up11.2,MiFish,B,146,1121,4Pad,Up11,2,1,10,sample,0
9,NGN0893,MiFish.1121.4Pad.Up5.3,MiFish,B,145,1121,4Pad,Up5,3,1,10,sample,0
9,NGN0894,MiFish.1121.5Sqm.Dn.2,MiFish,B,144,1121,5Sqm,Dn,2,1,1,sample,0
9,NGN0895,MiFish.1121.5Sqm.Up.3,MiFish,B,143,1121,5Sqm,Up,3,1,1,sample,0
9,NGN0896,MiFish.1121.4Pad.Up5.3.TR2,MiFish,B,142,1121,4Pad,Up5,3,2,10,tech_rep,0
9,NGN0897,MiFish.1121.4Pad.Up5.3.TR3,MiFish,B,141,1121,4Pad,Up5,3,3,10,tech_rep,0
9,NGN0898,MiFish.Kangaroo.Run9,MiFish,B,140,Kangaroo,Kangaroo,Kangaroo,Kangaroo,1,1,Kangaroo,0
10,NGN0952,MiFish.1221.1Prt.Dn.1,MiFish,A,1,1221,1Prt,Dn,1,1,10,sample,0
10,NGN0953,MiFish.1221.1Prt.Up.3,MiFish,A,2,1221,1Prt,Up,3,1,10,sample,0
10,NGN0954,MiFish.1221.2Brn.Dn.2,MiFish,A,3,1221,2Brn,Dn,2,1,1,sample,0
10,NGN0955,MiFish.1221.2Brn.Up.1,MiFish,A,4,1221,2Brn,Up,1,1,1,sample,0
10,NGN0956,MiFish.1221.2Brn.Up.2,MiFish,A,5,1221,2Brn,Up,2,1,1,sample,0
10,NGN0957,MiFish.1221.3Chk.Dn.3,MiFish,A,6,1221,3Chk,Dn,3,1,1,sample,0
10,NGN0958,MiFish.1221.3Chk.Up.3,MiFish,A,7,1221,3Chk,Up,3,1,1,sample,0
10,NGN0959,MiFish.1221.4Pad.Dn.2,MiFish,A,8,1221,4Pad,Dn,2,1,1,sample,0
10,NGN0960,MiFish.1221.4Pad.Dn.3,MiFish,A,9,1221,4Pad,Dn,3,1,1,sample,0
10,NGN0961,MiFish.1221.5Sqm.Dn.3,MiFish,A,10,1221,5Sqm,Dn,3,1,1,sample,0
10,NGN0962,MiFish.1221.5Sqm.Up.2,MiFish,A,11,1221,5Sqm,Up,2,1,1,sample,0
10,NGN0963,MiFish.1221.5Sqm.Up.3,MiFish,A,12,1221,5Sqm,Up,3,1,1,sample,0
10,NGN0964,MiFish.0122.1Prt.Dn.1,MiFish,A,13,122,1Prt,Dn,1,1,10,sample,0
10,NGN0965,MiFish.0122.1Prt.Dn.3,MiFish,A,14,122,1Prt,Dn,3,1,10,sample,0
10,NGN0966,MiFish.0122.1Prt.Up.1,MiFish,A,15,122,1Prt,Up,1,1,1,sample,0
10,NGN0967,MiFish.0122.1Prt.Up.3,MiFish,A,16,122,1Prt,Up,3,1,1,sample,0
10,NGN0968,MiFish.0122.2Brn.Dn.3,MiFish,A,17,122,2Brn,Dn,3,1,10,sample,0
10,NGN0969,MiFish.0122.2Brn.Up.2,MiFish,A,18,122,2Brn,Up,2,1,10,sample,0
10,NGN0970,MiFish.0122.3Chk.Dn.1,MiFish,A,19,122,3Chk,Dn,1,1,1,sample,0
10,NGN0971,MiFish.0122.3Chk.Dn.3,MiFish,A,20,122,3Chk,Dn,3,1,1,sample,0
10,NGN0972,MiFish.0122.4Pad.Dn.1,MiFish,A,21,122,4Pad,Dn,1,1,1,sample,0
10,NGN0973,MiFish.0122.4Pad.Dn.2,MiFish,A,22,122,4Pad,Dn,2,1,1,sample,0
10,NGN0974,MiFish.0122.4Pad.Dn.3,MiFish,A,23,122,4Pad,Dn,3,1,1,sample,0
10,NGN0975,MiFish.0122.4Pad.Up11.1,MiFish,A,24,122,4Pad,Up11,1,1,1,sample,0
10,NGN0976,MiFish.0122.4Pad.Up11.2,MiFish,A,25,122,4Pad,Up11,2,1,1,sample,0
10,NGN0977,MiFish.0122.4Pad.Up11.3,MiFish,A,26,122,4Pad,Up11,3,1,1,sample,0
10,NGN0978,MiFish.0122.5Sqm.Dn.2,MiFish,A,27,122,5Sqm,Dn,2,1,1,sample,0
10,NGN0979,MiFish.0122.5Sqm.Up.2,MiFish,A,28,122,5Sqm,Up,2,1,10,sample,0
10,NGN0980,MiFish.0122.5Sqm.Up.3,MiFish,A,29,122,5Sqm,Up,3,1,10,sample,0
10,NGN0981,MiFish.0122.1Prt.Dn.3.TR2,MiFish,A,192,122,1Prt,Dn,3,2,10,tech_rep,0
10,NGN0982,MiFish.0122.1Prt.Dn.3.TR3,MiFish,A,31,122,1Prt,Dn,3,2,10,tech_rep,0
10,NGN0983,MiFish.0222.1Prt.Dn.3,MiFish,A,32,222,1Prt,Dn,3,1,10,sample,0
10,NGN0984,MiFish.0222.1Prt.Up.2,MiFish,A,33,222,1Prt,Up,2,1,10,sample,0
10,NGN0985,MiFish.0222.2Brn.Dn.1,MiFish,A,34,222,2Brn,Dn,1,1,1,sample,0
10,NGN0986,MiFish.0222.2Brn.Dn.3,MiFish,A,35,222,2Brn,Dn,3,1,1,sample,0
10,NGN0987,MiFish.0222.2Brn.Up.1,MiFish,A,36,222,2Brn,Up,1,1,1,sample,0
10,NGN0988,MiFish.0222.2Brn.Up.2,MiFish,A,37,222,2Brn,Up,2,1,1,sample,0
10,NGN0989,MiFish.0222.2Brn.Up.3,MiFish,A,38,222,2Brn,Up,3,1,1,sample,0
10,NGN0990,MiFish.0222.3Chk.Dn.3,MiFish,A,39,222,3Chk,Dn,3,1,1,sample,0
10,NGN0991,MiFish.0222.3Chk.Up.1,MiFish,A,40,222,3Chk,Up,1,1,1,sample,0
10,NGN0992,MiFish.0222.3Chk.Up.2,MiFish,A,41,222,3Chk,Up,2,1,1,sample,0
10,NGN0993,MiFish.0222.4Pad.Dn.1,MiFish,A,42,222,4Pad,Dn,1,1,1,sample,0
10,NGN0994,MiFish.0222.4Pad.Dn.2,MiFish,A,43,222,4Pad,Dn,2,1,1,sample,0
10,NGN0995,MiFish.0222.4Pad.Dn.3,MiFish,A,44,222,4Pad,Dn,3,1,1,sample,0
10,NGN0996,MiFish.0222.4Pad.Up11.3,MiFish,A,45,222,4Pad,Up11,3,1,1,sample,0
10,NGN0997,MiFish.0222.4Pad.Up5.2,MiFish,A,46,222,4Pad,Up5,2,1,1,sample,0
10,NGN0998,MiFish.0222.5Sqm.Dn.2,MiFish,A,47,222,5Sqm,Dn,2,1,1,sample,0
10,NGN0999,MiFish.0222.5Sqm.Dn.3,MiFish,A,48,222,5Sqm,Dn,3,1,1,sample,0
10,NGN1000,MiFish.0222.5Sqm.Up.2,MiFish,A,49,222,5Sqm,Up,2,1,1,sample,0
10,NGN1001,MiFish.0222.5Sqm.Up.3,MiFish,A,50,222,5Sqm,Up,3,1,1,sample,0
10,NGN1002,MiFish.Kangaroo.Run10,MiFish,A,51,Kangaroo,Kangaroo,Kangaroo,Kangaroo,1,1,Kangaroo,0
11,NGN1055,MiFish.1221.1Prt.Dn.2,MiFish,A,1,1221,1Prt,Dn,2,1,10,sample,0
11,NGN1056,MiFish.1221.1Prt.Dn.3,MiFish,A,2,1221,1Prt,Dn,3,1,10,sample,0
11,NGN1057,MiFish.1221.1Prt.Up.1,MiFish,A,3,1221,1Prt,Up,1,1,10,sample,0
11,NGN1058,MiFish.1221.1Prt.Up.2,MiFish,A,4,1221,1Prt,Up,2,1,10,sample,0
11,NGN1059,MiFish.1221.2Brn.Dn.1,MiFish,A,5,1221,2Brn,Dn,1,1,1,sample,0
11,NGN1060,MiFish.1221.2Brn.Dn.3,MiFish,A,6,1221,2Brn,Dn,3,1,1,sample,0
11,NGN1061,MiFish.1221.2Brn.Up.3,MiFish,A,7,1221,2Brn,Up,3,1,1,sample,0
11,NGN1062,MiFish.1221.3Chk.Dn.1,MiFish,A,8,1221,3Chk,Dn,1,1,1,sample,0
11,NGN1063,MiFish.1221.3Chk.Dn.2,MiFish,A,9,1221,3Chk,Dn,2,1,1,sample,0
11,NGN1064,MiFish.1221.3Chk.Up.1,MiFish,A,10,1221,3Chk,Up,1,1,1,sample,0
11,NGN1065,MiFish.1221.3Chk.Up.2,MiFish,A,11,1221,3Chk,Up,2,1,1,sample,0
11,NGN1066,MiFish.1221.4Pad.Dn.1,MiFish,A,12,1221,4Pad,Dn,1,1,1,sample,0
11,NGN1067,MiFish.1221.4Pad.Up11.1,MiFish,A,13,1221,4Pad,Up11,1,1,1,sample,0
11,NGN1068,MiFish.1221.4Pad.Up11.2,MiFish,A,14,1221,4Pad,Up11,2,1,1,sample,0
11,NGN1069,MiFish.1221.4Pad.Up11.3,MiFish,A,15,1221,4Pad,Up11,3,1,1,sample,0
11,NGN1070,MiFish.1221.4Pad.Up5.1,MiFish,A,16,1221,4Pad,Up5,1,1,1,sample,0
11,NGN1071,MiFish.1221.4Pad.Up5.2,MiFish,A,17,1221,4Pad,Up5,2,1,1,sample,0
11,NGN1072,MiFish.1221.4Pad.Up5.3,MiFish,A,18,1221,4Pad,Up5,3,1,1,sample,0
11,NGN1073,MiFish.1221.5Sqm.Dn.1,MiFish,A,19,1221,5Sqm,Dn,1,1,1,sample,0
11,NGN1074,MiFish.1221.5Sqm.Dn.2,MiFish,A,20,1221,5Sqm,Dn,2,1,1,sample,0
11,NGN1075,MiFish.1221.5Sqm.Up.1,MiFish,A,21,1221,5Sqm,Up,1,1,1,sample,0
11,NGN1076,MiFish.1221.2Brn.Up.3.TR2,MiFish,A,22,1221,2Brn,Up,3,2,1,tech_rep,0
11,NGN1077,MiFish.1221.2Brn.Up.3.TR3,MiFish,A,23,1221,2Brn,Up,3,3,1,tech_rep,0
11,NGN1078,MiFish.0122.1Prt.Dn.2,MiFish,A,24,122,1Prt,Dn,2,1,10,sample,0
11,NGN1079,MiFish.0122.1Prt.Up.2,MiFish,A,25,122,1Prt,Up,2,1,10,sample,0
11,NGN1080,MiFish.0122.2Brn.Dn.1,MiFish,A,26,122,2Brn,Dn,1,1,1,sample,0
11,NGN1081,MiFish.0122.2Brn.Dn.2,MiFish,A,27,122,2Brn,Dn,2,1,1,sample,0
11,NGN1082,MiFish.0122.2Brn.Up.1,MiFish,A,28,122,2Brn,Up,1,1,10,sample,0
11,NGN1083,MiFish.0122.2Brn.Up.3,MiFish,A,29,122,2Brn,Up,3,1,10,sample,0
11,NGN1084,MiFish.0122.3Chk.Dn.2,MiFish,A,30,122,3Chk,Dn,2,1,1,sample,0
11,NGN1085,MiFish.0122.3Chk.Up.1,MiFish,A,31,122,3Chk,Up,1,1,1,sample,0
11,NGN1086,MiFish.0122.3Chk.Up.2,MiFish,A,32,122,3Chk,Up,2,1,1,sample,0
11,NGN1087,MiFish.0122.3Chk.Up.3,MiFish,A,33,122,3Chk,Up,3,1,1,sample,0
11,NGN1088,MiFish.0122.4Pad.Up5.1,MiFish,A,34,122,4Pad,Up5,1,1,1,sample,0
11,NGN1089,MiFish.0122.4Pad.Up5.2,MiFish,A,35,122,4Pad,Up5,2,1,1,sample,0
11,NGN1090,MiFish.0122.4Pad.Up5.3,MiFish,A,36,122,4Pad,Up5,3,1,1,sample,0
11,NGN1091,MiFish.0122.5Sqm.Dn.1,MiFish,A,37,122,5Sqm,Dn,1,1,1,sample,0
11,NGN1092,MiFish.0122.5Sqm.Dn.3,MiFish,A,38,122,5Sqm,Dn,3,1,1,sample,0
11,NGN1093,MiFish.0122.5Sqm.Up.1,MiFish,A,39,122,5Sqm,Up,1,1,10,sample,0
11,NGN1094,MiFish.0222.1Prt.Dn.1,MiFish,A,40,222,1Prt,Dn,1,1,10,sample,0
11,NGN1095,MiFish.0222.1Prt.Dn.2,MiFish,A,41,222,1Prt,Dn,2,1,10,sample,0
11,NGN1096,MiFish.0222.1Prt.Up.1,MiFish,A,42,222,1Prt,Up,1,1,10,sample,0
11,NGN1097,MiFish.0222.1Prt.Up.3,MiFish,A,43,222,1Prt,Up,3,1,10,sample,0
11,NGN1098,MiFish.0222.2Brn.Dn.2,MiFish,A,44,222,2Brn,Dn,2,1,1,sample,0
11,NGN1099,MiFish.0222.3Chk.Dn.1,MiFish,A,45,222,3Chk,Dn,1,1,1,sample,0
11,NGN1100,MiFish.0222.3Chk.Dn.2,MiFish,A,46,222,3Chk,Dn,2,1,1,sample,0
11,NGN1101,MiFish.0222.3Chk.Up.3,MiFish,A,47,222,3Chk,Up,3,1,1,sample,0
11,NGN1102,MiFish.0222.4Pad.Up11.1,MiFish,A,48,222,4Pad,Up11,1,1,1,sample,0
11,NGN1103,MiFish.0222.4Pad.Up11.2,MiFish,A,49,222,4Pad,Up11,2,1,1,sample,0
11,NGN1104,MiFish.0222.4Pad.Up5.1,MiFish,A,50,222,4Pad,Up5,1,1,1,sample,0
11,NGN1105,MiFish.0222.4Pad.Up5.3,MiFish,A,51,222,4Pad,Up5,3,1,1,sample,0
11,NGN1106,MiFish.0222.5Sqm.Dn.1,MiFish,A,52,222,5Sqm,Dn,1,1,1,sample,0
11,NGN1107,MiFish.0222.5Sqm.Up.1,MiFish,A,53,222,5Sqm,Up,1,1,1,sample,0
11,NGN1110,MiFish.Kangaroo.Run11,MiFish,A,56,Kangaroo,Kangaroo,Kangaroo,Kangaroo,1,1,Kangaroo,0
