Sample,Adj_Vol,DateStamp
1221.4Pad.Up5.1,2.013333333,2021-12-10 21:52:01 UTC
1221.4Pad.Up5.2,2.013333333,2021-12-10 21:52:01 UTC
1221.4Pad.Up5.3,2.013333333,2021-12-10 21:52:01 UTC
1221.5Sqm.Dn.1,2.023333333,2021-12-10 22:27:55 UTC
1221.5Sqm.Dn.2,2.023333333,2021-12-10 22:27:55 UTC
1221.5Sqm.Dn.3,2.023333333,2021-12-10 22:27:55 UTC
1221.5Sqm.Up.1,2.003333333,2021-12-10 22:41:11 UTC
1221.5Sqm.Up.2,2.003333333,2021-12-10 22:41:11 UTC
1221.5Sqm.Up.3,2.003333333,2021-12-10 22:41:11 UTC
PadDn_1_0322_10,2,2022-03-15 20:00:00 UTC
PadDn_1_0422_1,2,2022-04-15 20:00:00 UTC
PadDn_1_0522_1,2,2022-05-15 20:00:00 UTC
PadDn_1_0522_TR2_1,2,2022-05-15 20:00:00 UTC
PadDn_1_0522_TR3_1,2,2022-05-15 20:00:00 UTC
PadDn_1_0622_10,2,2022-06-15 20:00:00 UTC
PadDn_1_0722_1,1,2022-07-15 20:00:00 UTC
PadDn_1_0822_1,2,2022-08-15 20:00:00 UTC
PadDn_1_1222_1,2,2022-12-15 20:00:00 UTC
PadDn_2_0322_10,2,2022-03-15 20:00:00 UTC
PadDn_2_0422_1,2,2022-04-15 20:00:00 UTC
PadDn_2_0522_1,2,2022-05-15 20:00:00 UTC
PadDn_2_0622_10,2,2022-06-15 20:00:00 UTC
PadDn_2_0722_1,2,2022-07-15 20:00:00 UTC
PadDn_2_0822_1,2,2022-08-15 20:00:00 UTC
PadDn_2_1222_1,2,2022-12-15 20:00:00 UTC
PadDn_3_0322_10,2,2022-03-15 20:00:00 UTC
PadDn_3_0422_1,2,2022-04-15 20:00:00 UTC
PadDn_3_0522_1,2,2022-05-15 20:00:00 UTC
PadDn_3_0622_10,2,2022-06-15 20:00:00 UTC
PadDn_3_0722_10,2,2022-07-15 20:00:00 UTC
PadDn_3_0822_1,2,2022-08-15 20:00:00 UTC
PadDn_3_1222_1,2,2022-12-15 20:00:00 UTC
PadDn1.0322 1:10,2,2022-03-15 20:00:00 UTC
PadDn1.0422,2,2022-04-15 20:00:00 UTC
PadDn1.0522,2,2022-05-15 20:00:00 UTC
PadDn1.0522TR2,2,2022-05-15 20:00:00 UTC
PadDn1.0522TR3,2,2022-05-15 20:00:00 UTC
PadDn1.0622 1:10,2,2022-06-15 20:00:00 UTC
PadDn2.0322 1:10,2,2022-03-15 20:00:00 UTC
PadDn2.0422,2,2022-04-15 20:00:00 UTC
PadDn2.0522,2,2022-05-15 20:00:00 UTC
PadDn2.0622 1:10,2,2022-06-15 20:00:00 UTC
PadDn3.0322 1:10,2,2022-03-15 20:00:00 UTC
PadDn3.0422,2,2022-04-15 20:00:00 UTC
PadDn3.0522,2,2022-05-15 20:00:00 UTC
PadDn3.0622 1:10,2,2022-06-15 20:00:00 UTC
PadUp11_1_0322_1,2,2022-03-15 20:00:00 UTC
PadUp11_1_0422_1,2,2022-04-15 20:00:00 UTC
PadUp11_1_0522_10,2,2022-05-15 20:00:00 UTC
PadUp11_1_0622_10,2,2022-06-15 20:00:00 UTC
PadUp11_1_0722_100,1,2022-07-15 20:00:00 UTC
PadUp11_1_0722TR2_100,1,2022-07-15 20:00:00 UTC
PadUp11_1_0722TR3_100,1,2022-07-15 20:00:00 UTC
PadUp11_1_0822_1,2,2022-08-15 20:00:00 UTC
PadUp11_1_1222_1,2,2022-12-15 20:00:00 UTC
PadUp11_2_0322_1,2,2022-03-15 20:00:00 UTC
PadUp11_2_0422_1,2,2022-04-15 20:00:00 UTC
PadUp11_2_0522_1,2,2022-05-15 20:00:00 UTC
PadUp11_2_0622_10,2,2022-06-15 20:00:00 UTC
PadUp11_2_0722_10,2,2022-07-15 20:00:00 UTC
PadUp11_2_0822_10,2,2022-08-15 20:00:00 UTC
PadUp11_2_1222_1,2,2022-12-15 20:00:00 UTC
PadUp11_3_0322_1,2,2022-03-15 20:00:00 UTC
PadUp11_3_0422_1,2,2022-04-15 20:00:00 UTC
PadUp11_3_0522_1,2,2022-05-15 20:00:00 UTC
PadUp11_3_0622_10,2,2022-06-15 20:00:00 UTC
PadUp11_3_0722_10,2,2022-07-15 20:00:00 UTC
PadUp11_3_0822_1,2,2022-08-15 20:00:00 UTC
PadUp11_3_1222_1,2,2022-12-15 20:00:00 UTC
PadUp11.1.0322,2,2022-03-15 20:00:00 UTC
PadUp11.1.0422,2,2022-04-15 20:00:00 UTC
PadUp11.1.0522 1:10,2,2022-05-15 20:00:00 UTC
PadUp11.1.0622 1:10,2,2022-06-15 20:00:00 UTC
PadUp11.2.0322,2,2022-03-15 20:00:00 UTC
PadUp11.2.0422,2,2022-04-15 20:00:00 UTC
PadUp11.2.0522,2,2022-05-15 20:00:00 UTC
PadUp11.2.0622 1:10,2,2022-06-15 20:00:00 UTC
PadUp11.3.0322,2,2022-03-15 20:00:00 UTC
PadUp11.3.0422,2,2022-04-15 20:00:00 UTC
PadUp11.3.0522,2,2022-05-15 20:00:00 UTC
PadUp11.3.0622 1:10,2,2022-06-15 20:00:00 UTC
PadUp5_1_0322_1,2,2022-03-15 20:00:00 UTC
PadUp5_1_0422_1,2,2022-04-15 20:00:00 UTC
PadUp5_1_0522_1,2,2022-05-15 20:00:00 UTC
PadUp5_1_0622_10,2,2022-06-15 20:00:00 UTC
PadUp5_1_0722_10,2,2022-07-15 20:00:00 UTC
PadUp5_1_0822_1,2,2022-08-15 20:00:00 UTC
PadUp5_1_1222_1,2,2022-12-15 20:00:00 UTC
PadUp5_2_0322_1_1,2,2022-03-15 20:00:00 UTC
PadUp5_2_0422_1,2,2022-04-15 20:00:00 UTC
PadUp5_2_0522_1,2,2022-05-15 20:00:00 UTC
PadUp5_2_0622_10,2,2022-06-15 20:00:00 UTC
PadUp5_2_0722_1,2,2022-07-15 20:00:00 UTC
PadUp5_2_0822_1,2,2022-08-15 20:00:00 UTC
PadUp5_2_1222_1,2,2022-12-15 20:00:00 UTC
PadUp5_3_0322_1,2,2022-03-15 20:00:00 UTC
PadUp5_3_0422_1,2,2022-04-15 20:00:00 UTC
PadUp5_3_0522_1,2,2022-05-15 20:00:00 UTC
PadUp5_3_0622_10,2,2022-06-15 20:00:00 UTC
PadUp5_3_0722_10,2,2022-07-15 20:00:00 UTC
PadUp5_3_0822_1,2,2022-08-15 20:00:00 UTC
PadUp5_3_1222_1,2,2022-12-15 20:00:00 UTC
PadUp5.1.0322,2,2022-03-15 20:00:00 UTC
PadUp5.1.0422,2,2022-04-15 20:00:00 UTC
PadUp5.1.0522,2,2022-05-15 20:00:00 UTC
PadUp5.1.0622 1:10,2,2022-06-15 20:00:00 UTC
PadUp5.2.0322,2,2022-03-15 20:00:00 UTC
PadUp5.2.0422,2,2022-04-15 20:00:00 UTC
PadUp5.2.0522,2,2022-05-15 20:00:00 UTC
PadUp5.2.0622 1:10,2,2022-06-15 20:00:00 UTC
PadUp5.3.0322,2,2022-03-15 20:00:00 UTC
PadUp5.3.0422,2,2022-04-15 20:00:00 UTC
PadUp5.3.0522,2,2022-05-15 20:00:00 UTC
PadUp5.3.0622 1:10,2,2022-06-15 20:00:00 UTC
PrtDn_1_0322_100,2,2022-03-15 20:00:00 UTC
PrtDn_1_0422_10,2,2022-04-15 20:00:00 UTC
PrtDn_1_0422_TR2_10,2,2022-04-15 20:00:00 UTC
PrtDn_1_0422_TR3_10,2,2022-04-15 20:00:00 UTC
PrtDn_1_0522_10,2,2022-05-15 20:00:00 UTC
PrtDn_1_0622_100,2,2022-06-15 20:00:00 UTC
PrtDn_1_0722_100,2,2022-07-15 20:00:00 UTC
PrtDn_1_07220,2,2022-07-15 20:00:00 UTC
PrtDn_1_0822_100,2,2022-08-15 20:00:00 UTC
PrtDn_1_1222_10,2,2022-12-15 20:00:00 UTC
PrtDn_2_0322_100,2,2022-03-15 20:00:00 UTC
PrtDn_2_0422_10,2,2022-04-15 20:00:00 UTC
PrtDn_2_0522_10,2,2022-05-15 20:00:00 UTC
PrtDn_2_0622_100,2,2022-06-15 20:00:00 UTC
PrtDn_2_0722_100,2,2022-07-15 20:00:00 UTC
PrtDn_2_0822_100,2,2022-08-15 20:00:00 UTC
PrtDn_2_1222_1,2,2022-12-15 20:00:00 UTC
PrtDn_3_0322_100,2,2022-03-15 20:00:00 UTC
PrtDn_3_0422_10,2,2022-04-15 20:00:00 UTC
PrtDn_3_0522_10,2,2022-05-15 20:00:00 UTC
PrtDn_3_0622_100,2,2022-06-15 20:00:00 UTC
PrtDn_3_0722_100,2,2022-07-15 20:00:00 UTC
PrtDn_3_0822_100,2,2022-08-15 20:00:00 UTC
PrtDn_3_1222_1,2,2022-12-15 20:00:00 UTC
PrtDn1.0322 1:100,2,2022-03-15 20:00:00 UTC
PrtDn1.0422 1:10,2,2022-04-15 20:00:00 UTC
PrtDn1.0422TR2 1:10,2,2022-04-15 20:00:00 UTC
PrtDn1.0422TR3 1:10,2,2022-04-15 20:00:00 UTC
PrtDn1.0522 1:10,2,2022-05-15 20:00:00 UTC
PrtDn1.0622 1:100,1.45,2022-06-15 20:00:00 UTC
PrtDn2.0322 1:100,2,2022-03-15 20:00:00 UTC
PrtDn2.0422 1:10,2,2022-04-15 20:00:00 UTC
PrtDn2.0522 1:10,2,2022-05-15 20:00:00 UTC
PrtDn2.0622 1:100,1.5,2022-06-15 20:00:00 UTC
PrtDn3.0322 1:100,2,2022-03-15 20:00:00 UTC
PrtDn3.0422 1:10,2,2022-04-15 20:00:00 UTC
PrtDn3.0522 1:10,2,2022-05-15 20:00:00 UTC
PrtDn3.0622 1:100,1.6,2022-06-15 20:00:00 UTC
PrtUp_1_0322_100,2,2022-03-15 20:00:00 UTC
PrtUp_1_0422_10,2,2022-04-15 20:00:00 UTC
PrtUp_1_0522_10,2,2022-05-15 20:00:00 UTC
PrtUp_1_0622_100,2,2022-06-15 20:00:00 UTC
PrtUp_1_0722_10,2,2022-07-15 20:00:00 UTC
PrtUp_1_0822_100,2,2022-08-15 20:00:00 UTC
PrtUp_1_1222_10,2,2022-12-15 20:00:00 UTC
PrtUp_2_0322_100,2,2022-03-15 20:00:00 UTC
PrtUp_2_0422_10,2,2022-04-15 20:00:00 UTC
PrtUp_2_0522_10,2,2022-05-15 20:00:00 UTC
PrtUp_2_0622_100,2,2022-06-15 20:00:00 UTC
PrtUp_2_0722_10,2,2022-07-15 20:00:00 UTC
PrtUp_2_0822_10,2,2022-08-15 20:00:00 UTC
PrtUp_2_1222_10,2,2022-12-15 20:00:00 UTC
PrtUp_3_0322_100,2,2022-03-15 20:00:00 UTC
PrtUp_3_0422_10,2,2022-04-15 20:00:00 UTC
PrtUp_3_0522_10,2,2022-05-15 20:00:00 UTC
PrtUp_3_0622_100,2,2022-06-15 20:00:00 UTC
PrtUp_3_0722_10,2,2022-07-15 20:00:00 UTC
PrtUp_3_0822_10,2,2022-08-15 20:00:00 UTC
PrtUp_3_1222_1,2,2022-12-15 20:00:00 UTC
PrtUp1.0322 1:100,2,2022-03-15 20:00:00 UTC
PrtUp1.0422 1:10,2,2022-04-15 20:00:00 UTC
PrtUp1.0522 1:10,2,2022-05-15 20:00:00 UTC
PrtUp1.0622 1:100,1.4,2022-06-15 20:00:00 UTC
PrtUp2.0322 1:100,2,2022-03-15 20:00:00 UTC
PrtUp2.0422 1:10,2,2022-04-15 20:00:00 UTC
PrtUp2.0522 1:10,2,2022-05-15 20:00:00 UTC
PrtUp2.0622 1:100,1.5,2022-06-15 20:00:00 UTC
PrtUp3.0322 1:100,2,2022-03-15 20:00:00 UTC
PrtUp3.0422 1:10,2,2022-04-15 20:00:00 UTC
PrtUp3.0522 1:10,2,2022-05-15 20:00:00 UTC
PrtUp3.0622 1:100,1.65,2022-06-15 20:00:00 UTC
SqmDn_1_0322_TR1_10,2,2022-03-15 20:00:00 UTC
SqmDn_1_0322_TR2_10,2,2022-03-15 20:00:00 UTC
SqmDn_1_0422_10,2,2022-04-15 20:00:00 UTC
SqmDn_1_0522_10,2,2022-05-15 20:00:00 UTC
SqmDn_1_0622_10,2,2022-06-15 20:00:00 UTC
SqmDn_1_0722_1,2,2022-07-15 20:00:00 UTC
SqmDn_1_0822_1,2,2022-08-15 20:00:00 UTC
SqmDn_1_1222_1,2,2022-12-15 20:00:00 UTC
SqmDn_2_0322_10,2,2022-03-15 20:00:00 UTC
SqmDn_2_0422_10,2,2022-04-15 20:00:00 UTC
SqmDn_2_0522_10,2,2022-05-15 20:00:00 UTC
SqmDn_2_0622_10,2,2022-06-15 20:00:00 UTC
SqmDn_2_0722_1,2,2022-07-15 20:00:00 UTC
SqmDn_2_0822_1,2,2022-08-15 20:00:00 UTC
SqmDn_2_1222_1,2,2022-12-15 20:00:00 UTC
SqmDn_3_0322_10,2,2022-03-15 20:00:00 UTC
SqmDn_3_0422_10,2,2022-04-15 20:00:00 UTC
SqmDn_3_0522_10,2,2022-05-15 20:00:00 UTC
SqmDn_3_0622_10,2,2022-06-15 20:00:00 UTC
SqmDn_3_0722_1,2,2022-07-15 20:00:00 UTC
SqmDn_3_0822_1,2,2022-08-15 20:00:00 UTC
SqmDn_3_1222_1,2,2022-12-15 20:00:00 UTC
SqmDn.1_0322_TR3_10,2,2022-03-15 20:00:00 UTC
SqmDn.1.0322TR3 1:10,2,2022-03-15 20:00:00 UTC
SqmDn1.0322TR1 1:10,2,2022-03-15 20:00:00 UTC
SqmDn1.0322TR2 1:10,2,2022-03-15 20:00:00 UTC
SqmDn1.0422 1:10,1.76,2022-04-15 20:00:00 UTC
SqmDn1.0522 1:10,2,2022-05-15 20:00:00 UTC
SqmDn1.0622 1:10,0.95,2022-06-15 20:00:00 UTC
SqmDn2.0322 1:10,2,2022-03-15 20:00:00 UTC
SqmDn2.0422 1:10,1.76,2022-04-15 20:00:00 UTC
SqmDn2.0522 1:10,2,2022-05-15 20:00:00 UTC
SqmDn2.0622 1:10,0.85,2022-06-15 20:00:00 UTC
SqmDn3.0322 1:10,2,2022-03-15 20:00:00 UTC
SqmDn3.0422 1:10,1.76,2022-04-15 20:00:00 UTC
SqmDn3.0522 1:10,2,2022-06-15 20:00:00 UTC
SqmDn3.0622 1:10,0.85,2022-06-15 20:00:00 UTC
SqmUp_1_0322_10,2,2022-03-15 20:00:00 UTC
SqmUp_1_0422_10,2,2022-04-15 20:00:00 UTC
SqmUp_1_0522_10,2,2022-05-15 20:00:00 UTC
SqmUp_1_0622_10,2,2022-06-15 20:00:00 UTC
SqmUp_1_0622_TR2_10,2,2022-06-15 20:00:00 UTC
SqmUp_1_0622_TR3_10,2,2022-06-15 20:00:00 UTC
SqmUp_1_0722_10,2,2022-07-15 20:00:00 UTC
SqmUp_1_0822_10,2,2022-08-15 20:00:00 UTC
SqmUp_1_1222_1,2,2022-12-15 20:00:00 UTC
SqmUp_2_0322_10,2,2022-03-15 20:00:00 UTC
SqmUp_2_0422_10,2,2022-04-15 20:00:00 UTC
SqmUp_2_0522_10,2,2022-05-15 20:00:00 UTC
SqmUp_2_0622_10,2,2022-06-15 20:00:00 UTC
SqmUp_2_0722_10,2,2022-07-15 20:00:00 UTC
SqmUp_2_0822_1,2,2022-08-15 20:00:00 UTC
SqmUp_2_1222_1,2,2022-12-15 20:00:00 UTC
SqmUp_3_0322_10,2,2022-03-15 20:00:00 UTC
SqmUp_3_0422_10,2,2022-04-15 20:00:00 UTC
SqmUp_3_0522_10,2,2022-05-15 20:00:00 UTC
SqmUp_3_0622_10,2,2022-06-15 20:00:00 UTC
SqmUp_3_0722_1,2,2022-07-15 20:00:00 UTC
SqmUp_3_0722-1,2,2022-07-15 20:00:00 UTC
SqmUp_3_0822_1,2,2022-08-15 20:00:00 UTC
SqmUp_3_1222_1,2,2022-12-15 20:00:00 UTC
SqmUp1.0322 1:10,2,2022-03-15 20:00:00 UTC
SqmUp1.0422 1:10,1.916666667,2022-04-15 20:00:00 UTC
SqmUp1.0522 1:10,2,2022-05-15 20:00:00 UTC
SqmUp1.0622 1:10,1.2,2022-06-15 20:00:00 UTC
SqmUp1.0622TR2 1:10,1.2,2022-06-15 20:00:00 UTC
SqmUp1.0622TR3 1:10,1.2,2022-06-15 20:00:00 UTC
SqmUp2.0322 1:10,2,2022-03-15 20:00:00 UTC
SqmUp2.0422 1:10,1.916666667,2022-04-15 20:00:00 UTC
SqmUp2.0522 1:10,2,2022-05-15 20:00:00 UTC
SqmUp2.0622 1:10,1.5,2022-06-15 20:00:00 UTC
SqmUp3.0322 1:10,2,2022-03-15 20:00:00 UTC
SqmUp3.0422 1:10,1.916666667,2022-04-15 20:00:00 UTC
SqmUp3.0522 1:10,2,2022-05-15 20:00:00 UTC
SqmUp3.0622 1:10,1.4,2022-06-15 20:00:00 UTC
