"Plate","Ct","dilution","Adj_Vol","Sample"
20,37.7426795959473,1,2.006666667,"1021.4Pad.Dn.1"
20,36.8059120178223,1,2.006666667,"1021.4Pad.Dn.1"
20,36.2932548522949,1,2.006666667,"0222.4Pad.Dn.2"
20,35.7419853210449,1,2.006666667,"0222.4Pad.Dn.2"
20,36.0205841064453,1,2.006666667,"0222.4Pad.Dn.2"
20,36.4504089355469,1,2.006666667,"1021.4Pad.Dn.3"
20,37.0453567504883,1,2.006666667,"1021.4Pad.Dn.3"
20,36.641845703125,1,2.006666667,"1021.4Pad.Dn.3"
23,35.909782409668,100,2,"0321.1Prt.Up.1"
23,37.8148765563965,100,2,"0321.1Prt.Up.1"
23,36.2853355407715,100,2,"0321.1Prt.Up.1"
23,32.2794036865234,1,2.013333333,"1021.3Chk.Up.3"
23,31.9139213562012,1,2.013333333,"1021.3Chk.Up.3"
23,31.968729019165,1,2.013333333,"1021.3Chk.Up.3"
23,31.983154296875,10,2.04,"0721.2Brn.Dn.3"
23,31.4709720611572,10,2.04,"0721.2Brn.Dn.3"
23,31.1586399078369,10,2.04,"0721.2Brn.Dn.3"
23,34.3082618713379,10,2.02,"0421.1Prt.Up.3"
23,35.8078727722168,10,2.02,"0421.1Prt.Up.3"
23,33.7606048583984,10,2.02,"0421.1Prt.Up.3"
23,35.2667694091797,1,2.02,"1021.5Sqm.Dn.1"
23,34.1925468444824,1,2.02,"1021.5Sqm.Dn.1"
23,33.0961799621582,1,2.02,"1021.5Sqm.Dn.1"
23,32.5200614929199,10,2.023333333,"0821.1Prt.Dn.1"
23,32.7583618164062,10,2.023333333,"0821.1Prt.Dn.1"
23,32.7527770996094,10,2.023333333,"0821.1Prt.Dn.1"
23,32.9595031738281,10,2.03,"1121.1Prt.Dn.3"
23,33.2150917053223,10,2.03,"1121.1Prt.Dn.3"
23,32.8409233093262,10,2.03,"1121.1Prt.Dn.3"
23,34.0969123840332,10,2.016666667,"0421.5Sqm.Up.2"
23,33.9784965515137,10,2.016666667,"0421.5Sqm.Up.2"
23,34.6818389892578,10,2.016666667,"0421.5Sqm.Up.2"
23,30.7729644775391,1,2.023333333,"1021.3Chk.Dn.1"
23,30.7266597747803,1,2.023333333,"1021.3Chk.Dn.1"
23,30.8012847900391,1,2.023333333,"1021.3Chk.Dn.1"
23,33.2408905029297,10,2.026666667,"1221.1Prt.Dn.1"
23,34.136287689209,10,2.026666667,"1221.1Prt.Dn.1"
23,33.4498901367188,10,2.026666667,"1221.1Prt.Dn.1"
23,32.437255859375,10,2.023333333,"0821.1Prt.Dn.2"
23,32.8005867004395,10,2.023333333,"0821.1Prt.Dn.2"
23,32.7264099121094,10,2.023333333,"0821.1Prt.Dn.2"
23,36.5750350952148,1,2.023333333,"1021.3Chk.Dn.2"
23,34.951114654541,1,2.023333333,"1021.3Chk.Dn.2"
23,34.1765670776367,1,2.023333333,"1021.3Chk.Dn.2"
23,33.1790885925293,10,2.016666667,"0421.5Sqm.Up.3"
23,34.0865211486816,10,2.016666667,"0421.5Sqm.Up.3"
23,36.0073204040527,10,2.016666667,"0421.5Sqm.Up.3"
23,30.4610424041748,1,2.023333333,"1021.3Chk.Dn.3"
23,30.978536605835,1,2.023333333,"1021.3Chk.Dn.3"
23,30.7497692108154,1,2.023333333,"1021.3Chk.Dn.3"
23,35.9022254943848,10,1.99,"0321.5Sqm.Dn.1"
23,35.6930618286133,10,1.99,"0321.5Sqm.Dn.1"
23,34.3670959472656,10,1.99,"0321.5Sqm.Dn.1"
23,32.5657424926758,10,2.023333333,"0821.1Prt.Dn.3"
23,33.1071357727051,10,2.023333333,"0821.1Prt.Dn.3"
23,32.8283348083496,10,2.023333333,"0821.1Prt.Dn.3"
23,31.751766204834,1,2.013333333,"1021.3Chk.Up.1"
23,31.5663909912109,1,2.013333333,"1021.3Chk.Up.1"
23,32.0868835449219,1,2.013333333,"1021.3Chk.Up.1"
23,34.7076683044434,10,2.016666667,"0421.5Sqm.Dn.1"
23,34.2610626220703,10,2.016666667,"0421.5Sqm.Dn.1"
23,33.8483200073242,10,2.016666667,"0421.5Sqm.Dn.1"
23,30.1633319854736,1,2.013333333,"1021.3Chk.Up.2"
23,30.3218879699707,1,2.013333333,"1021.3Chk.Up.2"
23,30.4575576782227,1,2.013333333,"1021.3Chk.Up.2"
23,33.4223365783691,10,2.02,"0721.1Prt.Dn.1"
23,33.721492767334,10,2.02,"0721.1Prt.Dn.1"
23,33.6892738342285,10,2.02,"0721.1Prt.Dn.1"
21,35.5183868408203,10,2.01,"0821.4Pad.Dn.3"
21,35.6185531616211,10,2.01,"0821.4Pad.Dn.3"
21,36.6921768188477,10,2.01,"0821.4Pad.Dn.3"
21,35.2511749267578,10,2,"0821.4Pad.Up11.3"
21,35.7093963623047,10,2,"0821.4Pad.Up11.3"
21,36.6339569091797,10,2,"0821.4Pad.Up11.3"
21,37.0130882263184,1,2.006666667,"0222.4Pad.Up11.2"
21,35.5709953308105,1,2.006666667,"0222.4Pad.Up11.2"
21,36.0531349182129,1,2.006666667,"0222.4Pad.Up11.2"
21,36.0334320068359,1,2.006666667,"0222.4Pad.Up11.3"
21,36.0355033874512,1,2.006666667,"0222.4Pad.Up11.3"
21,37.1599502563477,1,2.006666667,"0222.4Pad.Up11.3"
21,34.4944000244141,10,2.033333333,"0921.4Pad.Up11.3"
21,34.59130859375,10,2.033333333,"0921.4Pad.Up11.3"
21,35.3554534912109,10,2.033333333,"0921.4Pad.Up11.3"
21,NA,1,1.996666667,"0222.4Pad.Up5.2"
21,37.9410972595215,1,1.996666667,"0222.4Pad.Up5.2"
21,38.1050262451172,1,1.996666667,"0222.4Pad.Up5.2"
21,37.2365570068359,1,1.996666667,"0222.4Pad.Up5.3"
21,37.7475166320801,1,1.996666667,"0222.4Pad.Up5.3"
21,NA,1,1.996666667,"0222.4Pad.Up5.3"
21,NA,10,2.01,"0721.4Pad.Dn.2"
21,35.1915550231934,10,2.01,"0721.4Pad.Dn.2"
21,35.613410949707,10,2.01,"0721.4Pad.Dn.2"
21,34.9712104797363,10,2.01,"0521.4Pad.Up11.2"
21,34.8002128601074,10,2.01,"0521.4Pad.Up11.2"
21,34.1052093505859,10,2.01,"0521.4Pad.Up11.2"
21,34.5910606384277,10,2.01,"0521.4Pad.Up11.3"
21,36.5246429443359,10,2.01,"0521.4Pad.Up11.3"
21,34.8766441345215,10,2.01,"0521.4Pad.Up11.3"
22,36.7140464782715,10,2.016666667,"1221.4Pad.Up11.3"
22,38.9827995300293,10,2.016666667,"1221.4Pad.Up11.3"
22,38.6503448486328,10,2.016666667,"1221.4Pad.Up11.3"
22,36.9604301452637,10,2.013333333,"1221.4Pad.Up5.1"
22,37.7044334411621,10,2.013333333,"1221.4Pad.Up5.1"
22,36.3879623413086,10,2.013333333,"1221.4Pad.Up5.1"
22,38.3254737854004,10,2.013333333,"1221.4Pad.Up5.2"
22,38.4941139221191,10,2.013333333,"1221.4Pad.Up5.2"
22,NA,10,2.013333333,"1221.4Pad.Up5.2"
22,37.4004936218262,10,2.036666667,"1221.4Pad.Dn.1"
22,37.5362586975098,10,2.036666667,"1221.4Pad.Dn.1"
22,38.3282165527344,10,2.036666667,"1221.4Pad.Dn.1"
22,38.8581085205078,10,2.04,"0122.4Pad.Dn.2"
22,38.8791351318359,10,2.04,"0122.4Pad.Dn.2"
22,NA,10,2.04,"0122.4Pad.Dn.2"
22,NA,10,2.016666667,"1221.4Pad.Up11.2"
22,38.6232032775879,10,2.016666667,"1221.4Pad.Up11.2"
22,38.9247055053711,10,2.016666667,"1221.4Pad.Up11.2"
24,33.7913436889648,10,2.033333333,"0621.2Brn.Dn.3"
24,34.4105224609375,10,2.033333333,"0621.2Brn.Dn.3"
24,34.4582481384277,10,2.033333333,"0621.2Brn.Dn.3"
24,39.3505592346191,10,2,"0122.3Chk.Dn.1"
24,37.9934043884277,10,2,"0122.3Chk.Dn.1"
24,NA,10,2,"0122.3Chk.Dn.1"
24,34.5801429748535,10,1.016666667,"0122.5Sqm.Dn.3"
24,36.3689498901367,10,1.016666667,"0122.5Sqm.Dn.3"
24,35.4222869873047,10,1.016666667,"0122.5Sqm.Dn.3"
24,37.3482971191406,10,2.003333333,"1221.5Sqm.Up.1"
24,38.150074005127,10,2.003333333,"1221.5Sqm.Up.1"
24,37.7157592773438,10,2.003333333,"1221.5Sqm.Up.1"
24,39.0773696899414,10,1.233333333,"1121.4Pad.Up5.2"
24,NA,10,1.233333333,"1121.4Pad.Up5.2"
24,37.9036064147949,10,1.233333333,"1121.4Pad.Up5.2"
24,36.8706245422363,10,2.01,"0821.4Pad.Dn.2"
24,38.4123306274414,10,2.01,"0821.4Pad.Dn.2"
24,NA,10,2.01,"0821.4Pad.Dn.2"
18,34.9462852478027,1,1.96,"0321.4Pad.Dn.1"
18,34.4991989135742,1,1.96,"0321.4Pad.Dn.1"
18,34.6397285461426,1,1.96,"0321.4Pad.Dn.1"
18,37.1173706054688,5,2.01,"0421.4Pad.Up5.2"
18,35.7338752746582,5,2.01,"0421.4Pad.Up5.2"
18,35.595458984375,5,2.01,"0421.4Pad.Up5.2"
18,35.8115310668945,1,1.98,"0321.4Pad.Dn.2"
18,35.445915222168,1,1.98,"0321.4Pad.Dn.2"
18,35.3977890014648,1,1.98,"0321.4Pad.Dn.2"
18,36.2004508972168,14,2.04,"0421.4Pad.Dn.1"
18,36.0546607971191,14,2.04,"0421.4Pad.Dn.1"
18,36.643440246582,14,2.04,"0421.4Pad.Dn.1"
18,37.6491737365723,5,2.01,"0421.4Pad.Up5.3"
18,38.2823181152344,5,2.01,"0421.4Pad.Up5.3"
18,NA,5,2.01,"0421.4Pad.Up5.3"
18,36.937614440918,14,2.02,"0421.4Pad.Dn.2"
18,36.923267364502,14,2.02,"0421.4Pad.Dn.2"
18,37.4629516601562,14,2.02,"0421.4Pad.Dn.2"
18,36.5964546203613,10,2.013333333,"0521.4Pad.Dn.1"
18,35.9838180541992,10,2.013333333,"0521.4Pad.Dn.1"
18,35.9568862915039,10,2.013333333,"0521.4Pad.Dn.1"
18,36.1199913024902,4,2.03,"0421.4Pad.Dn.3"
18,36.2706298828125,4,2.03,"0421.4Pad.Dn.3"
18,36.0414047241211,4,2.03,"0421.4Pad.Dn.3"
18,NA,4,2,"0321.4Pad.Up11.2"
18,39.7767715454102,4,2,"0321.4Pad.Up11.2"
18,39.5330581665039,4,2,"0321.4Pad.Up11.2"
18,34.8740196228027,1,2.016666667,"0421.4Pad.Up11.1"
18,35.628116607666,1,2.016666667,"0421.4Pad.Up11.1"
18,35.088321685791,1,2.016666667,"0421.4Pad.Up11.1"
18,32.7667808532715,2,2.013333333,"0521.4Pad.Dn.3"
18,33.2753143310547,2,2.013333333,"0521.4Pad.Dn.3"
18,33.1637687683105,2,2.013333333,"0521.4Pad.Dn.3"
18,37.4620552062988,1,1.99,"0321.4Pad.Up11.3"
18,NA,1,1.99,"0321.4Pad.Up11.3"
18,36.8234367370605,1,1.99,"0321.4Pad.Up11.3"
18,35.0967979431152,1,2.016666667,"0421.4Pad.Up11.2"
18,35.076473236084,1,2.016666667,"0421.4Pad.Up11.2"
18,36.0218162536621,1,2.016666667,"0421.4Pad.Up11.2"
18,36.2534980773926,1,2.01,"0521.4Pad.Up11.1"
18,36.9478492736816,1,2.01,"0521.4Pad.Up11.1"
18,35.7288551330566,1,2.01,"0521.4Pad.Up11.1"
18,38.2393417358398,14,2.016666667,"0421.4Pad.Up11.3"
18,39.1631393432617,14,2.016666667,"0421.4Pad.Up11.3"
18,37.0071983337402,14,2.016666667,"0421.4Pad.Up11.3"
18,37.4876136779785,1,2.01,"0421.4Pad.Up5.1"
18,35.9815864562988,1,2.01,"0421.4Pad.Up5.1"
18,35.2535133361816,1,2.01,"0421.4Pad.Up5.1"
19,34.6430282592773,1,2,"0821.4Pad.Up11.2"
19,34.8712997436523,1,2,"0821.4Pad.Up11.2"
19,34.746753692627,1,2,"0821.4Pad.Up11.2"
19,33.5826263427734,1,2.023333333,"0621.4Pad.Dn.1"
19,33.4203643798828,1,2.023333333,"0621.4Pad.Dn.1"
19,33.4421997070312,1,2.023333333,"0621.4Pad.Dn.1"
19,32.9951820373535,1,2.023333333,"0721.4Pad.Up11.1"
19,32.7652740478516,1,2.023333333,"0721.4Pad.Up11.1"
19,32.8677177429199,1,2.023333333,"0721.4Pad.Up11.1"
19,33.667667388916,1,2.023333333,"0621.4Pad.Dn.2"
19,33.65625,1,2.023333333,"0621.4Pad.Dn.2"
19,33.4539566040039,1,2.023333333,"0621.4Pad.Dn.2"
19,34.0261077880859,1,2.023333333,"0621.4Pad.Dn.3"
19,34.029411315918,1,2.023333333,"0621.4Pad.Dn.3"
19,33.5807571411133,1,2.023333333,"0621.4Pad.Dn.3"
19,32.6512641906738,1,2.023333333,"0721.4Pad.Up11.3"
19,32.9086151123047,1,2.023333333,"0721.4Pad.Up11.3"
19,32.5132255554199,1,2.023333333,"0721.4Pad.Up11.3"
19,36.9228172302246,1,2.006666667,"0621.4Pad.Up11.1"
19,36.2387275695801,1,2.006666667,"0621.4Pad.Up11.1"
19,35.7278671264648,1,2.006666667,"0621.4Pad.Up11.1"
19,35.6358032226562,1,2.036666667,"0921.4Pad.Dn.1"
19,35.2938613891602,1,2.036666667,"0921.4Pad.Dn.1"
19,34.7525100708008,1,2.036666667,"0921.4Pad.Dn.1"
19,31.9765110015869,1,2.006666667,"0621.4Pad.Up11.2"
19,32.1306571960449,1,2.006666667,"0621.4Pad.Up11.2"
19,32.1260032653809,1,2.006666667,"0621.4Pad.Up11.2"
19,35.5490875244141,1,2.036666667,"0921.4Pad.Dn.2"
19,34.245906829834,1,2.036666667,"0921.4Pad.Dn.2"
19,35.9668960571289,1,2.036666667,"0921.4Pad.Dn.2"
19,33.6176223754883,1,2.01,"0721.4Pad.Dn.1"
19,33.4277267456055,1,2.01,"0721.4Pad.Dn.1"
19,33.7770080566406,1,2.01,"0721.4Pad.Dn.1"
19,35.2137718200684,1,2,"0821.4Pad.Up11.1"
19,34.9702262878418,1,2,"0821.4Pad.Up11.1"
19,34.4343605041504,1,2,"0821.4Pad.Up11.1"
25,39.3866004943848,100,2.013333333,"0821.1Prt.Up.2"
25,39.2162780761719,100,2.013333333,"0821.1Prt.Up.2"
25,37.3959808349609,100,2.013333333,"0821.1Prt.Up.2"
25,37.1339073181152,10,2.013333333,"0521.4Pad.Dn.2"
25,36.3658828735352,10,2.013333333,"0521.4Pad.Dn.2"
25,37.0429878234863,10,2.013333333,"0521.4Pad.Dn.2"
25,33.9122886657715,1,2.01,"0721.4Pad.Dn.3"
25,34.310546875,1,2.01,"0721.4Pad.Dn.3"
25,34.1916961669922,1,2.01,"0721.4Pad.Dn.3"
13,35.5135879516602,1,1.983333333,"0222.3Chk.Dn.1"
13,36.5223236083984,1,1.983333333,"0222.3Chk.Dn.1"
13,35.5012702941895,1,1.983333333,"0222.3Chk.Dn.1"
13,34.2235641479492,1,2.01,"0222.2Brn.Dn.1"
13,35.3123245239258,1,2.01,"0222.2Brn.Dn.1"
13,36.258113861084,1,2.01,"0222.2Brn.Dn.1"
13,33.0003395080566,1,2.01,"0222.2Brn.Dn.2"
13,32.8605995178223,1,2.01,"0222.2Brn.Dn.2"
13,33.6989288330078,1,2.01,"0222.2Brn.Dn.2"
13,36.0009956359863,1,2.01,"0222.2Brn.Dn.3"
13,36.1946029663086,1,2.01,"0222.2Brn.Dn.3"
13,37.619197845459,1,2.01,"0222.2Brn.Dn.3"
26,37.0273628234863,100,2.013333333,"0721.1Prt.Up.1"
26,37.3767738342285,100,2.013333333,"0721.1Prt.Up.1"
26,37.4316482543945,100,2.013333333,"0721.1Prt.Up.1"
26,37.595458984375,100,2.026666667,"0122.1Prt.Dn.1"
26,NA,100,2.026666667,"0122.1Prt.Dn.1"
26,38.1697235107422,100,2.026666667,"0122.1Prt.Dn.1"
26,34.9779853820801,100,2.01,"0521.2Brn.Dn.1"
26,34.8649787902832,100,2.01,"0521.2Brn.Dn.1"
26,34.6014595031738,100,2.01,"0521.2Brn.Dn.1"
26,38.1498565673828,100,2.013333333,"0721.1Prt.Up.3"
26,37.0749397277832,100,2.013333333,"0721.1Prt.Up.3"
26,35.764232635498,100,2.013333333,"0721.1Prt.Up.3"
26,38.7602005004883,100,2.026666667,"0122.1Prt.Dn.2"
26,38.6383934020996,100,2.026666667,"0122.1Prt.Dn.2"
26,38.8284912109375,100,2.026666667,"0122.1Prt.Dn.2"
26,31.6990814208984,10,2.04,"0721.2Brn.Dn.2"
26,32.4497222900391,10,2.04,"0721.2Brn.Dn.2"
26,32.1205215454102,10,2.04,"0721.2Brn.Dn.2"
26,38.676628112793,10,2.003333333,"1221.5Sqm.Up.2"
26,38.4643096923828,10,2.003333333,"1221.5Sqm.Up.2"
26,37.3572387695312,10,2.003333333,"1221.5Sqm.Up.2"
26,34.5520477294922,10,2.02,"0721.1Prt.Dn.2"
26,34.9153518676758,10,2.02,"0721.1Prt.Dn.2"
26,34.9205627441406,10,2.02,"0721.1Prt.Dn.2"
26,29.1949081420898,10,2.016666667,"0921.3Chk.Up.3"
26,29.225435256958,10,2.016666667,"0921.3Chk.Up.3"
26,29.2091579437256,10,2.016666667,"0921.3Chk.Up.3"
26,30.8220252990723,10,1.55,"0721.5Sqm.Dn.2"
26,30.8427257537842,10,1.55,"0721.5Sqm.Dn.2"
26,30.9247035980225,10,1.55,"0721.5Sqm.Dn.2"
26,34.5789604187012,10,2.02,"0721.1Prt.Dn.3"
26,35.1125526428223,10,2.02,"0721.1Prt.Dn.3"
26,34.3118591308594,10,2.02,"0721.1Prt.Dn.3"
27,36.2245025634766,10,1.016666667,"0122.5Sqm.Dn.1"
27,37.5860900878906,10,1.016666667,"0122.5Sqm.Dn.1"
27,37.2562103271484,10,1.016666667,"0122.5Sqm.Dn.1"
27,34.2165603637695,20,2,"0222.1Prt.Up.2"
27,34.2649307250977,20,2,"0222.1Prt.Up.2"
27,34.6444969177246,20,2,"0222.1Prt.Up.2"
27,35.2985000610352,20,2,"0222.1Prt.Up.3"
27,34.7691841125488,20,2,"0222.1Prt.Up.3"
27,34.9027252197266,20,2,"0222.1Prt.Up.3"
28,37.077808380127,100,2.02,"0421.1Prt.Up.1"
28,36.7246551513672,100,2.02,"0421.1Prt.Up.1"
28,NA,100,2.02,"0421.1Prt.Up.1"
28,30.0501251220703,10,1.55,"0721.5Sqm.Dn.3"
28,29.7574596405029,10,1.55,"0721.5Sqm.Dn.3"
28,30.1440849304199,10,1.55,"0721.5Sqm.Dn.3"
28,36.1550788879395,10,1.96,"0321.5Sqm.Up.2"
28,35.5636978149414,10,1.96,"0321.5Sqm.Up.2"
28,34.5822639465332,10,1.96,"0321.5Sqm.Up.2"
28,35.5373573303223,10,2.026666667,"0421.3Chk.Dn.1"
28,34.9151573181152,10,2.026666667,"0421.3Chk.Dn.1"
28,35.5019187927246,10,2.026666667,"0421.3Chk.Dn.1"
28,37.2339057922363,100,2.02,"1121.1Prt.Up.1"
28,36.1012992858887,100,2.02,"1121.1Prt.Up.1"
28,37.3401222229004,100,2.02,"1121.1Prt.Up.1"
28,NA,10,2.026666667,"0421.3Chk.Dn.2"
28,37.4831619262695,10,2.026666667,"0421.3Chk.Dn.2"
28,38.6250762939453,10,2.026666667,"0421.3Chk.Dn.2"
28,31.193078994751,10,2.026666667,"0621.3Chk.Up.2"
28,31.5742473602295,10,2.026666667,"0621.3Chk.Up.2"
28,31.4545783996582,10,2.026666667,"0621.3Chk.Up.2"
28,34.8311653137207,100,2.02,"1121.1Prt.Up.2"
28,35.9706115722656,100,2.02,"1121.1Prt.Up.2"
28,36.2901992797852,100,2.02,"1121.1Prt.Up.2"
28,36.675952911377,10,2.01,"0421.3Chk.Up.1"
28,37.2066192626953,10,2.01,"0421.3Chk.Up.1"
28,38.3575744628906,10,2.01,"0421.3Chk.Up.1"
28,31.2729644775391,10,2.026666667,"0621.3Chk.Up.3"
28,31.6817398071289,10,2.026666667,"0621.3Chk.Up.3"
28,31.358959197998,10,2.026666667,"0621.3Chk.Up.3"
28,35.4891204833984,100,2.023333333,"0621.5Sqm.Dn.3"
28,35.4215278625488,100,2.023333333,"0621.5Sqm.Dn.3"
28,34.0899810791016,100,2.023333333,"0621.5Sqm.Dn.3"
29,32.6365432739258,10,2.013333333,"1121.5Sqm.Dn.2"
29,34.4050712585449,10,2.013333333,"1121.5Sqm.Dn.2"
29,32.4791374206543,10,2.013333333,"1121.5Sqm.Dn.2"
29,33.6799087524414,10,2.013333333,"1021.5Sqm.Up.2"
29,33.8728904724121,10,2.013333333,"1021.5Sqm.Up.2"
29,NA,10,2.013333333,"1021.5Sqm.Up.2"
29,33.1248893737793,100,2.03,"1221.1Prt.Up.1"
29,34.5184135437012,100,2.03,"1221.1Prt.Up.1"
29,33.6050834655762,100,2.03,"1221.1Prt.Up.1"
29,32.3769378662109,10,2.013333333,"1121.5Sqm.Dn.3"
29,32.8070182800293,10,2.013333333,"1121.5Sqm.Dn.3"
29,NA,10,2.013333333,"1121.5Sqm.Dn.3"
29,NA,10,1.513333333,"0821.5Sqm.Dn.1"
29,29.3569393157959,10,1.513333333,"0821.5Sqm.Dn.1"
29,30.3572540283203,10,1.513333333,"0821.5Sqm.Dn.1"
29,32.113353729248,100,2.03,"1121.1Prt.Dn.1"
29,33.5620155334473,100,2.03,"1121.1Prt.Dn.1"
29,31.8282928466797,100,2.03,"1121.1Prt.Dn.1"
29,NA,10,2.03,"1121.5Sqm.Up.1"
29,34.4450302124023,10,2.03,"1121.5Sqm.Up.1"
29,34.4787330627441,10,2.03,"1121.5Sqm.Up.1"
29,31.1798877716064,10,1.513333333,"0821.5Sqm.Dn.2"
29,30.5303077697754,10,1.513333333,"0821.5Sqm.Dn.2"
29,29.9889850616455,10,1.513333333,"0821.5Sqm.Dn.2"
29,33.5386276245117,10,2.03,"1121.5Sqm.Up.3"
29,NA,10,2.03,"1121.5Sqm.Up.3"
29,33.6642265319824,10,2.03,"1121.5Sqm.Up.3"
29,NA,10,2.01,"1121.3Chk.Up.3"
29,34.3431015014648,10,2.01,"1121.3Chk.Up.3"
29,35.3578796386719,10,2.01,"1121.3Chk.Up.3"
29,34.1886863708496,10,2.013333333,"1121.5Sqm.Dn.1"
29,33.7189636230469,10,2.013333333,"1121.5Sqm.Dn.1"
29,33.6383514404297,10,2.013333333,"1121.5Sqm.Dn.1"
29,33.6257019042969,100,1.976666667,"0122.1Prt.Up.2"
29,34.5204124450684,100,1.976666667,"0122.1Prt.Up.2"
29,NA,100,1.976666667,"0122.1Prt.Up.2"
29,35.8138771057129,100,2.026666667,"1221.1Prt.Dn.3"
29,NA,100,2.026666667,"1221.1Prt.Dn.3"
29,36.0800476074219,100,2.026666667,"1221.1Prt.Dn.3"
29,33.3350105285645,100,2.02,"0921.1Prt.Up.2"
29,33.110481262207,100,2.02,"0921.1Prt.Up.2"
29,NA,100,2.02,"0921.1Prt.Up.2"
30,36.569694519043,10,2.006666667,"0621.4Pad.Up11.3"
30,36.1825790405273,10,2.006666667,"0621.4Pad.Up11.3"
30,35.9250259399414,10,2.006666667,"0621.4Pad.Up11.3"
30,37.9491729736328,10,2.01,"0321.4Pad.Up11.1"
30,NA,10,2.01,"0321.4Pad.Up11.1"
30,39.2858428955078,10,2.01,"0321.4Pad.Up11.1"
98,35.9747772216797,10,2,"0422.1Prt.Dn.1"
98,36.1194648742676,10,2,"0422.1Prt.Dn.1"
98,35.7748603820801,10,2,"0422.1Prt.Dn.1"
98,36.464038848877,1,2,"0422.4Pad.Dn.3"
98,35.6753044128418,1,2,"0422.4Pad.Dn.3"
98,35.2295570373535,1,2,"0422.4Pad.Dn.3"
98,38.7098503112793,10,1.76,"0422.5Sqm.Dn.2"
98,37.6722412109375,10,1.76,"0422.5Sqm.Dn.2"
98,37.2907257080078,10,1.76,"0422.5Sqm.Dn.2"
98,36.5989227294922,1,2,"0322.4Pad.Up11.1"
98,34.5012741088867,1,2,"0322.4Pad.Up11.1"
98,35.940559387207,1,2,"0322.4Pad.Up11.1"
98,36.7875289916992,10,2,"0422.1Prt.Dn.2"
98,38.4415092468262,10,2,"0422.1Prt.Dn.2"
98,37.6795349121094,10,2,"0422.1Prt.Dn.2"
98,35.1699981689453,1,2,"0422.4Pad.Up11.1"
98,34.0165138244629,1,2,"0422.4Pad.Up11.1"
98,35.1814918518066,1,2,"0422.4Pad.Up11.1"
98,37.06494140625,100,2,"0322.1Prt.Dn.3"
98,38.6133232116699,100,2,"0322.1Prt.Dn.3"
98,37.6491889953613,100,2,"0322.1Prt.Dn.3"
98,35.1020050048828,10,2,"0422.1Prt.Dn.3"
98,34.6173210144043,10,2,"0422.1Prt.Dn.3"
98,34.7787971496582,10,2,"0422.1Prt.Dn.3"
98,34.9769592285156,1,2,"0422.4Pad.Up11.2"
98,34.0354652404785,1,2,"0422.4Pad.Up11.2"
98,34.3184280395508,1,2,"0422.4Pad.Up11.2"
98,37.584300994873,10,1.916666667,"0422.5Sqm.Up.1"
98,35.9881324768066,10,1.916666667,"0422.5Sqm.Up.1"
98,36.9816284179688,10,1.916666667,"0422.5Sqm.Up.1"
98,35.9077110290527,10,2,"0422.1Prt.Up.1"
98,35.0109252929688,10,2,"0422.1Prt.Up.1"
98,34.722728729248,10,2,"0422.1Prt.Up.1"
98,39.033576965332,1,2,"0422.4Pad.Up11.3"
98,37.1520004272461,1,2,"0422.4Pad.Up11.3"
98,36.574535369873,1,2,"0422.4Pad.Up11.3"
98,36.658260345459,10,1.916666667,"0422.5Sqm.Up.2"
98,37.2109642028809,10,1.916666667,"0422.5Sqm.Up.2"
98,36.4591102600098,10,1.916666667,"0422.5Sqm.Up.2"
98,35.8583335876465,10,2,"0422.1Prt.Up.2"
98,34.4016227722168,10,2,"0422.1Prt.Up.2"
98,33.8174896240234,10,2,"0422.1Prt.Up.2"
98,35.002124786377,1,2,"0422.4Pad.Up5.1"
98,36.0521392822266,1,2,"0422.4Pad.Up5.1"
98,34.5765075683594,1,2,"0422.4Pad.Up5.1"
98,36.7120628356934,10,1.916666667,"0422.5Sqm.Up.3"
98,36.8364448547363,10,1.916666667,"0422.5Sqm.Up.3"
98,37.2740821838379,10,1.916666667,"0422.5Sqm.Up.3"
98,37.7154998779297,1,2,"0322.4Pad.Up5.2"
98,37.9116134643555,1,2,"0322.4Pad.Up5.2"
98,38.5483207702637,1,2,"0322.4Pad.Up5.2"
98,NA,10,2,"0322.5Sqm.Dn.1"
98,37.8914756774902,10,2,"0322.5Sqm.Dn.1"
98,35.3357963562012,10,2,"0422.1Prt.Up.3"
98,34.6080551147461,10,2,"0422.1Prt.Up.3"
98,34.9307060241699,10,2,"0422.1Prt.Up.3"
98,35.2108268737793,10,2,"0422.1Prt.Dn.1"
98,35.3191108703613,10,2,"0422.1Prt.Dn.1"
98,35.9582824707031,10,2,"0422.1Prt.Dn.1"
98,37.9940071105957,10,2,"0322.5Sqm.Dn.1"
98,NA,10,2,"0322.5Sqm.Dn.1"
98,35.0260963439941,1,2,"0422.4Pad.Dn.1"
98,35.3893241882324,1,2,"0422.4Pad.Dn.1"
98,35.0531730651855,1,2,"0422.4Pad.Dn.1"
98,35.3906288146973,1,2,"0422.4Pad.Up5.3"
98,34.3420791625977,1,2,"0422.4Pad.Up5.3"
98,35.4027824401855,1,2,"0422.4Pad.Up5.3"
98,35.9228134155273,10,2,"0422.1Prt.Dn.1"
98,37.4479637145996,10,2,"0422.1Prt.Dn.1"
98,37.3959274291992,10,2,"0422.1Prt.Dn.1"
98,38.2212219238281,10,2,"0322.5Sqm.Dn.1"
98,NA,10,2,"0322.5Sqm.Dn.1"
98,36.9405670166016,1,2,"0422.4Pad.Dn.2"
