"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha[1]",0.0423405289916549,1.6918369414037e-05,0.000693834767082263,0.0409714480653489,0.0418782297990051,0.0423482128220038,0.042807399197111,0.0437048489711518,1681.88039692935,1.00078060511107
"alpha[2]",0.0306743938660573,2.06095712562043e-05,0.000717937860138317,0.029237835758136,0.0302075064015643,0.0306609859222637,0.031147592352837,0.0320720544605825,1213.48887218918,1.00045460061648
"alpha[3]",0,NA,0,0,0,0,0,0,NA,NA
"beta[1,1]",11.3009620577192,0.0214671294070906,0.704844129771111,9.98746247563219,10.8203306471409,11.2812902520201,11.7452256908455,12.8164454129759,1078.04831632954,1.00681553038961
"beta[1,2]",2.27238958127578,0.0453345388414007,2.38384606504186,-1.54869722307936,0.498118463828631,2.01723694627605,3.73664940802412,7.65116340051522,2765.01830593892,1.00007155223421
"beta[1,3]",1.55512128414159,0.0485460927723515,2.43743615594903,-2.37826927248593,-0.235836423857652,1.22998275607646,3.02282604401894,7.03688294238055,2520.91344765218,1.00028657429089
"beta[1,4]",1.61605791361117,0.0570423402025307,2.44788169136377,-2.36682330238258,-0.154166407824752,1.40669733194632,3.07851025882716,7.15786819649765,1841.56129782444,1.00157182553988
"beta[1,5]",-13.0369465553533,0.021597526997303,0.704304321399163,-14.5565865448559,-13.4758275869274,-13.0162784689572,-12.560427779708,-11.7234381325853,1063.4391756628,1.0066277374795
"beta[1,6]",2.01290645285189,0.0528971994549223,2.88364933109111,-2.87736283113803,-0.106084580454682,1.7870079045553,3.90042476126739,8.2037180445983,2971.79969293871,0.999665491752542
"beta[1,7]",6.56557764538124,0.0694804587002023,3.68101270954169,-0.173546846165789,3.96022345461769,6.38850594256958,9.02638247952559,14.0201377796535,2806.78586034109,0.99995880356732
"beta[1,8]",1.66951634319012,0.0510880031304282,2.50583883293855,-2.4667754406228,-0.180282654705035,1.39001506511909,3.16465541312817,7.34475463728811,2405.84927073813,1.00051991206655
"beta[1,9]",6.33062863243952,0.0908399445291632,3.54146284739936,-0.156555089883605,3.80716629666081,6.21146857007351,8.75542338823492,13.3576057851689,1519.88825670164,1.00052669081415
"beta[1,10]",1.11776288730997,0.0530371654574674,2.61444725249735,-3.30308955140325,-0.790448918239667,0.899930785716109,2.77846121225171,6.75562552417945,2429.96018439926,1.00040580947044
"beta[1,11]",6.08930305087509,0.183984087420854,3.70668384734203,-0.944331911023396,3.53132658758118,6.07688949701497,8.52236756167773,13.6798097750272,405.892068642714,1.01245345451472
"beta[1,12]",-0.214266566257875,0.0565596249394474,2.84569937294337,-4.88856951395607,-2.32489380559339,-0.445973917245551,1.52622199244712,6.00254205869894,2531.42459059663,0.999149685586077
"beta[1,13]",-9.84794437325214,0.0219187266245721,0.706843346049199,-11.3516756367962,-10.3050973099873,-9.82734552108447,-9.38147592219197,-8.5090811769104,1039.95777941001,1.00628224884411
"beta[1,14]",6.66406698155122,0.094043703465774,3.60399026564865,0.174888607997007,4.1003002327942,6.51161963539399,9.07207552612966,14.1928599800289,1468.61436450607,1.00149086143666
"beta[1,15]",6.0372301897278,0.0617105380166153,3.7003671693616,-0.641290482367872,3.35667170245752,5.93724540887273,8.53451219462692,13.5292648476378,3595.5966960736,0.999825951310378
"beta[1,16]",5.58804741221585,0.416395929100786,3.76954568453076,-1.67545572734083,2.93852868736943,5.61538593739534,8.11318668728035,12.7932511581646,81.9530407661592,1.05891445090224
"beta[1,17]",2.41309448929047,0.0518334204354928,2.64898151352314,-1.8552704067067,0.4029252821247,2.12246121992822,4.14709965021823,8.17499664802372,2611.78917836772,1.00085144013267
"beta[1,18]",2.1076456063754,0.0473879745158475,2.63419313679472,-2.14846632089133,0.124615494102967,1.87165205966784,3.69880921111801,7.77719489762097,3090.00324374019,0.999398705337112
"beta[1,19]",1.37275033355602,0.0665479755308898,3.25906584389819,-4.39813999834467,-1.03844658403001,1.22814391611066,3.61211721879157,7.98902197860671,2398.37215265229,1.00015892577668
"beta[1,20]",6.79373662029412,0.0587868981402076,3.46827040285618,0.45730860481737,4.33233362231226,6.7158708850745,9.03744173769441,13.8943116786104,3480.68569700754,1.00084325403944
"beta[1,21]",1.56383575279953,0.05887894626522,2.66170815858493,-2.88708334319382,-0.426780545083807,1.38670589886726,3.27557391451454,7.07833085815403,2043.62314954005,1.0002221208151
"beta[1,22]",6.16592517159421,0.100504166043469,3.77687497778009,-0.773198369760194,3.48086394698158,5.97073636134738,8.78134649247441,13.8833484315601,1412.2028692621,1.00129613126486
"beta[1,23]",6.62309221821105,0.122786948162071,3.57516338307604,0.13899880974039,4.01148300797241,6.51328931461671,9.03579115621257,14.05304708465,847.788218112157,1.0018028257743
"beta[1,24]",6.24110600493061,0.174193460231767,3.49727800145255,-0.296451011114658,3.847387754439,6.13039917973744,8.46413836112979,13.2777147480779,403.084983981337,1.00031206543099
"beta[1,25]",6.38280747717248,0.0779842385833544,3.64541837949975,-0.223290661013633,3.80482123853434,6.13393818564122,8.79655799671603,13.8982921969981,2185.14914890815,0.999146681283461
"beta[1,26]",6.52418541241989,0.10645589887562,3.70086024171185,-0.445356586876353,3.93508617471655,6.44011468431612,9.08948109700027,14.0365042364287,1208.55357392781,1.0011375104388
"beta[1,27]",6.61945960274122,0.0602213963485715,3.58874213443694,0.284446197667537,4.05949107032555,6.45075298793631,9.01379016995278,13.9830972870046,3551.26323113419,0.999594786265597
