"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha[1]",0.000987204303709879,4.99822326964627e-05,0.000758717092944796,-0.000444720968858843,0.000466578697984978,0.000971231518504501,0.00149053926220116,0.00251573226942251,230.424382552651,1.00284428155045
"alpha[2]",-0.0107039808451316,4.62061299288353e-05,0.000748427471585793,-0.0121302175550094,-0.0112215844170979,-0.0107295735476101,-0.0101887512557612,-0.00915998613739626,262.36158774168,1.02036123110538
"alpha[3]",-0.0413280945231614,3.9567126987262e-05,0.000789612450014618,-0.0428223214975816,-0.0418731063642806,-0.0413388533145981,-0.0407993211422568,-0.0397356592295114,398.252894623211,1.00844471662252
"alpha[4]",0,NA,0,0,0,0,0,0,NA,NA
"beta[1,1]",-3.2655889277544,0.003446786955587,0.195748708205779,-3.67545708465972,-3.39599750328266,-3.25831693897687,-3.13020716270591,-2.90060377168962,3225.29117358203,1.00006838826635
"beta[1,2]",3.2127589579571,0.00327175533014197,0.210353185276638,2.79697845304173,3.06876126109855,3.21154676079959,3.34620563973128,3.64284464843301,4133.67709308953,0.99944607318252
"beta[1,3]",12.0367282812757,0.0629413123611445,1.49644900173044,9.73216965078464,10.9670815485839,11.8211019611436,12.8703702063307,15.5750140104309,565.265205841294,1.00420631606549
"beta[1,4]",11.5300999002591,0.0277733022532617,1.34526332082294,9.47888966816451,10.5704533269486,11.3372938289751,12.3121917532145,14.718866643947,2346.17045326626,1.00037510018934
"beta[1,5]",3.33043297129797,0.00373126454641695,0.242500878119857,2.86455768657836,3.16553657647644,3.32150535693456,3.49723978551467,3.79985110242458,4223.90894930209,1.00002788398795
"beta[1,6]",-5.4742618322324,0.0895272510625193,2.71359253341159,-12.1193166221752,-6.95259739269166,-5.05145630038744,-3.47490769970525,-1.55419156013198,918.710694337137,0.999977208324234
"beta[1,7]",11.1031085457702,0.0206170706060286,1.00564878544535,9.47341622048768,10.3716725034133,10.9902171210712,11.7214655466171,13.461370345783,2379.24272691884,1.00115965472171
"beta[1,8]",4.0511528068005,0.00310163049484266,0.197435399793219,3.67785294310552,3.91318887793136,4.04280669768829,4.18541974202585,4.44879114104505,4052.00461279221,1.00011413779638
"beta[1,9]",2.05315038459105,0.00308532911422826,0.195391246193184,1.68650289583656,1.91868879940504,2.04789970727988,2.18169539542609,2.45224997074026,4010.58025114835,0.9999654600524
"beta[1,10]",2.87343533682143,0.00302325889920069,0.194333803763395,2.50796517160795,2.74345641796525,2.86794033705134,3.00184052520047,3.26103926692888,4131.86404316685,0.999871092360797
"beta[1,11]",12.1693773799967,0.0293896968789998,1.33051816867153,10.1575152617239,11.2182742621353,11.9902134043147,12.8775314847888,15.3468668559818,2049.51643395083,1.00063446153201
"beta[1,12]",10.0201846901577,0.0200989108348435,1.08494574958705,8.25674108204169,9.24297127542558,9.88808707187076,10.662108552437,12.4746055392026,2913.87554391525,1.0004859723538
"beta[1,13]",12.3122399356733,0.0233576135468443,1.01597768312254,10.7489873466335,11.5766126431316,12.1821835737421,12.8872628202138,14.6891583411326,1891.95759972998,0.999671115088297
"beta[1,14]",12.5107286087489,0.0155880697881177,0.949034090533433,11.0325728555839,11.8396409538277,12.4044405097973,13.0557200351832,14.664197040469,3706.62749833548,0.999506868229468
"beta[1,15]",13.2046910067611,0.0160360714892412,0.978149090293567,11.6108420303081,12.5190417653632,13.080531532523,13.7469353303958,15.4787360546658,3720.60995165185,1.00110720180106
"beta[1,16]",12.7149764081571,0.0229743792826402,1.01129939500274,11.1169970562791,12.0064558130637,12.5946718876627,13.2891578434617,15.0335987100321,1937.63478206226,0.999887279332124
"beta[1,17]",4.5065167381899,0.00322559052944426,0.198409714522048,4.12471911097471,4.37025041404958,4.49957912361111,4.63931569446187,4.91095639232808,3783.61896660651,1.00017457853547
"beta[1,18]",13.3467035275428,0.0278192360713868,1.25869447153914,11.3735526119527,12.4586435412025,13.1725342093894,14.0365769933544,16.213867032993,2047.15275214826,1.00004331718945
"beta[1,19]",12.0494114544362,0.0422863161304873,1.10211918456941,10.2735378720658,11.2497351277859,11.9232804638275,12.700988864034,14.5299076247252,679.293439012468,1.01101823210134
"beta[1,20]",11.9991029339474,0.0195654418718012,1.01580890911277,10.3747980510609,11.2861237068863,11.8697567989698,12.5812872903664,14.3552656037574,2695.53337698782,1.00180603002473
"beta[1,21]",12.1347167538733,0.0164099065390406,0.971649528730105,10.5418420115348,11.4617958317278,12.018192833315,12.7211896110962,14.3345091379764,3505.96094218699,1.00027871371056
"beta[1,22]",12.4585313510622,0.0178155525687749,0.955827368790674,10.9401567412617,11.7601226549478,12.3686521566182,13.003595130413,14.6785894525594,2878.46086694537,0.999569327627073
"beta[1,23]",12.9507080121925,0.017516218316782,1.00768861226912,11.3571953867536,12.2316590589201,12.8367414527906,13.5387685103164,15.1968528409381,3309.57328649194,0.999043512770671
"beta[1,24]",10.8571670661539,0.0301282790089746,1.37342350547028,8.75427202112381,9.86253948979925,10.6573114423112,11.60282486497,14.0851472640358,2078.07062142755,1.00155820440825
"beta[1,25]",13.1926066722864,0.0178001582707081,0.941197999942252,11.6281435276628,12.5321381244563,13.0805903609045,13.7408718998592,15.3000118128716,2795.85255008718,1.00155287669712
"beta[1,26]",12.750409924372,0.0139795189038527,0.946400744443896,11.199870235938,12.0642963201882,12.6635557213504,13.3270135306534,14.8759968111783,4583.16713565288,0.999512329269573
"beta[1,27]",13.3830817982849,0.0150503763609203,0.936504762412862,11.8493136908799,12.715073092918,13.2799963940505,13.9526964863364,15.5379846543385,3871.91005256471,1.00055711770802
"beta[1,28]",13.9250969321857,0.0164627131708434,0.960710890360839,12.3744619124316,13.2330870334397,13.8241786941745,14.4847424793431,16.2009399416912,3405.51348588177,1.0011316983688
"beta[1,29]",13.6990291118285,0.0200002272236076,0.966421383017327,12.16294655682,13.0006946815016,13.5864495745525,14.2604776786874,15.9251347860991,2334.87266976229,0.999649544006479
"beta[1,30]",11.4876808873523,0.0190491206290096,1.04196358393462,9.81475059682991,10.7578457637935,11.3534336170823,12.0424760089872,13.9941546929815,2991.95610538226,0.999427632679351
"beta[1,31]",10.8443735173091,0.0193816370580932,0.950632277441481,9.30947738562647,10.1579037822386,10.7488456823686,11.4039227127683,12.9884554479669,2405.71512591045,1.00048422143021
"beta[1,32]",7.6972845704295,0.0343000041018795,1.18036842329281,5.80530231036085,6.83219772027085,7.57177514705202,8.4258686979448,10.281555358315,1184.2593489696,1.00509180663322
"beta[1,33]",10.4096756905291,0.0189988771037087,0.968207238764592,8.85532566438999,9.73709410596722,10.2860988446734,10.9619448186817,12.6821525004983,2597.05282636855,1.00103021813155
"beta[1,34]",12.6669427499786,0.0156036298609291,0.942037881510547,11.1182653720027,11.9977628310023,12.5669141733635,13.220999917915,14.8405169150781,3644.89863310227,0.999269238115235
"beta[1,35]",12.2311829092276,0.0161524428142209,0.955498283791084,10.6809463536463,11.5466860485031,12.1328605351003,12.8047716187136,14.3952734795845,3499.31790055704,0.999504145944682
"beta[1,36]",10.0713873935046,0.0203087101360938,1.05969535749441,8.39621211793104,9.29315732498128,9.95938779107697,10.6570863153573,12.5110434496141,2722.68489146383,0.999952737741891
"beta[1,37]",12.4784890901069,0.0217249884969382,0.964582066277536,10.9152098685391,11.7912111825157,12.3745668768989,13.0401862047662,14.6513642194612,1971.3296589636,1.00128949031324
"beta[1,38]",12.1895292708232,0.0174515852893336,1.01915864905375,10.562798357783,11.4815498033845,12.0307109795316,12.7730378117366,14.5173122239313,3410.46675757234,0.999544753694358
"beta[1,39]",11.5144716855797,0.0357702905478921,1.01084500644947,9.86496936666458,10.7922588193075,11.4025744253135,12.1223055923927,13.827975567094,798.590619498201,1.00064742017667
"beta[1,40]",13.0137724134849,0.0157612396510587,0.936587010799559,11.472327270865,12.3302401886523,12.9294436325322,13.5910987530014,15.0990169666753,3531.14470920501,0.999688337640866
"beta[1,41]",13.1385501526248,0.0161582164860026,0.913936301761119,11.628745565043,12.5108537031969,13.0418791595567,13.6594718188173,15.1311827921583,3199.22666541004,0.999402742820824
"beta[1,42]",12.1876584168221,0.0154820862255038,0.947034605368724,10.6433588309096,11.5154772294163,12.0846859588489,12.7533380334603,14.3323038921063,3741.73247924719,0.999753576705388
"beta[1,43]",11.6640509637867,0.0304439226873354,1.33716763657657,9.55294246812053,10.6744118701027,11.4907153470396,12.4720808515892,14.6646466852608,1929.16996983281,0.999190378886636
