"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha[1]",0.000976157428246129,2.97737502131707e-05,0.000741269017077599,-0.000457572713678281,0.000484726342186928,0.000968543300620746,0.00148041294161423,0.00243355391754212,619.847159563408,1.00595560688454
"alpha[2]",-0.0106876269825566,3.48639428085456e-05,0.000777008996723984,-0.0121634412608962,-0.0112213430368971,-0.0106880686141977,-0.0101771532313036,-0.00914214624815983,496.705642796506,1.01145731411026
"alpha[3]",-0.0413169601287671,2.55672428808316e-05,0.000757330085412211,-0.042792997774164,-0.0418282713557818,-0.0413232189962934,-0.0408083315603313,-0.0398123034690605,877.41009192426,1.00178567464108
"alpha[4]",0,NA,0,0,0,0,0,0,NA,NA
"beta[1,1]",15.000248300566,0.0398966343915414,0.850674888348236,13.3797564100448,14.4157838071168,14.9843642062645,15.559159547849,16.7398514535235,454.626454651013,1.00209789512133
"beta[1,2]",-0.813190371788075,0.0618950732849643,2.19034442271112,-4.49682274866361,-2.40715699399569,-1.00892707144441,0.573783928579652,3.98157627768339,1252.31233847263,1.00104905797109
"beta[1,3]",3.36313461673886,0.0782418791460116,3.76844304569137,-3.21534847133727,0.624092322958421,3.12488187191951,5.72885999547699,11.4783446534572,2319.77234692172,0.999322843925238
"beta[1,4]",3.88143411661197,0.0906090240945081,3.664695721149,-2.63674227827617,1.27036107428358,3.65082516147266,6.32789263890782,11.3182119968902,1635.81029269508,0.999146830815893
"beta[1,5]",-1.29216909854858,0.0554715034315493,2.04792581051516,-4.7030258601493,-2.75326313805371,-1.43847102730567,-0.031082838760023,3.1252099486526,1362.97712118328,1.00023020008348
"beta[1,6]",3.75204794095618,0.084102094787443,3.66960995786237,-2.7290562829529,1.18654420343134,3.43153357376954,6.1390563245222,11.4812404219069,1903.8213151354,0.999913823596261
"beta[1,7]",3.45059947125668,0.0992709510919672,3.76228788136767,-3.29920621255689,0.856340456913629,3.28399385707443,5.90606950517359,11.3610000565299,1436.34802575752,1.00360911299529
"beta[1,8]",2.59972019898908,0.0854465179362735,4.07819836799866,-4.81963975603497,-0.286925343652243,2.42203429681073,5.3361151943344,11.1367060379063,2277.96975925232,1.00083250626032
"beta[1,9]",3.86392834279946,0.0962582734606496,3.80675937039111,-2.61976872800618,1.1819928343038,3.59380032064909,6.31880408268356,12.1018686009217,1563.99267792814,1.00021556181252
"beta[1,10]",-3.91514755751493,0.0630306586882675,2.29293444983723,-7.73655816960265,-5.57716897896337,-4.13936909423056,-2.3715605427608,0.785710239653813,1323.36482640652,1.00430778999363
"beta[1,11]",-3.1836847738683,0.0721310924790306,2.3993373080376,-7.19512016435777,-4.9049410826507,-3.42566289718535,-1.67383301319377,2.22827466848098,1106.4647794197,1.0023153682497
"beta[1,12]",3.59203838173587,0.0861285437786057,3.85168113545122,-3.39171185401677,0.928399619625474,3.3930064872726,5.97409193887845,11.7928230047977,1999.89154435368,1.0004321947651
"beta[1,13]",-1.39487560991961,0.0752781353785806,2.25765514142823,-5.1831181754657,-3.01596454416753,-1.59620164924295,0.0211308556042965,3.51630517091809,899.450984129961,1.00462791124368
"beta[1,14]",-0.119663535097771,0.0528700149963914,2.21210903369602,-3.97276879077376,-1.68227883666247,-0.300198648084395,1.22517087921508,4.64809636584812,1750.6292940516,0.999656372920085
"beta[1,15]",-2.14039138773714,0.0799287210456354,2.38722341549894,-6.05815184650009,-3.84246711876992,-2.40330038264993,-0.749488913691763,3.45989266413412,892.031937495565,1.00131028641571
"beta[1,16]",-1.61575972461879,0.0612030678788721,2.17640296540775,-5.10578766736588,-3.16891596378507,-1.86869528301053,-0.336370802859545,3.19414556555124,1264.53901569492,0.999405687320763
"beta[1,17]",-1.9950191450291,0.0700550743753333,2.39961134471807,-5.96741305316776,-3.74256648173163,-2.24043681178786,-0.510853393803124,3.20683513969814,1173.28256210751,1.00117710087156
"beta[1,18]",-1.79354781081262,0.0829060773565178,2.38660541368256,-5.74699709765342,-3.50913595123784,-2.07091141081946,-0.312421798824234,3.643688794945,828.683150097867,1.00769610180027
"beta[1,19]",-1.14959899068922,0.0629249512466172,2.18964168535023,-4.62627541518837,-2.70485327752604,-1.40544546286286,0.128669024145755,3.83908219504033,1210.8778342263,1.00213256599498
"beta[1,20]",-1.09716499574125,0.0784145305894567,2.30789921361601,-4.85986153709556,-2.75085052131778,-1.35146345331868,0.255826354681037,3.98048056778451,866.244687843389,1.0053327729826
"beta[1,21]",-1.25457856745306,0.0670946202360298,2.32955793392881,-5.18545393804071,-2.87015990732326,-1.4756143367948,0.129938523001386,3.92518392356689,1205.51226331856,1.00023685732457
"beta[1,22]",-1.04734824224422,0.0603183768949572,2.29631512872087,-4.8792025482663,-2.68566674862906,-1.28600440938019,0.392335749080955,3.944339904694,1449.31798301036,0.999687792630833
"beta[1,23]",-1.35321361946376,0.0703982571889346,2.32704181353798,-5.20181870345216,-3.05080046764586,-1.60170363893526,0.131979869405264,3.63307720451446,1092.65877690925,1.00077017126136
"beta[1,24]",-0.792422127414816,0.0570222405952994,2.15033119330562,-4.36131637588745,-2.31313205297412,-1.04782181972179,0.499560075190957,4.06462106998187,1422.07386020091,1.00048513635837
"beta[1,25]",-1.56150316828281,0.0551017707634921,2.27367443980656,-5.51586969320717,-3.1876609377385,-1.71732263258823,-0.132241469819905,3.38958933177052,1702.65025506912,1.0008233126469
"beta[1,26]",-11.2848693105232,0.063026252853656,3.10979575906047,-17.2916126461352,-13.388580169266,-11.325082334051,-9.22889947816984,-5.17061173255106,2434.56155138245,1.00006550567274
"beta[1,27]",-0.975880328102909,0.058684723874825,2.22203193516897,-4.56823329106913,-2.56516418499106,-1.19334283136825,0.289124161203296,4.13787579244987,1433.67417327744,1.00290906567747
"beta[1,28]",-1.48662973676123,0.0617063445971574,2.24307510701372,-5.30618203474589,-3.10768558009393,-1.72171855123855,-0.0996671162278909,3.46405928566689,1321.38079711099,1.00021442699485
"beta[1,29]",-0.90199999095709,0.0572661594769438,2.19282934513588,-4.55053126657453,-2.48958968751918,-1.14492953145713,0.471099251313727,3.97075428047436,1466.26866019843,1.00003375971307
"beta[1,30]",-7.57923178793418,0.0776641027909439,3.68120687845709,-14.8986238083905,-10.1150012516309,-7.57247685563452,-5.04989627223724,-0.265008626329336,2246.67261047011,1.00110901719229
"beta[1,31]",-1.79030525906086,0.0672133171507415,2.41662157920543,-5.81184262926312,-3.5248591910399,-2.05863736268948,-0.277206750408182,3.58210738207147,1292.72646364816,1.00222755067786
"beta[1,32]",-1.88205532524752,0.0747177715927316,2.38925366750466,-5.72069434250963,-3.5978918748779,-2.15864379518609,-0.424223647041167,3.60136122809898,1022.53151219935,1.00054839909611
"beta[1,33]",-1.47463076409968,0.0786706603823966,2.47643903393208,-5.67015011524798,-3.23343972253996,-1.71802065974431,0.046545546231439,3.89986988458349,990.899684331645,1.00425447520148
"beta[1,34]",-16.5248926781491,0.0398862285134076,0.850279773636999,-18.2587998432583,-17.0868628112338,-16.5060760587016,-15.9370223441295,-14.917726259025,454.441254850901,1.00200390954465
"beta[1,35]",-17.4414120755689,0.0398822247852232,0.850427302266741,-19.1809867731482,-18.0034421094088,-17.425270952412,-16.8508550339114,-15.8297277305524,454.690242945853,1.00199983763154
"beta[1,36]",-16.8573862418418,0.039841967402623,0.850222296924847,-18.5895204380025,-17.4213643372036,-16.8400712159953,-16.270178796006,-15.2573360338216,455.389935933779,1.00197253418413
"beta[1,37]",2.29608987661866,0.0912053899043626,4.26320752698332,-5.32061219489297,-0.809328762460855,2.05157632746415,5.03299102932224,11.3499991756134,2184.9018853238,1.00010324619225
"beta[2,1]",-2.64539083075695,0.0394314359682038,1.37534633189803,-5.40651575440059,-3.591354802406,-2.60315186642231,-1.69085385097895,-0.00351752313991977,1216.57520544628,0.999584522121411
"beta[2,2]",13.1106789609903,0.0621161106008885,2.40084936549944,8.84524474541271,11.446350128374,12.9544314826575,14.5803651679765,18.3248075796402,1493.89927168028,1.00011358540057
"beta[2,3]",-0.338918441060654,0.171672797250914,4.66467119753039,-9.750220945904,-3.44793155438549,-0.184087760080528,2.9959230578108,8.23500807797905,738.310604162607,1.00465356005305
"beta[2,4]",-0.437770231953061,0.0962635197230957,4.52491821658603,-9.48478493121387,-3.48951726558888,-0.311096730795183,2.71549305612472,8.1015138909729,2209.52029233322,1.00074428507327
"beta[2,5]",14.2154260793912,0.0591961853524892,2.27462860615403,10.1874583404293,12.6199774337524,14.1004224030602,15.6558344764587,19.0444203321969,1476.50033730252,1.00076464185918
"beta[2,6]",-0.451791091215447,0.146571496423759,4.60850744720282,-9.69059485256151,-3.65900360989651,-0.360575902661916,2.71884420579977,8.49038777956336,988.60213411618,1.0010011532108
