"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"beta[1,43]",-4.37703527348977,0.0190367391775534,0.178896649635669,-4.78107315770398,-4.48253821898656,-4.36817065772034,-4.25373711199707,-4.05960168448153,88.3119135225715,1.00702285007499
"beta[1,44]",-4.4334326181039,0.0191521241177732,0.183335185696258,-4.83872031862423,-4.54570654471889,-4.42759314716985,-4.30325157633341,-4.10286120169591,91.6342332852034,1.00658938086645
"beta[1,45]",-4.43392754971857,0.0193836887514984,0.181438666595947,-4.84315461556965,-4.54261206166258,-4.42588107565567,-4.30674304957119,-4.11056263252237,87.6166887110637,1.00672804282171
"beta[1,46]",-6.89457397327295,0.0192646079908215,0.179677090234906,-7.30192604949947,-7.00228107637639,-6.88632140777874,-6.76919412062483,-6.57554189326997,86.9891444287355,1.00699140055309
"beta[1,47]",-6.8056196004077,0.0191421771793132,0.179603346576051,-7.20980654968555,-6.91116733763129,-6.79711807522651,-6.68074624697918,-6.48684914277103,88.0331386201647,1.00673567354205
"beta[1,48]",-6.89907638383759,0.0191734790844744,0.179537009233791,-7.30277155514251,-7.00330046654893,-6.89142482954061,-6.77278078144112,-6.58283443468025,87.6811272516235,1.00714567464967
"beta[1,49]",6.80834553999056,0.0596080439815797,2.98808515842355,2.06494191825537,4.61253739033303,6.47114290927407,8.65634975291742,13.4891601834503,2512.90574475903,0.999125295029565
"beta[1,50]",7.65932010831537,0.0567299694240289,2.84673904834141,3.29669898289462,5.49743296999272,7.36811568366384,9.35648524545206,14.2316536611981,2518.08402677078,1.00181400897575
"beta[1,51]",7.50307440309912,0.0580507788909602,2.8337118320609,3.00884242452844,5.43109430977532,7.10225540537181,9.25011715071246,14.1233432496262,2382.84210042429,1.00037230289912
"beta[1,52]",6.55459599968054,0.0695931297720295,3.14402912464965,1.74395923423533,4.16577528053319,6.16212633530656,8.52341183544651,13.7095000701344,2040.98768615538,1.0003180115542
"beta[1,53]",-0.143421851128126,0.0197175353532453,0.318995682149404,-0.763083807212611,-0.354612748702266,-0.14600101926997,0.0652064858059591,0.488110877656617,261.736537475509,1.00167878819751
"beta[1,54]",6.39098967750669,0.0549769502541944,3.00977716885026,1.6037070666276,4.11699487123968,6.09718850968198,8.30604133628147,13.1651694695968,2997.1425404579,1.00033604232328
"beta[1,55]",5.804106823813,0.0667324841976455,3.11974235420772,0.798601635636756,3.51632329943383,5.49906612371321,7.6943416735492,12.768377428249,2185.56070372359,1.00181528476774
"beta[1,56]",-1.20680752633677,0.0190288389267117,0.33150711054845,-1.8655227133933,-1.43075680506412,-1.21095270951932,-0.981843623634357,-0.56443940081239,303.501691775696,1.0014927348723
"beta[1,57]",6.53778251317299,0.0651287049416787,3.22056261790095,1.58812135592856,4.03243108956881,6.13332804744267,8.57882934463735,13.6012614058243,2445.22377772794,0.999891054044473
"beta[1,58]",-9.91761705192438,0.0191435580700856,0.179460141297043,-10.326081078644,-10.0249224214918,-9.90891681755811,-9.7926278903582,-9.6012008237852,87.8801299975099,1.0067162503828
"beta[1,59]",-9.27371314956613,0.0191570360512501,0.179452447994824,-9.6854630894471,-9.38160408158369,-9.26479515915565,-9.14892418793834,-8.95579337988833,87.7489929896834,1.00695718031863
"beta[1,60]",-8.77624589842145,0.0191407057873724,0.179235232443185,-9.18283866454659,-8.88212354340386,-8.76778661934603,-8.651449556368,-8.45559098099217,87.6861235909997,1.00705039757093
"beta[1,61]",-10.4776759401739,0.0192064438266188,0.179847468968311,-10.88665108262,-10.5839296872975,-10.4697923765189,-10.352558969672,-10.1581985185364,87.6828666096184,1.00707844591783
"beta[1,62]",-9.70083599690353,0.0190912917991366,0.179622400678328,-10.1033641300059,-9.80643138702939,-9.69339357298509,-9.57524830635168,-9.38459521290026,88.5218255738573,1.0071213605473
"beta[1,63]",-9.90205246977311,0.0191697064902938,0.179826394450826,-10.3042837377154,-10.0087884713598,-9.89707947659709,-9.77687349223088,-9.58190637516395,87.9986372283239,1.00713394388073
"beta[1,64]",-5.71655399485127,0.0190935031827683,0.179669517362003,-6.12661994864272,-5.82321614277593,-5.70851447991652,-5.59105055295059,-5.40044369420034,88.547757391476,1.00667562342255
"beta[1,65]",-4.80518648803464,0.0190768540874796,0.179038110451124,-5.20766076920166,-4.91253746066654,-4.795442049535,-4.67973868727516,-4.48666756948522,88.0800303356972,1.00711428861288
