"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha[1]",0.0423496995630032,1.58419502710381e-05,0.000717106663484181,0.0409122657341769,0.0418796041279078,0.0423549473269515,0.0428355775477843,0.0437346759194432,2049.03900109204,1.00056804859829
"alpha[2]",0.0306787712245638,1.60895605698588e-05,0.000696296010225734,0.0293000289959698,0.0302286991862299,0.0306658549605216,0.0311402723557849,0.0320440716422912,1872.83469959246,1.00063871549809
"alpha[3]",0,NA,0,0,0,0,0,0,NA,NA
"beta[1,1]",-0.266780933180555,0.000694069762635853,0.0322118206434889,-0.329823336902501,-0.287900592801656,-0.266647782915354,-0.24563822161042,-0.202006178001714,2153.89384511258,1.00097472115189
"beta[1,2]",-0.953642869825594,0.000205188272873912,0.0117294033229254,-0.97685872969637,-0.961600596530036,-0.953598079518594,-0.945839172664501,-0.930508055359803,3267.7345369381,0.999598637857745
"beta[1,3]",-1.40689275691866,0.000208451229673689,0.0116052275072688,-1.42921417495388,-1.41492981828385,-1.40712302683552,-1.39925925183022,-1.38443946031812,3099.54820225694,1.00060267288835
"beta[1,4]",-1.40923019800954,0.00021464422019179,0.0119432671537516,-1.43265065204817,-1.41746852609034,-1.40915568489681,-1.40142598139172,-1.38599652410617,3096.04950843324,1.00046810758302
"beta[1,5]",-1.24478278184645,0.000217914574455739,0.0121091986944162,-1.26745426458768,-1.25297337309512,-1.24461902835877,-1.23656005968334,-1.22138739817314,3087.86465081027,1.00050920291675
"beta[1,6]",-1.23404023782479,0.000220104402625447,0.012024846767118,-1.2577483533757,-1.24225539158221,-1.23394743725837,-1.22586064350221,-1.21124788739075,2984.70657666139,1.00036946020237
"beta[1,7]",-1.99741168917889,0.000223539616819768,0.0117536646543417,-2.02129509622842,-2.00501290396017,-1.99722112633667,-1.98968569897881,-1.97460025762622,2764.63363210025,1.00048166703606
"beta[1,8]",-2.75614457053695,0.000207021538886686,0.0113140165501061,-2.77803689550162,-2.76385749597394,-2.75600301803905,-2.74854203869523,-2.73433366466342,2986.77532121979,0.99995435730374
"beta[1,9]",-2.05933729520397,0.000225346558387574,0.0120776440341228,-2.08337413072742,-2.06732727374818,-2.05925392185717,-2.05145652862666,-2.03490366608282,2872.5168937789,1.00060564486147
"beta[1,10]",-2.45158740800844,0.000194263502971719,0.0106039854371962,-2.47233361346499,-2.45866097492424,-2.45171222566159,-2.4445335005664,-2.43054842572987,2979.58523746533,0.999766541993946
